cover_image,link_to_book,link_to_book/_text
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10212476&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10212476,Squeaky Baby Bath Book Colours
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10212475&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10212475,Squeaky Baby Bath Book Baby Animals
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9969220&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9969220,Squirty Bath Books
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9952383&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9952383,Floatee Book - Opposites
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9952394&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9952394,Floatee Book - Princesses
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9952382&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9952382,Floatee Book - Colours
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9955866&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9955866,Shake 'n' Swim - Bathtime and Bedtime Toys
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9952401&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9952401,Bath Book Colour Change Book - Pirate Pip Bathtime
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9955867&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9955867,Shake 'n' Swim - Colours
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9969219&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9969219,Squirty Bath Books
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10052972&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10052972,Shake 'n' Swim - Counting
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10050090&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10050090,Floatee Book - Pirates
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10051280&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10051280,Axel Scheffler Bath Book: Freddy the Frog
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10050083&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10050083,Floatee Book - Numbers
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10052971&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10052971,Shake 'n' Swim - Animals That Love Water
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10050091&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10050091,Bath Book Colour Change Book - Betsy Ballerina Bathtime
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=8885189&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=8885189,I Love Spot Baby Books: Splish Splash Spot!
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9388238&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9388238,Bathtime Teddy
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9230946&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9230946,Ocean Colours Bath Book
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=8963296&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=8963296,Dippy Duck's Dance
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9204066&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9204066,Bath Time Buddies
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=9203062&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=9203062,Bath Time Buddies
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10524110&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10524110,Frog
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10524112&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10524112,Fish
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=10524111&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=10524111,Duck
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6117410&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6117410,"Flip, Flap, Flop"
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=5853036&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=5853036,Puppies
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=5868320&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=5868320,Silly Turtle
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6742423&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6742423,Squeaky Bath Books: Playtime for Penguin
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6742424&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6742424,Squeaky Bath Books: Where's Frog?
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6798005&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6798005,Bath Book: Splish...Splash...Splosh
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6892075&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6892075,"Little Learners - Bathtime: Squirt, Splash and Play!"
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=7973148&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=7973148,"Glug, Glug, Glug"
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=7779295&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=7779295,Under the Sea! A Bath Book
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6260515&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6260515,Dolphin Bath Book
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6264893&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6264893,Five Little Ducklings
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6262954&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6262954,The Mermaid
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6260514&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6260514,Octopus Bath Book
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6253259&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6253259,Kitten
http://www.bokkilden.no/SamboWeb/servlet/VisBildeServlet?produktId=6260513&width=115,http://www.bokkilden.no/SamboWeb/produkt.do?produktId=6260513,Seahorse Bath Book
