book_page_url,isbn,title,subtitle,cover_image,publisher,pub_date,author_primary,author_secondary,awards,book_description,spec_all,category_all
,,Je veux un animal (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/7/8/3/9782878336542FS.gif,"[""Circonflexe"", ""albums circonflexe""]",Paru le : 08/03/2013,"Cathleen Daly, Stephen Michael King","Benjamin Kuntzer (Traducteur), Véronique Sichi Soleimani",,"Prudence veut un animal. Coûte que coûte. ""Non, dit Papa, s'en occuper revient trop cher."" ""Non, dit Maman, les animaux font trop de bruit."" Prudence est déterminée et trouve elle-même son compagnon : c'est une branche. Mais Branche n'est pas vraiment l'animal rêvé, pas plus que Brindille, Monsieur Rond - un pneu - ou son petit frère Malo. Pauvre Prudence. Va-t-elle, un jour, trouver l'animal de ses rêves ?","Date de parution : 08/03/2013 Editeur : Circonflexe Collection : albums circonflexe ISBN : 978-2-87833-654-2 EAN : 9782878336542 Format : Album Présentation : Broché Nb. de pages : 32 pages Poids : 0,32 Kg Dimensions : 28,6 cm × 17,2 cm × 0,9 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,"Le roi qui valait 4,50 € (Relié)",,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/7/8/3/9782878336696FS.gif,"[""Circonflexe"", ""albums circonflexe""]",Paru le : 21/05/2013,André Bouchard,,,"Vous désirez devenir roi Aujourd'hui, c'est à la portée de tout le monde. Il suffit de pousser la porte d'une grande surface, d'acheter une couronne de roi et vous voilà intronisé ! Pour 4,50 € pourquoi se priver, franchement ?","Date de parution : 21/05/2013 Editeur : Circonflexe Collection : albums circonflexe ISBN : 978-2-87833-669-6 EAN : 9782878336696 Format : Album Présentation : Relié Nb. de pages : 48 pages Poids : 0,588 Kg Dimensions : 29,3 cm × 33,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Pablo Picasso du bout des doigts (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/7/8/3/9782878336719FS.gif,"[""Circonflexe"", ""Les sens de l'art""]",Paru le : 10/06/2013,Pierre-Alexis Roussel,Charlotte Riou (Auteur de matériel),,"Pop-up, mise en relief des lignes de construction du tableau, jeux de questions-réponses à l'aide de fenêtres à soulever, description audio. ""Les sens de l'art"" est une nouvelle collection des Editions Circonflexe, en partenariat avec le Cned, dont l'ambition est de permettre aux enfants et aux adultes de partager la découverte d'ceuvres d'art. Pour les lecteurs malvoyants, le tableau traité pour une impression en thermogonflage est disponible gratuitement sur le site.","Date de parution : 10/06/2013 Editeur : Circonflexe Collection : Les sens de l'art ISBN : 978-2-87833-671-9 EAN : 9782878336719 Format : Album Présentation : Relié Nb. de pages : 27 pages Poids : 0,786 Kg Dimensions : 21,8 cm × 30,3 cm × 1,8 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Arts & spectacles 6-10 ans > Livres > Jeunesse > Documentaires > Arts & spectacles 6-10 ans > Beaux-arts > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus >
,,Les Aventures de Lucky Luke d'après Morris Tome 5 (Relié),Cavalier seul,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/8/4/7/9782884713221FS.gif,Lucky comics,Paru le : 26/10/2012,"Achdé, Daniel Pennac, Tonino Benacquista",Mel (Coloriste),,"Alors que la campagne fait rage et que les menaces d'attentat se multiplient, Lucky Luke est chargé d'escorter dans l'Ouest sauvage Rutheford Hayes, candidat à l'investiture suprême. De Memphis au Texas, des tribus indiennes aux saloons les plus mal famés, la balade ne sera pas de tout repos. Troisième Lucky Luke signé Gerra et Achdé, l'homme de Washington est une hilarante course poursuite où les mœurs politiques des pieds tendres sont impitoyablement disséquées.","[""Bande annonce des Nouvelles Aventures de Lucky Luke Tome 5 Cavalier seul de Achdé, Daniel Pennac, Tonino Benacquista."", ""Date de parution : 26/10/2012 Editeur : Lucky comics ISBN : 978-2-88471-322-1 EAN : 9782884713221 Format : Album Présentation : Relié Nb. de pages : 46 pages Poids : 0,365 Kg Dimensions : 22,7 cm × 29,7 cm × 0,9 cm""]",Livres > Bandes dessinées & humour > BD jeunesse > Livres > Bandes dessinées & humour > BD jeunesse > Actualité éditoriale > Le top des BD jeunesse 2012 > Livres > Bandes dessinées & humour > BD jeunesse > Humour > Livres > Jeunesse > BD jeunesse > Livres > Jeunesse > BD jeunesse > Humour >
,,Lucky Luke I'Intégrale Tome 24 (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/8/4/7/9782884713313FS.gif,Lucky comics,Paru le : 01/06/2012,"Morris, René Goscinny, Bob De Groot, Patrick Nordmann",,,"Les aventures de l'homme qui tire plus vite que son ombre réunies dans une collection exceptionnelle : L'intégrale Lucky Luke, dans l'ordre de création des histoires. Redécouvrez le fabuleux univers de Morris et de ses scénaristes, René Goscinny en tête, qui a déjà fait rire et rêver plusieurs générations. Découvrez des planches, dessins et textes méconnus ou inédits en album. Avec, par ordre d'entrée en selle, Jolty Jumper, les Dalton, Rantanplan et les autres personnages de la ""galaxie Morris"".","Date de parution : 01/06/2012 Editeur : Lucky comics ISBN : 978-2-88471-331-3 EAN : 9782884713313 Format : Album Présentation : Relié Nb. de pages : 148 pages Poids : 0,79 Kg Dimensions : 22,5 cm × 30,0 cm × 1,8 cm",Livres > Bandes dessinées & humour > BD jeunesse > Livres > Bandes dessinées & humour > BD jeunesse > Aventure > Livres > Jeunesse > BD jeunesse > Livres > Jeunesse > BD jeunesse > Aventure >
,,Docteur Parking (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/8/9/0/9782889081318FS.gif,"[""La joie de lire"", ""Hibouk""]",Paru le : 31/05/2012,Franz Hohler,Ursula Gaillard (Traducteur),,Un docteur en lettres s'installe dans une petite ville. Les habitants le prennent pour un docteur en médecine et viennent le consulter. La sagesse de ses conseils va lui attirer quelques ennuis… Cocasse mais profond.,"Date de parution : 31/05/2012 Editeur : La joie de lire Collection : Hibouk ISBN : 978-2-88908-131-8 EAN : 9782889081318 Présentation : Broché Nb. de pages : 72 pages Poids : 0,08 Kg Dimensions : 13,0 cm × 18,5 cm × 0,7 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Autres collections 9-12 ans >
,,La zone Tome 3 (Broché),Les porteurs du pouvoir,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/9/4/3/9782894354810FS.gif,Michel Quintin,Paru le : 14/06/2012,Stéphanie Hurtubise,,,"Frustrés par l'intervention d'Edwin Robi et de ses acolytes qui veulent contrecarrer leurs actions criminelles, les maldors sont agressifs et ils déploient à leur encontre des moyens de plus en plus sournois. En outre, même la prisonge ne peut les retenir et aucun instrument de recherche ne peut les localiser. Mais Edwin n'est pas à bout de ressources. En contrevenant aux règles rigides de la Zone onirique, il parvient à créer un merveilleux outil qui le guidera vers des renforts. Ainsi découvrira-t-il les portefaix, des êtres qui partagent avec lui des pouvoirs stupéfiants. Seulement,. son nouvel instrument ne s'exprime que par énigmes et lui et son ami Balthazar Canier auront fort à faire pour découvrir le sens de ses messages.","Date de parution : 14/06/2012 Editeur : Michel Quintin ISBN : 978-2-89435-481-0 EAN : 9782894354810 Format : Poche Présentation : Broché Nb. de pages : 320 pages Poids : 0,24 Kg Dimensions : 10,9 cm × 17,8 cm × 2,0 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,La zone Tome 4 (Broché),L'énigme des sept soeurs,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/9/4/3/9782894355169FS.gif,Michel Quintin,Paru le : 23/08/2012,Stéphanie Hurtubise,,,"Les maldors, ces malfaiteurs de la Zone onirique, ne sont pas les premiers venus. Ils connaissent bien des trucs pour perpétrer leurs crimes et progresser vers le but qu'ils se sont fixé. S'ils veulent les contrer efficacement, Edwin Robi et les portefaix doivent d'abord affiner leurs pouvoirs. Mais cette mission elle-même n'est pas une mince affaire. Les informations dont ils disposent tiennent davantage de l'énigme que du renseignement. Il leur faut découvrir sept soeurs, mais qui sont-elles, ces dames mystérieuses ? Sans compter qu'ils devront les rencontrer toutes et subir à travers elles des épreuves destinées à tremper leur caractère, aussi bien. qu'à accroître leurs dons naturels. Alors que s'affirme leur amitié et que les exigences de leur mission les contraignent à là sincérité, de: surprenantes confidences les rapprocheront davantage.","Date de parution : 23/08/2012 Editeur : Michel Quintin ISBN : 978-2-89435-516-9 EAN : 9782894355169 Format : Poche Présentation : Broché Nb. de pages : 293 pages Poids : 0,22 Kg Dimensions : 10,8 cm × 17,8 cm × 1,8 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,Royaume des chevaliers (Spiralé),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/9/6/6/9782896604326FS.gif,"[""Presses Aventure"", ""Dessins magiques""]",Paru le : 24/08/2012,"Tom Nemmers, Kerren Barbas Steckler",Emie Vallée (Traducteur),,"Entre dans le monde des chevaliers et découvre leur caractère noble et courageux avec la plume de bois. Viens apprendre sur ces guerriers du Moyen Age, du Prince Noir à Jeanne d'Arc, tout en suivant les contours de 20 croquis faciles de braves chevaliers avec leurs chevaux, leurs armes, leurs boucliers et leurs tournois. En traçant tes dessins sur les pages noires, tu verras motifs de tourbillons et couleurs scintillantes apparaître comme par magie ! Ce livre contient : 10 pages noires révélant des couleurs scintillantes ; 10 pages noires révélant des tourbillons arc-en-ciel ; 20 dessins chevaleresques avec des textes éducatifs ; 20 pages à croquis ; 1 plume de bois pour dessiner.","Date de parution : 24/08/2012 Editeur : Presses Aventure Collection : Dessins magiques ISBN : 978-2-89660-432-6 EAN : 9782896604326 Présentation : Spiralé Nb. de pages : 64 pages Poids : 0,4 Kg Dimensions : 17,8 cm × 21,7 cm × 2,3 cm","Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Peinture et dessin > Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Loisirs créatifs pour enfants > Peinture & dessin > Livres > Loisirs, nature & voyages > Brico-déco & jardin > Loisirs créatifs pour enfants > Peinture et dessin >"
,,Tout ce qui bouge (Spiralé),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/9/6/6/9782896604340FS.gif,"[""Presses Aventure"", ""Dessins magiques""]",Paru le : 24/08/2012,"Mara Conlon, Martha Day Zschock",Emie Vallée (Traducteur),,"A vos marques ! Prêts ? Partez ! Fais rugir ton moteur, prends la plume de bois et suis 20 croquis simples d'avion, de train, de camion, et d'autres moyens de locomotion. Comme par magie, des motifs scintillants et colorés apparaîtront sur les pages noires ! Ce livre contient : 10 pages noires révélant des couleurs scintillantes ; 10 pages noires révélant des tourbillons colorés ; 20 dessins avec des textes amusants ; 20 pages à croquis ; 1 plume de bois pour dessiner.","Date de parution : 24/08/2012 Editeur : Presses Aventure Collection : Dessins magiques ISBN : 978-2-89660-434-0 EAN : 9782896604340 Présentation : Spiralé Nb. de pages : 64 pages Poids : 0,398 Kg Dimensions : 17,8 cm × 21,7 cm × 2,3 cm","Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Peinture et dessin > Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Loisirs créatifs pour enfants > Peinture & dessin > Livres > Loisirs, nature & voyages > Brico-déco & jardin > Loisirs créatifs pour enfants > Peinture et dessin >"
,,La gentillesse de Chloé (Cartonné),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/9/6/6/9782896608218FS.gif,Presses Aventure,Paru le : 21/02/2014,Carol Jonas,Karine Blanchard (Traducteur),,La fée Chloé adore prendre soin des autres. Elle apprendra bientôt qu'il faut parfois savoir aussi se laisser dorloter par ses amis. De jolies ailes brillantes ajoutent une touche de magie à cette histoire de quatre fées et de leurs amis.,"Date de parution : 21/02/2014 Editeur : Presses Aventure ISBN : 978-2-89660-821-8 EAN : 9782896608218 Format : Album Présentation : Cartonné Nb. de pages : 8 pages Poids : 0,174 Kg Dimensions : 17,5 cm × 17,5 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Pour les tout-petits (0-3 ans) > Livres > Jeunesse > Albums 0-6 ans > Tout-carton (0-3 ans) >
,,12 chansons de poissons du lagon de Tahiti (Livre-CD),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/9/0/5/8/9782905808455FS.gif,"[""Mers australes (Editions des)"", ""A tue tête""]",Paru le : 01/01/2013,Christine Vinolo,Jérôme Descamps,,Chanter et s’amuser sur des airs rigolos pour découvrir les animaux de nos lagons.,"Date de parution : 01/01/2013 Editeur : Mers australes (Editions des) Collection : A tue tête ISBN : 978-2-905808-45-5 EAN : 9782905808455 Présentation : Livre-CD Nb. de pages : 36 pages Poids : 0,256 Kg Dimensions : 22,0 cm × 22,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres CD 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Livres CD 3-6 ans > Comptines & chansons >
,,Contes de fée en images lumineuses (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/9/1/4/4/9782914495233FS.gif,"[""Flammarion"", ""Les fac-similés du Père Castor""]",Paru le : 01/10/2014,Lalouve,,,,"Date de parution : 01/10/2014 Editeur : Flammarion Collection : Les fac-similés du Père Castor ISBN : 978-2-914495-23-3 EAN : 9782914495233 Présentation : Broché Nb. de pages : 32 pages Poids : 0,159 Kg Dimensions : 21,1 cm × 21,3 cm × 0,5 cm","Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Flammarion, Père Castor >"
,,La rentrée du Petit Nicolas (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/9/1/5/7/9782915732566FS.gif,IMAV Editions,Paru le : 03/10/2013,"René Goscinny, Sempé",,,,"Date de parution : 03/10/2013 Editeur : IMAV Editions ISBN : 978-2-915732-56-6 EAN : 9782915732566 Présentation : Broché Nb. de pages : 155 pages Poids : 0,317 Kg Dimensions : 18,0 cm × 19,0 cm × 1,1 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Autres collections 9-12 ans >
,,Le nouvel ogre mondial (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/9/1/6/6/9782916637341FS.gif,Dadoclem,Paru le : 07/11/2013,"Christos, Charlotte Cottereau",,,"Quand on est un vrai gourmand, comment se contenter d'un seul enfant par an ? Quittant ses parents, le petit ogre s'envole à l'assaut du monde et de ses habitants. Escale après escale, il croque goulûment 1, puis 2, puis 10 enfants, mais ces jeunes chenapans ne restent pas docilement dans son estomac gargouillant.","Date de parution : 07/11/2013 Editeur : Dadoclem ISBN : 978-2-916637-34-1 EAN : 9782916637341 Format : Album Présentation : Broché Nb. de pages : 34 pages Poids : 0,35 Kg Dimensions : 24,5 cm × 23,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
