pub_date,link_to_book/_text,link_to_book,author,publisher,
25/01/2012,VAMPIRE ACADEMY 2: SANGRE AZUL,http://www.casadellibro.com/libro-vampire-academy-2-sangre-azul/9788466325356/1954391,RICHELLE MEAD,PUNTO DE LECTURA,
25/02/2013,LA DULCE VENGANZA DE CELIA DOOR,http://www.casadellibro.com/libro-la-dulce-venganza-de-celia-door/9788415723011/2088639,KAREN FINNEYFROCK,SIRUELA,
25/02/2014,LA NOCHE QUE NUNCA ACABA,http://www.casadellibro.com/libro-la-noche-que-nunca-acaba/9788415937593/2254504,EDWARD HOGAN,SIRUELA,
25/05/2010,DOS VELAS PARA EL DIABLO,http://www.casadellibro.com/libro-dos-velas-para-el-diablo/9788467541175/1703073,LAURA GALLEGO GARCIA,EDICIONES SM,
25/05/2010,MEMORIAS DE IDHUN: TRIADA. DESPERTAR (III),http://www.casadellibro.com/libro-memorias-de-idhun-triada-despertar-iii/9788467535952/1703068,LAURA GALLEGO GARCIA,EDICIONES SM,
25/05/2010,MEMORIAS DE IDHUN: TRIADA: PREDESTINACION (IV),http://www.casadellibro.com/libro-memorias-de-idhun-triada-predestinacion-iv/9788467535969/1703069,LAURA GALLEGO GARCIA,EDICIONES SM,
25/06/2014,LAS AVENTURAS DEL BARON DE MUNCHAUSEN (CUCAÑA),http://www.casadellibro.com/libro-las-aventuras-del-baron-de-munchausen-cucana/9788431681388/1073358,RUDOLPH ERICH RASPE,VICENS-VIVES,
25/09/2012,LAS GUERRAS DEL MUNDO EMERGIDO 1: LA SECTA DE LOS ASESINOS,http://www.casadellibro.com/libro-las-guerras-del-mundo-emergido-1-la-secta-de-los-asesinos/9788408007517/2016785,LICIA TROISI,PLANETA,
25/09/2013,EL HIJO (THE GIVER: LIBRO IV),http://www.casadellibro.com/libro-el-hijo-the-giver-libro-iv/9788444149554/2205715,LOIS LOWRY,EVEREST,
25/09/2013,LAS GUERRAS DEL MUNDO EMERGIDO 3. UN NUEVO REINO,http://www.casadellibro.com/libro-las-guerras-del-mundo-emergido-3-un-nuevo-reino/9788408115809/2176520,LICIA TROISI,PLANETA,
25/09/2014,CUATRO: UNA HISTORIA DE LA SAGA DIVERGENTE,http://www.casadellibro.com/libro-cuatro-una-historia-de-la-saga-divergente/9788427208063/2354623,VERONICA ROTH,MOLINO,
25/10/2010,LAS LUCES DE SEPTIEMBRE,http://www.casadellibro.com/libro-las-luces-de-septiembre/9788408098881/1809707,CARLOS RUIZ ZAFON,PLANETA,
25/10/2011,"INSTINTO (LAZOS DE SANGRE, 1)",http://www.casadellibro.com/libro-instinto-lazos-de-sangre-1/9788408106708/1879806,AMANDA HOCKING,PLANETA,
25/10/2012,LUZ DE LUNA,http://www.casadellibro.com/libro-luz-de-luna/9788498008074/2014435,RACHEL HAWTHORNE,LA FACTORIA DE IDEAS,
25/10/2012,CADA DIA,http://www.casadellibro.com/libro-cada-dia/9788427203228/2029713,DAVID LEVITHAN,MOLINO,
25/11/2014,AFTER 2: EN MIL PEDAZOS,http://www.casadellibro.com/libro-after-2-en-mil-pedazos/9788408135234/2416252,ANNA TODD,PLANETA,
26/01/2012,LA CHICA DRAGON 1: LA MALDICION DE THUBAN,http://www.casadellibro.com/libro-la-chica-dragon-1-la-maldicion-de-thuban/9788427201439/1949924,LICIA TROISI,MOLINO,
26/01/2012,AGUAS OSCURAS,http://www.casadellibro.com/libro-aguas-oscuras/9788484418610/1896966,CLAUDIA GRAY,MONTENA,
26/01/2015,SERAPHINA,http://www.casadellibro.com/libro-seraphina/9788494286292/2493976,RACHEL HARTMAN,NOCTURNA EDICIONES,
26/01/2015,ABRAHAM MATEO. LA BIOGRAFIA 100% NO OFICIAL,http://www.casadellibro.com/libro-abraham-mateo-la-biografia-100-no-oficial/9788416075263/2459319,VV.AA.,B DE BLOK,
26/01/2015,THE MAZE RUNNER FILES: EXPEDIENTES SECRETOS,http://www.casadellibro.com/libro-the-maze-runner-files-expedientes-secretos/9789876127424/2494079,JAMES DASHNER,V & R EDITORAS,
26/02/2007,EL DIAGNOSTICO,http://www.casadellibro.com/libro-el-diagnostico/9788498410440/1127688,JOSTEIN GAARDER,SIRUELA,
26/02/2007,MEMORIAS DE IDHUN. LA RESISTENCIA,http://www.casadellibro.com/libro-memorias-de-idhun-la-resistencia/9788467502695/987265,LAURA GALLEGO GARCIA,EDICIONES SM,
26/02/2014,DESTROZAME,http://www.casadellibro.com/libro-destrozame/9788494172939/2263523,TAHEREH MAFI,OZ EDITORIAL,
26/03/2014,"HUSH, HUSH",http://www.casadellibro.com/libro-hush-hush/9788498729320/2260680,BECCA FITZPATRICK,ZETA BOLSILLO,
26/03/2014,CRESCENDO,http://www.casadellibro.com/libro-crescendo/9788498729337/2260686,BECCA FITZPATRICK,ZETA BOLSILLO,
26/03/2014,SILENCIO,http://www.casadellibro.com/libro-silencio/9788498729344/2260690,BECCA FITZPATRICK,ZETA BOLSILLO,
26/03/2014,FINALE,http://www.casadellibro.com/libro-finale/9788498729351/2260696,BECCA FITZPATRICK,ZETA BOLSILLO,
26/03/2014,NIGHT SCHOOL: PERSECUCION,http://www.casadellibro.com/libro-night-school-persecucion/9788420416663/2262216,C.J. DAUGHERTY,ALFAGUARA,
26/05/2003,EL VIENTO EN LOS SAUCES,http://www.casadellibro.com/libro-el-viento-en-los-sauces/9788477024392/902725,KENNETH GRAHAME,VALDEMAR,
26/05/2014,LAS AVENTURAS DE ULISES: HISTORIA DE LA ODISEA (CLASICOS ADAPTADO S),http://www.casadellibro.com/libro-las-aventuras-de-ulises-historia-de-la-odisea-clasicos-adaptado-s/9788468200507/1825667,R. SUTCLIFF,VICENS-VIVES,
26/06/2013,MARCA DE NACIMIENTO 3: PROMETIDOS,http://www.casadellibro.com/libro-marca-de-nacimiento-3-prometidos/9788444149745/2128846,CARAGH M. O BRIEN,EVEREST,
26/06/2013,CANCIONES PARA PAULA,http://www.casadellibro.com/libro-canciones-para-paula/9788444147772/2128811,BLUE JEANS,EVEREST,
26/06/2013,SABES QUE TE QUIERO,http://www.casadellibro.com/libro-sabes-que-te-quiero/9788444147789/2128817,BLUE JEANS,EVEREST,
26/06/2013,CALLAME CON UN BESO,http://www.casadellibro.com/libro-callame-con-un-beso/9788444147796/2128820,BLUE JEANS,EVEREST,
26/08/2013,MI HERMANA VIVE SOBRE LA REPISA DE LA CHIMENEA,http://www.casadellibro.com/libro-mi-hermana-vive-sobre-la-repisa-de-la-chimenea/9788415803393/2179202,ANNABEL PITCHER,SIRUELA,
26/09/2011,ETERNOS,http://www.casadellibro.com/libro-eternos/9788420408972/1885416,KRISTEN MILLER,ALFAGUARA,
26/09/2013,FULMINADO POR UN RAYO,http://www.casadellibro.com/libro-fulminado-por-un-rayo/9788499186511/2127380,CHRIS COLFER,ROCA EDITORIAL DE LIBROS,
26/10/2009,FABLEHAVEN (2ª ED.),http://www.casadellibro.com/libro-fablehaven-2-ed/9788499180335/1613273,BRANDON MULL,ROCA EDITORIAL DE LIBROS,
26/10/2010,FABLEHAVEN VOL II,http://www.casadellibro.com/libro-fablehaven-vol-ii/9788499181325/1809881,BRANDON MULL,ROCA EDITORIAL DE LIBROS,
26/10/2011,EREBOS,http://www.casadellibro.com/libro-erebos/9788420407609/1893194,U. POZNANSKI,ALFAGUARA,
26/11/2012,PACK JUVENIL SAGA DE BRUJAS (INCLUYE SAGA DE BRUJAS; LA MARCA DEL DEMONIO),http://www.casadellibro.com/libro-pack-juvenil-saga-de-brujas-incluye-saga-de-brujas-la-marca-del-demonio/9788492929795/2050436,SARAH REES BRENNAN y CAROLYN MACCULLOUGH,VERSATIL,
26/11/2013,CANCION DE MAR 4: ELEGIA,http://www.casadellibro.com/libro-cancion-de-mar-4-elegia/9788408121541/2200761,AMANDA HOCKING,PLANETA,
27/01/2015,LA PRUEBA,http://www.casadellibro.com/libro-la-prueba/9788494172946/2494346,JOELLE CHARBONNEAU,OZ EDITORIAL,
27/01/2015,"BIFF, BANG, POW! NOVELA CASE NEGRA",http://www.casadellibro.com/libro-biff-bang-pow-novela-case-negra/9788498655797/2494843,XABIER LOPEZ LOPEZ,GALAXIA,
27/03/2013,LOLA Y EL CHICO DE AL LADO,http://www.casadellibro.com/libro-lola-y-el-chico-de-al-lado/9788415750536/2101335,STEPHANIE PERKINS,PLATAFORMA,
27/04/2011,HISTORIA DE UNA ESCALERA,http://www.casadellibro.com/libro-historia-de-una-escalera/9788468201139/1851306,ANTONIO BUERO VALLEJO,VICENS-VIVES,
27/05/2010,ABELA ENTRE DOS MUNDOS,http://www.casadellibro.com/libro-abela-entre-dos-mundos/9788498382853/1701653,BERLIE DOHERTY,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
27/05/2013,NACIDA A MEDIANOCHE,http://www.casadellibro.com/libro-nacida-a-medianoche/9788494112348/2116617,C. C. HUNTER,OZ EDITORIAL,
27/09/2012,CRIMINALES CON CLASE,http://www.casadellibro.com/libro-criminales-con-clase/9788427203198/2014528,ALLY CARTER,MOLINO,
27/10/2006,REBELDES,http://www.casadellibro.com/libro-rebeldes/9788466319225/1109998,SUSAN E. HINTON,PUNTO DE LECTURA,
27/10/2009,PACK ALAS DE FUEGO / ALAS NEGRAS,http://www.casadellibro.com/libro-pack-alas-de-fuego--alas-negras/9788484834069/1613644,LAURA GALLEGO,LABERINTO,
27/10/2009,ALAS DE FUEGO,http://www.casadellibro.com/libro-alas-de-fuego/9788484834052/1613645,LAURA GALLEGO,LABERINTO,
27/10/2014,TES ATA AS 10,http://www.casadellibro.com/libro-tes-ata-as-10/9788498655629/2401712,FRANCISCO CASTRO,GALAXIA,
27/10/2014,ME ENAMORE MIENTRAS MENTIAS,http://www.casadellibro.com/libro-me-enamore-mientras-mentias/9788494284878/2401908,MORUENA ESTRINGANA,NOWEVOLUTION,
27/10/2014,BAJO EL AZUL (WATERFIRE 1),http://www.casadellibro.com/libro-bajo-el-azul-waterfire-1/9788408133193/2363136,JENNIFER DONNELLY,PLANETA,
27/11/2007,LOS HIJOS DE ANANSI,http://www.casadellibro.com/libro-los-hijos-de-anansi/9788496940055/1170401,NEIL GAIMAN,ROCABOLSILLO,
27/11/2014,"BUENOS DIAS, PRINCESA",http://www.casadellibro.com/libro-buenos-dias-princesa/9788408004097/1975726,BLUE JEANS,PLANETA,
27/11/2014,¿PUEDO SOÑAR CONTIGO?,http://www.casadellibro.com/libro-puedo-sonar-contigo/9788408124696/2243588,BLUE JEANS,PLANETA,
27/11/2014,NO SONRIAS QUE ME ENAMORO,http://www.casadellibro.com/libro-no-sonrias-que-me-enamoro/9788408035503/2065261,BLUE JEANS,PLANETA,
27/11/2014,TENGO UN SECRETO: EL DIARIO DE MERI,http://www.casadellibro.com/libro-tengo-un-secreto-el-diario-de-meri/9788408133490/2371666,BLUE JEANS,PLANETA,
28/01/2002,"LA VUELTA AL MUNDO EN OCHENTA DIAS. AULA DE LITERATURA AUXILIAR, BACHILLERATO",http://www.casadellibro.com/libro-la-vuelta-al-mundo-en-ochenta-dias-aula-de-literatura-auxiliar-bachillerato/9788431662950/812262,JULIO VERNE,VICENS-VIVES,
28/01/2013,UNA VEZ,http://www.casadellibro.com/libro-una-vez/9788499185675/2075360,ANNA CAREY,ROCA EDITORIAL DE LIBROS,
28/03/2012,NIGHT SCHOOL,http://www.casadellibro.com/libro-night-school/9788420411750/1964329,C.J. DAUGHTERY,ALFAGUARA,
28/03/2012,BENDECIDA POR LA SOMBRA: VAMPIRE ACADEMY 3,http://www.casadellibro.com/libro-bendecida-por-la-sombra-vampire-academy-3/9788466325837/1978741,RICHELLE MEAD,PUNTO DE LECTURA,
28/05/2013,CAZADORES DE SOMBRAS: LOS ORIGENES 3: PRINCESA MECANICA,http://www.casadellibro.com/libro-cazadores-de-sombras-los-origenes-3-princesa-mecanica/9788408038269/2094753,CASSANDRA CLARE,PLANETA,
28/08/2002,"ASESINATOS, S.L.",http://www.casadellibro.com/libro-asesinatos-sl/9788478446322/850010,JACK LONDON,SIRUELA,
28/10/2008,LIBRO DE LOS MONSTRUOS ESPAÑOLES,http://www.casadellibro.com/libro-libro-de-los-monstruos-espanoles/9788498412406/1228409,ANA CRISTINA HERREROS,SIRUELA,
28/10/2014,EDIPO REY/ ANTIGONA (CLASICOS UNIVERSALES) ESO AUXILIAR,http://www.casadellibro.com/libro-edipo-rey-antigona-clasicos-universales-eso-auxiliar/9788468206875/2401830,SOFOCLES,VICENS-VIVES,
29/01/2014,OPAL (SAGA LUX III),http://www.casadellibro.com/libro-opal-saga-lux-iii/9788415880745/2253472,JENNIFER L. ARMENTROUT,PLATAFORMA,
29/01/2015,TE ESPERARE,http://www.casadellibro.com/libro-te-esperare/9788483657799/2435269,J. LYNN,SUMA,
29/02/2008,"FRANKENSTEIN, ESO. MATERIAL AUXILIAR",http://www.casadellibro.com/libro-frankenstein-eso-material-auxiliar/9788431671747/1186722,MARY WOLLSTONECRAFT SHELLEY y FRANCISCO TORRES OLIVER,VICENS-VIVES,
29/04/2013,EL CASO DEL MARTILLO BLANCO. BERTA MIR DETECTIVE,http://www.casadellibro.com/libro-el-caso-del-martillo-blanco-berta-mir-detective/9788415723028/2109585,JORDI SIERRA I FABRA,SIRUELA,
29/05/2014,LA CELESTINA: AUXILIAR BUP,http://www.casadellibro.com/libro-la-celestina-auxiliar-bup/9788431639211/552922,FERNANDO DE ROJAS,VICENS-VIVES,
29/08/2011,HADES,http://www.casadellibro.com/libro-hades/9788499182902/1880483,ALEXANDRA ADORNETTO,ROCA EDITORIAL DE LIBROS,
29/10/2008,ESTUCHE HISTORIAS SELECCION + COMIC NO VENAL,http://www.casadellibro.com/libro-estuche-historias-seleccion---comic-no-venal/9788498721553/1228509,VV.AA.,ZETA BOLSILLO,
29/10/2013,ANIMA MUNDI 2. HIJOS DE ATLANTIS,http://www.casadellibro.com/libro-anima-mundi-2-hijos-de-atlantis/9788408120520/2192372,ELIA BARCELO,PLANETA,
29/10/2014,AFTER (SERIE AFTER),http://www.casadellibro.com/libro-after-serie-after/9788408133537/2371665,ANNA TODD,PLANETA,
29/10/2014,FANGIRL,http://www.casadellibro.com/libro-fangirl/9788420416601/2375158,RAINBOW ROWELL,ALFAGUARA,
30/01/2006,¿HAY ALGUIEN AHI?,http://www.casadellibro.com/libro-hay-alguien-ahi/9788478449620/1069240,JOSTEIN GAARDER,SIRUELA,
30/01/2007,LUNA NUEVA,http://www.casadellibro.com/libro-luna-nueva/9788420471136/1121515,STEPHENIE MEYER,ALFAGUARA,
30/03/2009,EL CIRCULO HERMETICO,http://www.casadellibro.com/libro-el-circulo-hermetico/9788428534734/1251587,FERNANDO LALANA,SAN PABLO,
30/05/2006,CREPUSCULO,http://www.casadellibro.com/libro-crepusculo/9788420469287/1087605,STEPHENIE MEYER,ALFAGUARA,
30/05/2014,BERTA MIR 5. EL CASO DEL ASESINO INVISIBLE,http://www.casadellibro.com/libro-berta-mir-5-el-caso-del-asesino-invisible/9788416120628/2337564,JORDI SIERRA I FABRA,SIRUELA,
30/06/2014,LAS GUERRAS DEL AGUA,http://www.casadellibro.com/libro-las-guerras-del-agua/9788493975043/2343108,CAMERON STRACHER,NOCTURNA EDICIONES,
30/08/2004,"DON QUIJOTE (CUCAÑA, 29)",http://www.casadellibro.com/libro-don-quijote-cucana-29/9788431676377/983433,MIGUEL DE CERVANTES SAAVEDRA,VICENS-VIVES,
30/08/2010,HALO,http://www.casadellibro.com/libro-halo/9788499181738/1775519,ALEXANDRA ADORNETTO,ROCA EDITORIAL DE LIBROS,
30/09/2013,EL CASTILLO EN EL AIRE (2ª ED),http://www.casadellibro.com/libro-el-castillo-en-el-aire-2-ed/9788415441410/2205536,DIANA WYNNE JONES,BERENICE,
30/09/2013,PREDESTINADA,http://www.casadellibro.com/libro-predestinada/9788490181591/2207376,KRISTIN CAST,LA FACTORIA DE IDEAS,
30/09/2014,ILUSIONES,http://www.casadellibro.com/libro-ilusiones/9788496886360/2363198,APRILYNNE PIKE,PUCK,
30/09/2014,ORIGIN. SAGA LUX IV,http://www.casadellibro.com/libro-origin-saga-lux-iv/9788416096640/2363776,JENNIFER L. ARMENTROUT,PLATAFORMA,
30/10/2013,LA COINCIDENCIA DE CALLIE Y KAYDEN,http://www.casadellibro.com/libro-la-coincidencia-de-callie-y-kayden/9788494112386/2218385,JESSICA SORENSEN,OZ EDITORIAL,
30/10/2014,LA VUELTA AL MUNDO DE UN FORRO POLAR ROJO,http://www.casadellibro.com/libro-la-vuelta-al-mundo-de-un-forro-polar-rojo/9788415937753/2227530,WOLFGANG KORN,SIRUELA,
30/10/2014,FELICES POR SIEMPRE JAMAS,http://www.casadellibro.com/libro-felices-por-siempre-jamas/9788416256082/2401002,STEPHANIE PERKINS,PLATAFORMA,
30/10/2014,ANGELES CAIDOS,http://www.casadellibro.com/libro-angeles-caidos/9788494258244/2397697,SUSAN EE,OCEANO,
30/10/2014,EL MARAVILLOSO MAGO DE OZ,http://www.casadellibro.com/libro-el-maravilloso-mago-de-oz/9788437633435/2399265,LYMAN FRANK BAUM,CATEDRA,
30/10/2014,EL ESPEJO EN EL ESPEJO,http://www.casadellibro.com/libro-el-espejo-en-el-espejo/9788437633442/2399266,MICHAEL ENDE,CATEDRA,
30/10/2014,"CAT).3.CRIDA SALVATGE, LA (AULA LITERARIA)",http://www.casadellibro.com/libro-cat3crida-salvatge-la-aula-literaria/9788431683214/2403863,VV.AA.,VICENS-VIVES,
30/11/2012,EL SECRETO DEL AMOR (PREMIO JAEN DE NOVELA JUVENIL 2012),http://www.casadellibro.com/libro-el-secreto-del-amor-premio-jaen-de-novela-juvenil-2012/9788415580133/2037157,DANIEL BLANCO,MONTENA,
31/03/2014,PEQUEÑAS MENTIROSAS 7: CRUELDAD,http://www.casadellibro.com/libro-pequenas-mentirosas-7-crueldad/9788490183373/2287804,SARA SHEPARD,LA FACTORIA DE IDEAS,
31/05/2010,MUERTE DE TINTA,http://www.casadellibro.com/libro-muerte-de-tinta/9788498414363/1726641,CORNELIA FUNKE,SIRUELA,
31/08/2010,LA CASA DE LOS MIL PASILLOS,http://www.casadellibro.com/libro-la-casa-de-los-mil-pasillos/9788493739690/1779582,DIANA WYNNE JONES,NOCTURNA EDICIONES,
31/10/2012,DONDE LOS ARBOLES CANTAN [EDICION LIMITADA],http://www.casadellibro.com/libro-donde-los-arboles-cantan-edicion-limitada/9788467552249/2036517,LAURA GALLEGO GARCIA,EDICIONES SM,
31/10/2013,HIDDEN: ALMA DE LUZ,http://www.casadellibro.com/libro-hidden-alma-de-luz/9788421679647/2210939,SOPHIE JORDAN,BRUÑO,
31/10/2014,OVELLA DESCARREIRADA,http://www.casadellibro.com/libro-ovella-descarreirada/9788499147635/2403857,MARILAR ALEIXANDRE,XERAIS,
,ADICCION,http://www.casadellibro.com/libro-adiccion/9788484415084/1242263,CLAUDIA GRAY,MONTENA,
,CAPERUCITA EN MANHATTAN,http://www.casadellibro.com/libro-caperucita-en-manhattan/9788478442010/469932,CARMEN MARTIN GAITE,SIRUELA,
,COMEDIA DE LA OLLA ANFITRION,http://www.casadellibro.com/libro-comedia-de-la-olla---anfitrion/9788431633127/497220,TITO MACCIO PLAUTO,VICENS-VIVES,
,CORAZON DE TINTA (6ª ED.),http://www.casadellibro.com/libro-corazon-de-tinta-6-ed/9788478442355/1087202,CORNELIA FUNKE,SIRUELA,
,EL JARDIN SECRETO,http://www.casadellibro.com/libro-el-jardin-secreto/9788478442263/338408,FRANCES HODGSON BURNETT,SIRUELA,
,EL PALACIO DE LA MEDIANOCHE,http://www.casadellibro.com/libro-el-palacio-de-la-medianoche/9788408072799/1133920,CARLOS RUIZ ZAFON,PLANETA,
,EL SECRETO DEL ANDEN 13,http://www.casadellibro.com/libro-el-secreto-del-anden-13/9788478887644/827812,EVA IBBOTSON,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,HARRY POTTER Y LA CAMARA SECRETA,http://www.casadellibro.com/libro-harry-potter-y-la-camara-secreta/9788478884957/670541,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,HARRY POTTER Y LAS RELIQUIAS DE LA MUERTE,http://www.casadellibro.com/libro-harry-potter-y-las-reliquias-de-la-muerte/9788498381405/1174305,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,LA DAMA DEL ALBA,http://www.casadellibro.com/libro-la-dama-del-alba/9788431637217/518386,ALEJANDRO CASONA,VICENS-VIVES,
,LA EMPERATRIZ DE LOS ETEREOS,http://www.casadellibro.com/libro-la-emperatriz-de-los-etereos/9788466322652/1239783,LAURA GALLEGO GARCIA,PUNTO DE LECTURA,
,LA OSCURIDAD,http://www.casadellibro.com/libro-la-oscuridad/9788478888726/956691,MARIANNE CURLEY,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,LAS BICICLETAS SON PARA EL VERANO,http://www.casadellibro.com/libro-las-bicicletas-son-para-el-verano/9788431637392/539276,FERNANDO FERNAN-GOMEZ,VICENS-VIVES,
,LAS LUCES DE SEPTIEMBRE,http://www.casadellibro.com/libro-las-luces-de-septiembre/9788408080794/1195367,CARLOS RUIZ ZAFON,PLANETA,
,LOS CUENTOS DE BEEDLE EL BARDO,http://www.casadellibro.com/libro-los-cuentos-de-beedle-el-bardo/9788498381955/1226481,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,LOS ELEGIDOS,http://www.casadellibro.com/libro-los-elegidos/9788478885770/886842,MARIANNE CURLEY,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,LOS PIRATAS DE POMPEYA (MISTERIOS ROMANOS III),http://www.casadellibro.com/libro-los-piratas-de-pompeya-misterios-romanos-iii/9788478887989/891769,CAROLINE LAWRENCE,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,MARCADA: UNA NOVELA DE LA CASA DE LA NOCHE,http://www.casadellibro.com/libro-marcada-una-novela-de-la-casa-de-la-noche/9788498004175/1219153,P.C. CAST,LA FACTORIA DE IDEAS,
,MEDIANOCHE,http://www.casadellibro.com/libro-medianoche/9788484414452/1187550,CLAUDIA GRAY,MONTENA,
,"MI GATO ANGUS, EL PRIMER MORREO Y EL PLASTA DE MI PADRE",http://www.casadellibro.com/libro-mi-gato-angus-el-primer-morreo-y-el-plasta-de-mi-padre/9788478886814/778151,LOUISE RENNISON,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
,RELATOS FANTASTICOS: AUXILIAR BUP,http://www.casadellibro.com/libro-relatos-fantasticos-auxiliar-bup/9788431625016/444867,CARMEN MUÑOZ,VICENS-VIVES,
,LOS 100: DIA 21,http://www.casadellibro.com/libro-los-100-dia-21/9788420417752/2484200,KASS MORGAN,ALFAGUARA,
,,,,SEMBRA LLIBRES,!!! Catalan YA Publisher
,,,,BARCANOVA,!!! Catalan YA Publisher
,,,,VICENS-VIVES,!!! Catalan YA Publisher
