pub_date,link_to_book/_text,link_to_book,author,publisher,
01/01/2001,HARRY POTTER Y LA ORDEN DEL FENIX,http://www.casadellibro.com/libro-harry-potter-y-la-orden-del-fenix/9788478887422/942080,J.K. ROWLING y JOANNE K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
01/01/2003,EL GATO NEGRO Y OTROS CUENTOS DE HORROR,http://www.casadellibro.com/libro-el-gato-negro-y-otros-cuentos-de-horror/9788431665821/886289,EDGAR ALLAN POE,VICENS-VIVES,
01/01/2013,EL SABUESO DE LOS BASKERVILLE: AUXILIAR DE BUP,http://www.casadellibro.com/libro-el-sabueso-de-los-baskerville-auxiliar-de-bup/9788431632915/444919,ARTHUR CONAN DOYLE,VICENS-VIVES,
01/03/2005,ABDEL,http://www.casadellibro.com/libro-abdel/9788434842717/448491,ENRIQUE PAEZ,EDICIONES SM,
01/04/2011,LOS MISERABLES,http://www.casadellibro.com/libro-los-miserables/9788497403863/1843244,VICTOR HUGO,CASTALIA,
01/04/2013,NIGHT SCHOOL. TRAS LOS MUROS DE CIMMERIA,http://www.casadellibro.com/libro-night-school-tras-los-muros-de-cimmeria/9788466327008/2093761,C.J. DAUGHERTY,PUNTO DE LECTURA,
01/04/2013,DEL MATERIAL DEL QUE ESTAN HECHOS LOS SUEÑOS,http://www.casadellibro.com/libro-del-material-del-que-estan-hechos-los-suenos/9788466327015/2093766,ELIZABETH EULBERG,PUNTO DE LECTURA,
01/04/2013,SANGRE DE TINTA,http://www.casadellibro.com/libro-sangre-de-tinta/9788415803096/2101296,CORNELIA FUNKE,SIRUELA,
01/06/2010,HARRY POTTER Y LA CAMARA SECRETA,http://www.casadellibro.com/libro-harry-potter-y-la-camara-secreta/9788498382679/1702768,J.K. ROWLING y JOANNE K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
01/06/2011,LA DAMA DEL ALBA,http://www.casadellibro.com/libro-la-dama-del-alba/9788497404020/1860748,ALEJANDRO CASONA,CASTALIA,
01/06/2011,"¡ADIOS, CORDERA! Y OTROS RELATOS",http://www.casadellibro.com/libro-adios-cordera-y-otros-relatos/9788497404044/1860771,LEOPOLDO (CLARIN) ALAS,CASTALIA,
01/06/2011,DON QUIJOTE DE LA MANCHA (SELECCION DE TEXTOS),http://www.casadellibro.com/libro-don-quijote-de-la-mancha-seleccion-de-textos/9788497404204/1860784,MIGUEL DE CERVANTES SAAVEDRA,CASTALIA,
01/06/2011,LA VIDA DE LAZARILLO DE TORMES,http://www.casadellibro.com/libro-la-vida-de-lazarillo-de-tormes/9788497404211/1860785,VV.AA.,CASTALIA,
01/06/2011,LA CELESTINA,http://www.casadellibro.com/libro-la-celestina/9788497404235/1860788,FERNANDO DE ROJAS,CASTALIA,
01/06/2012,LA CHICA DE FUEGO Y ESPINO,http://www.casadellibro.com/libro-la-chica-de-fuego-y-espino/9788448003173/625873,RAE CARSON,TIMUN MAS,
01/06/2012,ABRAZAME FUERTE,http://www.casadellibro.com/libro-abrazame-fuerte/9788408005742/1983720,LOF YU,PLANETA,
01/07/2008,LEYENDAS Y RIMAS,http://www.casadellibro.com/libro-leyendas-y-rimas/9788431689735/1210142,GUSTAVO ADOLFO BECQUER,VICENS-VIVES,
01/07/2014,NOCHE OSCURA EN PARIS,http://www.casadellibro.com/libro-noche-oscura-en-paris/9788490430118/2295824,PAGE MORGAN,MONTENA,
01/10/2010,ATRAPADA,http://www.casadellibro.com/libro-atrapada/9788498006148/1778584,P.C. CAST y KRISTIN CAST,LA FACTORIA DE IDEAS,
01/10/2010,MEMORIAS DE IDHUN: PANTEON: CONVULSION (V),http://www.casadellibro.com/libro-memorias-de-idhun-panteon-convulsion-v/9788467535976/1779329,LAURA GALLEGO GARCIA,EDICIONES SM,
01/10/2014,TRAICION: MIRAME Y DISPARA 2,http://www.casadellibro.com/libro-traicion-mirame-y-dispara-2/9788494290473/2405655,ALESSANDRA NEYMAR,NOVA CASA EDITORIAL,
01/10/2014,AMANECER ROJO,http://www.casadellibro.com/libro-amanecer-rojo/9788427208384/2379829,PIERCE BROWN,MOLINO,
01/10/2014,SI DIERA MI VIDA,http://www.casadellibro.com/libro-si-diera-mi-vida/9788415854234/2382954,AMY PLUM,LIBROS DE SEDA,
01/12/2014,SARA IZENEKO GIZONA (EDIZIO BERRITUA),http://www.casadellibro.com/libro-sara-izeneko-gizona-edizio-berritua/9788476818626/2442820,BERNARDO ATXAGA,PAMIELA,
02/03/2010,CARTA AL REY,http://www.casadellibro.com/libro-carta-al-rey/9788466324373/1655640,TONKE DRAGT,PUNTO DE LECTURA,
02/03/2010,CUENTOS DE BERETH II: LA MALDICION DE LAS MUSAS,http://www.casadellibro.com/libro-cuentos-de-bereth-ii-la-maldicion-de-las-musas/9788492929047/1684485,JAVIER RUESCAS,VERSATIL,
02/04/2012,EVE,http://www.casadellibro.com/libro-eve/9788499184340/1977050,ANNA CAREY,ROCA EDITORIAL DE LIBROS,
02/04/2014,EL FIN DE LOS SUEÑOS,http://www.casadellibro.com/libro-el-fin-de-los-suenos/9788415880851/2257844,JOSE ANTONIO COTRINA,PLATAFORMA,
02/04/2014,HYDE,http://www.casadellibro.com/libro-hyde/9788420417042/2273075,DAVID LOZANO GARBALA,ALFAGUARA,
02/07/2010,LATIDOS,http://www.casadellibro.com/libro-latidos/9788499083858/1701852,ANNA GODBERSEN,DEBOLSILLO,
02/07/2013,CAZADORES DE SOMBRAS 1: CIUDAD DE HUESO BOLS,http://www.casadellibro.com/libro-cazadores-de-sombras-1-ciudad-de-hueso-bols/9788408118190/2114463,CASSANDRA CLARE,PLANETA,
02/08/2004,FUENTE OVEJUNA,http://www.casadellibro.com/libro-fuente-ovejuna/9788431671761/981734,FELIX LOPE DE VEGA,VICENS-VIVES,
02/09/2013,LA GUERRERA DE TILDOR,http://www.casadellibro.com/libro-la-guerrera-de-tildor/9788494112355/2197430,ALEX LIDELL,OZ EDITORIAL,
02/10/2009,MEMORIAS DE IDHUN: LA RESISTENCIA 1,http://www.casadellibro.com/libro-memorias-de-idhun-la-resistencia-1/9788467535938/1565135,LAURA GALLEGO,EDICIONES SM,
02/10/2014,LA TRILOGIA DE LA NIEBLA,http://www.casadellibro.com/libro-la-trilogia-de-la-niebla/9788408133148/2363225,CARLOS RUIZ ZAFON,PLANETA,
02/10/2014,LOS SEÑORES DE LOS 7 TRONOS I: LA PUERTA,http://www.casadellibro.com/libro-los-senores-de-los-7-tronos-i-la-puerta/9788499187761/2365016,CARLOS GONZALEZ SOSA,ROCA EDITORIAL DE LIBROS,
02/10/2014,REINICIADOS 1. SIN MEMORIA,http://www.casadellibro.com/libro-reiniciados-1-sin-memoria/9788469601518/2369863,TERI TERRY,BRUÑO,
02/11/2010,GEOGRAFIA MAGICA (PREMIO AL LIBRO INFANTIL Y JUVENIL MEJOR EDITAD O 2010),http://www.casadellibro.com/libro-geografia-magica-premio-al-libro-infantil-y-juvenil-mejor-editad-o-2010/9788498414417/1808062,ANA CRISTINA HERREROS,SIRUELA,
02/12/2014,EL MUNDO SECRETO DE BASILIUS HOFFMAN,http://www.casadellibro.com/libro-el-mundo-secreto-de-basilius-hoffman/9788415920526/2426724,FERNANDO MANUEL CIMADEVILA BOTANA,PULP,
03/03/2014,QUIMICA PERFECTA,http://www.casadellibro.com/libro-quimica-perfecta/9788492929993/2262667,SIMONE ELKELES,VERSATIL,
03/04/2002,LEYENDAS,http://www.casadellibro.com/libro-leyendas/9788497400145/823451,GUSTAVO ADOLFO BECQUER,CASTALIA,
03/04/2006,LAZARILLO DE TORMES,http://www.casadellibro.com/libro-lazarillo-de-tormes/9788437622835/1078051,VV.AA.,CATEDRA,
03/04/2014,EL JUEGO INFINITO,http://www.casadellibro.com/libro-el-juego-infinito/9788490430941/2268819,JAMES DASHNER,MONTENA,
03/04/2014,MYSTIC CITY 2: EL ULTIMO CORAZON,http://www.casadellibro.com/libro-mystic-city-2-el-ultimo-corazon/9788490430453/2268820,THEO LAWRENCE,MONTENA,
03/04/2014,INTERWORLD,http://www.casadellibro.com/libro-interworld/9788499188102/2268838,NEIL GAIMAN y MICHAEL REAVES,ROCA EDITORIAL DE LIBROS,
03/04/2014,EL SUEÑO DE PLATA,http://www.casadellibro.com/libro-el-sueno-de-plata/9788499187471/2268839,NEIL GAIMAN y MICHAEL REAVES,ROCA EDITORIAL DE LIBROS,
03/04/2014,MYSTIC CITY: LA CIUDAD DEL AGUA,http://www.casadellibro.com/libro-mystic-city-la-ciudad-del-agua/9788415580430/2052081,THEO LAWRENCE,MONTENA,
03/05/2010,POESIA ESPAÑOLA,http://www.casadellibro.com/libro-poesia-espanola/9788431697587/1700737,VV.AA.,VICENS-VIVES,
03/05/2012,ALMAS GEMELAS,http://www.casadellibro.com/libro-almas-gemelas/9788408005025/1972572,ELIZABETH CHANDLER,PLANETA,
03/06/2009,MISION 04: CAIDA LIBRE,http://www.casadellibro.com/libro-mision-04-caida-libre/9788498382259/1263084,ROBERT MUCHAMORE,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
03/06/2009,SECRETOS DEL BOSQUE SALVAJE,http://www.casadellibro.com/libro-secretos-del-bosque-salvaje/9788498413304/1263255,TONKE DRAGT,SIRUELA,
03/06/2010,QUIDDITCH A TRAVES DE LOS TIEMPOS,http://www.casadellibro.com/libro-quidditch-a-traves-de-los-tiempos/9788498382693/1702555,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
03/06/2014,MAS QUE MI VIDA,http://www.casadellibro.com/libro-mas-que-mi-vida/9788415854227/2312756,AMY PLUM,LIBROS DE SEDA,
03/09/2012,GRACELING,http://www.casadellibro.com/libro-graceling/9788499184579/2026184,KRISTIN CASHORE,ROCA EDITORIAL DE LIBROS,
03/09/2012,FUEGO,http://www.casadellibro.com/libro-fuego/9788499184586/2026186,KRISTIN CASHORE,ROCA EDITORIAL DE LIBROS,
03/10/2008,LA EMPERATRIZ DE LOS ETEREOS,http://www.casadellibro.com/libro-la-emperatriz-de-los-etereos/9788420474472/1216884,LAURA GALLEGO GARCIA,ALFAGUARA,
03/10/2011,SIEMPRE,http://www.casadellibro.com/libro-siempre/9788467551259/1887623,MAGGIE STIEFVATER,EDICIONES SM,
03/10/2011,FABLEHAVEN VOL IV LOS SECRETOS DE LA RESERVA DE DRAGONES,http://www.casadellibro.com/libro-fablehaven-vol-iv-los-secretos-de-la-reserva-de-dragones/9788499183565/1887953,BRANDON MULL,ROCA EDITORIAL DE LIBROS,
03/10/2012,CIERRA LOS OJOS Y MIRAME,http://www.casadellibro.com/libro-cierra-los-ojos-y-mirame/9788408009818/2021803,MANUEL ENRIQUEZ y ANA GALAN,PLANETA,
03/10/2012,LAS VENTAJAS DE SER UN MARGINADO,http://www.casadellibro.com/libro-las-ventajas-de-ser-un-marginado/9788420403540/2026012,STEPHEN CHBOSKY,ALFAGUARA,
03/10/2013,LA PERDICION,http://www.casadellibro.com/libro-la-perdicion/9788427203976/2199180,ANNA COLLOMORE,MOLINO,
03/10/2013,"SIMPLEMENTE ESCAPARME, CONTIGO",http://www.casadellibro.com/libro-simplemente-escaparme-contigo/9788490324622/2194406,FRANCESCO GUNGUI,DEBOLSILLO,
03/10/2013,BALTHAZAR,http://www.casadellibro.com/libro-balthazar/9788490324684/2194445,CLAUDIA GRAY,DEBOLSILLO,
03/10/2014,LAS CRONICAS DEL ANGEL: LA NOCHE ROJA,http://www.casadellibro.com/libro-las-cronicas-del-angel-la-noche-roja/9788415976769/2390036,MARISOL SALES GIMENEZ,BOHODON EDICIONES,
03/10/2014,AHORA Y SIEMPRE,http://www.casadellibro.com/libro-ahora-y-siempre/9788461715626/2390044,JAVIER DIAZ-UFANO TAPIA,AUTOR-EDITOR,
03/10/2014,LA REINA DE CRISTAL II,http://www.casadellibro.com/libro-la-reina-de-cristal-ii/9788468312750/2383674,JAVIER PELEGRIN y ANA ALONSO,EDEBE,
03/10/2014,LA REINA DE CRISTAL III,http://www.casadellibro.com/libro-la-reina-de-cristal-iii/9788468312767/2383675,JAVIER PELEGRIN y ANA ALONSO,EDEBE,
03/10/2014,SUITE SCARLETT,http://www.casadellibro.com/libro-suite-scarlett/9788415893509/2391097,MAUREEN JOHNSON,MAEVA,
03/11/2014,THE MAZE RUNNER SERIES,http://www.casadellibro.com/libro-the-maze-runner-series/9781909489752/2405306,JAMES DASHNER,CHICKEN HOUSE,
03/11/2014,THE MAZE RUNNER SERIES (CLASSIC BOX SET),http://www.casadellibro.com/libro-the-maze-runner-series-classic-box-set/9781909489714/2405308,JAMES DASHNER,CHICKEN HOUSE,
03/11/2014,DIVERGENT SERIES BOX SET (BOOKS 1-4 PLUS WORLD OF DIVERGENT),http://www.casadellibro.com/libro-divergent-series-box-set-books-1-4-plus-world-of-divergent/9780007588503/2405309,VERONICA ROTH,HARPERCOLLINS PUB.,
03/11/2014,THE JOHN GREEN PAPERBACK COLLECTION: LOOKING FOR ALASKA / AN ABUNDANCE OF KATHERINES / PAPER TOWNS / THE FAULT IN OUR STARS,http://www.casadellibro.com/libro-the-john-green-paperback-collection-looking-for-alaska--an-abundance-of-katherines--paper-towns--the-fault-in-our-stars/9780147515001/2405311,JOHN GREEN,PENGUIN,
03/11/2014,THE INFERNAL DEVICES: CLOCKWORK ANGEL; CLOCKWORK PRINCE; CLOCKWORK PRINCESS,http://www.casadellibro.com/libro-the-infernal-devices-clockwork-angel-clockwork-prince-clockwork-princess/9781481416825/2405313,CASSANDRA CLARE,ALADDIN CLASSICS,
03/11/2014,ENTREMESES,http://www.casadellibro.com/libro-entremeses/9788497406802/2405433,MIGUEL DE CERVANTES SAAVEDRA,CASTALIA,
03/11/2014,PAPER TOWNS,http://www.casadellibro.com/libro-paper-towns/9780142414934/2405187,JOHN GREEN,PENGUIN,
04/01/2010,MEDIANOCHE,http://www.casadellibro.com/libro-medianoche/9788499081861/1611225,CLAUDIA GRAY,DEBOLSILLO,
04/02/2011,211 COSAS QUE UNA CHICA LISTA DEBE SABER,http://www.casadellibro.com/libro-211-cosas-que-una-chica-lista-debe-saber/9788499080598/1413693,BUNTY CUTLER,DEBOLSILLO,
04/04/2013,ENLAZADOS,http://www.casadellibro.com/libro-enlazados/9788408112525/2090880,CARLOS GARCIA MIRANDA,PLANETA,
04/04/2013,LA TRAMPA DE LOS 18,http://www.casadellibro.com/libro-la-trampa-de-los-18/9788490430668/2084901,ERIN BOWMAN,MONTENA,
04/04/2013,EL LIBRO DE LOS PORTALES,http://www.casadellibro.com/libro-el-libro-de-los-portales/9788445001301/2091700,LAURA GALLEGO,MINOTAURO,
04/05/2011,HARRY POTTER Y LA ORDEN DEL FENIX,http://www.casadellibro.com/libro-harry-potter-y-la-orden-del-fenix/9788498383621/1852728,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
04/05/2011,HARRY POTTER Y EL MISTERIO DEL PRINCIPE,http://www.casadellibro.com/libro-harry-potter-y-el-misterio-del-principe/9788498383638/1852730,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
04/06/2010,LOS DIARIOS DE CARRIE,http://www.casadellibro.com/libro-los-diarios-de-carrie/9788484415824/1696664,CANDACE BUSHNELL,MONTENA,
04/06/2012,CONFESIONES DE UNA TRIPLE SHOT BETTY,http://www.casadellibro.com/libro-confesiones-de-una-triple-shot-betty/9788492929658/2000487,JODY GEHRMAN,VERSATIL,
04/06/2012,PREDESTINADOS,http://www.casadellibro.com/libro-predestinados/9788499184708/2003491,JOSEPHINE ANGELINI,ROCA EDITORIAL DE LIBROS,
04/06/2012,MALDITOS,http://www.casadellibro.com/libro-malditos/9788499184371/2003497,JOSEPHINE ANGELINI,ROCA EDITORIAL DE LIBROS,
04/06/2013,LAS CARRERAS DE ESCORPIO,http://www.casadellibro.com/libro-las-carreras-de-escorpio/9788408113331/2109005,MAGGIE STIEFVATER,PLANETA,
04/06/2014,SUEÑOS DE DIOSES Y MONSTRUOS (HIJA DE HUMO Y HUESO III),http://www.casadellibro.com/libro-suenos-de-dioses-y-monstruos-hija-de-humo-y-hueso-iii/9788420416632/2307633,LAINI TAYLOR,ALFAGUARA,
04/07/2013,DIOSA,http://www.casadellibro.com/libro-diosa/9788499186351/2104376,JOSEPHINE ANGELINI,ROCA EDITORIAL DE LIBROS,
04/07/2013,EL LADO IRRESISTIBLE DE JUDE,http://www.casadellibro.com/libro-el-lado-irresistible-de-jude/9788490430385/2104525,NICOLE WILLIAMS,MONTENA,
04/09/2012,VERANO 2: NO HAY VERANO SIN TI,http://www.casadellibro.com/libro-verano-2-no-hay-verano-sin-ti/9788408007463/2016817,JENNY HAN,PLANETA,
04/11/2010,INCARCERON,http://www.casadellibro.com/libro-incarceron/9788427200470/1801895,CATHERINE FISHER,MOLINO,
04/11/2010,CUANDO ME ALCANCES,http://www.casadellibro.com/libro-cuando-me-alcances/9788427200340/1803901,REBECCA STEAD,MOLINO,
04/11/2011,LUNA OCULTA,http://www.casadellibro.com/libro-luna-oculta/9788498006780/1898005,RACHEL HAWTHORNE,LA FACTORIA DE IDEAS,
04/12/2014,EL APRENDIZ DEL ESPECTRO (CRONICAS DE LA PIEDRA DE WARD),http://www.casadellibro.com/libro-el-aprendiz-del-espectro-cronicas-de-la-piedra-de-ward/9788499186917/2194697,JOSEPH DELANEY,ROCA EDITORIAL DE LIBROS,
04/12/2014,LA MALDICION DEL ESPECTRO (CRONICAS DE LA PIEDRA DE WARD),http://www.casadellibro.com/libro-la-maldicion-del-espectro-cronicas-de-la-piedra-de-ward/9788499186979/2194699,JOSEPH DELANEY,ROCA EDITORIAL DE LIBROS,
04/12/2014,EL SECRETO DEL ESPECTRO (CRONICAS DE LA PIEDRA DE WARD),http://www.casadellibro.com/libro-el-secreto-del-espectro-cronicas-de-la-piedra-de-ward/9788499186986/2194702,JOSEPH DELANEY,ROCA EDITORIAL DE LIBROS,
05/02/2004,"NOVELAS EJEMPLARES (ESO, MATERIAL AUXILIAR)",http://www.casadellibro.com/libro-novelas-ejemplares-eso-material-auxiliar/9788431672522/945694,MIGUEL DE CERVANTES SAAVEDRA,VICENS-VIVES,
05/02/2008,SANDOKAN,http://www.casadellibro.com/libro-sandokan/9788496778955/1181396,EMILIO SALGARI,ZETA BOLSILLO,
05/02/2014,MI VIDA POR LA TUYA,http://www.casadellibro.com/libro-mi-vida-por-la-tuya/9788415854210/2254828,AMY PLUM,LIBROS DE SEDA,
05/02/2015,DE AQUI A LA LUNA Y VUELTA,http://www.casadellibro.com/libro-de-aqui-a-la-luna-y-vuelta/9788490431320/2247250,RIVER MOON,MONTENA,
05/02/2015,"POR UNA SONRISA, UN BESO",http://www.casadellibro.com/libro-por-una-sonrisa-un-beso/9788490431337/2367790,MOON RIVER,MONTENA,
05/03/2003,ANTOLOGIA DE LA LIRICA AMOROSA,http://www.casadellibro.com/libro-antologia-de-la-lirica-amorosa/9788431664862/886271,VV.AA.,VICENS-VIVES,
05/03/2012,REACCION EN CADENA,http://www.casadellibro.com/libro-reaccion-en-cadena/9788492929573/1969421,SIMONE ELKELES,VERSATIL,
05/03/2013,HERMOSO FINAL,http://www.casadellibro.com/libro-hermoso-final/9788467008845/2079036,MARGARET STOHL y KAMI GARCIA,"ESPASA LIBROS, S.L.U.",
05/04/2011,"FURIA (CRONICAS VAMPIRICAS, III)",http://www.casadellibro.com/libro-furia-cronicas-vampiricas-iii/9788408101208/1838037,L.J. SMITH,PLANETA,
05/04/2011,"INVOCACION (CRONICAS VAMPIRICAS, IV)",http://www.casadellibro.com/libro-invocacion-cronicas-vampiricas-iv/9788408101215/1838044,L.J. SMITH,PLANETA,
05/05/2014,UN PALACIO DE CRISTAL,http://www.casadellibro.com/libro-un-palacio-de-cristal/9788416120406/2292874,CORNELIA FUNKE,SIRUELA,
05/06/2012,LA ISLA DEL TIEMPO PLUS 1 LA CAZA,http://www.casadellibro.com/libro-la-isla-del-tiempo-plus-1-la-caza/9788408006718/1983766,ANDREW FUKUDA,PLANETA,
05/06/2013,LA EMPERATRIZ DE LOS ETEREOS (NUEVA EDICION),http://www.casadellibro.com/libro-la-emperatriz-de-los-etereos-nueva-edicion/9788420414744/2116123,LAURA GALLEGO,ALFAGUARA,
05/06/2014,MIEDO,http://www.casadellibro.com/libro-miedo/9788427204799/2306780,MICHAEL GRANT,MOLINO,
05/07/2012,ENVIDIA,http://www.casadellibro.com/libro-envidia/9788499895840/1983417,ANNA GODBERSEN,DEBOLSILLO,
05/09/2001,LA TIENDA DE PALABRAS,http://www.casadellibro.com/libro-la-tienda-de-palabras/9788478445622/788427,JESUS MARCHAMALO,SIRUELA,
05/09/2012,EL BEBEDOR DE LAGRIMAS,http://www.casadellibro.com/libro-el-bebedor-de-lagrimas/9788466326223/2018860,RAY LORIGA,PUNTO DE LECTURA,
05/09/2012,RUMORES: PEQUEÑAS MENTIROSAS 4,http://www.casadellibro.com/libro-rumores-pequenas-mentirosas-4/9788498007916/2027874,SARA SHEPARD,LA FACTORIA DE IDEAS,
05/09/2012,RENACIDA,http://www.casadellibro.com/libro-renacida/9788498007923/2027880,P.C. CAST y KRISTIN CAST,LA FACTORIA DE IDEAS,
05/11/2012,OBSIDIAN (SAGA LUX I),http://www.casadellibro.com/libro-obsidian-saga-lux-i/9788415577522/2047113,JENNIFER L. ARMENTROUT,PLATAFORMA,
05/11/2013,CONFIDENCIAS,http://www.casadellibro.com/libro-confidencias/9788490181614/2231220,SARA SHEPARD,,
05/11/2014,JUNGLA DE SALTAMONTES,http://www.casadellibro.com/libro-jungla-de-saltamontes/9788415709398/2400953,ANDREW SMITH,HIDRA,
05/11/2014,NACIDA BAJO EL SIGNO DEL TORO,http://www.casadellibro.com/libro-nacida-bajo-el-signo-del-toro/9788420417769/2384418,FLORENCIA BONELLI,ALFAGUARA,
05/11/2014,TOCANDO EL CIELO,http://www.casadellibro.com/libro-tocando-el-cielo/9788415594307/2388916,MICHAELA DEPRINCE y ELAINE DEPRINCE,NUBE DE TINTA,
06/02/2014,HERMOSA OSCURIDAD,http://www.casadellibro.com/libro-hermosa-oscuridad/9788467040739/2243594,MARGARET STOHL y KAMI GARCIA,"ESPASA LIBROS, S.L.U.",
06/02/2014,LA CHICA DRAGON 3: EL RELOJ DE ARENA,http://www.casadellibro.com/libro-la-chica-dragon-3-el-reloj-de-arena/9788427206878/2252537,LICIA TROISI,MOLINO,
06/03/2010,HARRY POTTER Y EL MISTERIO DEL PRINCIPE,http://www.casadellibro.com/libro-harry-potter-y-el-misterio-del-principe/9788478889907/1065971,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
06/03/2012,EL VIOLIN NEGRO,http://www.casadellibro.com/libro-el-violin-negro/9788484835233/1967546,SANDRA ANDRES BELENGUER,LABERINTO,
06/03/2012,LAZOS DE SANGRE 3: LATIDO,http://www.casadellibro.com/libro-lazos-de-sangre-3-latido/9788408111481/1957367,AMANDA HOCKING,PLANETA,
06/03/2013,"DIAS DE SANGRE Y RESPLANDOR (HIJA DE HUMO Y HUESO, II)",http://www.casadellibro.com/libro-dias-de-sangre-y-resplandor-hija-de-humo-y-hueso-ii/9788420413969/2082436,LAINI TAYLOR,ALFAGUARA,
06/03/2014,LOS ADIVINOS,http://www.casadellibro.com/libro-los-adivinos/9788427206854/2259732,LIBBA BRAY,MOLINO,
06/03/2014,"LA CAIDA DE CINCO: LEGADOS DE LORIEN, 4",http://www.casadellibro.com/libro-la-caida-de-cinco-legados-de-lorien-4/9788427207004/2259749,PITACUS LORE,MOLINO,
06/05/2013,SUAD,http://www.casadellibro.com/libro-suad/9788428541992/2110788,LORENZO SILVA y NOEMI TRUJILLO,SAN PABLO,
06/05/2014,EL ALMA DE LAS COSAS,http://www.casadellibro.com/libro-el-alma-de-las-cosas/9788416120611/2293404,IRENE GRACIA,SIRUELA,
06/06/2011,ELDEST (ED. 2011),http://www.casadellibro.com/libro-eldest-ed-2011/9788499182971/1862840,CHRISTOPHER PAOLINI,ROCA EDITORIAL DE LIBROS,
06/06/2011,ERAGON (ED. 2011),http://www.casadellibro.com/libro-eragon-ed-2011/9788499182964/1862842,CHRISTOPHER PAOLINI,ROCA EDITORIAL DE LIBROS,
06/06/2011,BRISINGR (ED. 2011),http://www.casadellibro.com/libro-brisingr-ed-2011/9788499182988/1862843,CHRISTOPHER PAOLINI,ROCA EDITORIAL DE LIBROS,
06/06/2013,SI ESTUVIERAS AQUI,http://www.casadellibro.com/libro-si-estuvieras-aqui/9788490322451/2105563,FRANCESCO GUNGUI,DEBOLSILLO,
06/09/2011,LOS INCORPOREOS 1: EL MUNDO DE LAS SOMBRAS,http://www.casadellibro.com/libro-los-incorporeos-1-el-mundo-de-las-sombras/9788498415964/1881987,ANA RIPOLL,SIRUELA,
06/09/2012,DESTINO,http://www.casadellibro.com/libro-destino/9788484419372/2002460,ALYSON NOËL,MONTENA,
06/10/2010,EL PALACIO DE LA MEDIANOCHE,http://www.casadellibro.com/libro-el-palacio-de-la-medianoche/9788408096030/1799930,CARLOS RUIZ ZAFON,PLANETA,
06/10/2011,RIVALES,http://www.casadellibro.com/libro-rivales/9788499089089/1847155,ANNA GODBERSEN,DEBOLSILLO,
06/10/2014,ENDGAME 1. LA LLAMADA,http://www.casadellibro.com/libro-endgame-1-la-llamada/9788408132073/2363134,NILS JOHNSON SHELTON y JAMES FREY,PLANETA,
06/11/2014,LA PRUEBA DE HIERRO (MAGISTERIUM 1),http://www.casadellibro.com/libro-la-prueba-de-hierro-magisterium-1/9788408133032/2375098,HOLLY BLACK y CASSANDRA CLARE,PLANETA,
07/02/2011,DIARIO DE SOFIA: DESDE EL CUARTO DE BAÑO DE CHICAS,http://www.casadellibro.com/libro-diario-de-sofia-desde-el-cuarto-de-bano-de-chicas/9788420407302/1824546,ROSE COOPER,ALFAGUARA,
07/02/2014,ATRAPADA,http://www.casadellibro.com/libro-atrapada/9788490183168/2234607,P. C. CAST y KRISTIN CAST,LA FACTORIA DE IDEAS,
07/03/2013,MENTIRAS,http://www.casadellibro.com/libro-mentiras/9788427204096/2080997,MICHAEL GRANT,MOLINO,
07/03/2014,SECRETOS (PEQUEÑAS MENTIROSAS),http://www.casadellibro.com/libro-secretos-pequenas-mentirosas/9788490183199/2243064,SARA SHEPARD,LA FACTORIA DE IDEAS,
07/05/2004,ARTEMIS FOWL,http://www.casadellibro.com/libro-artemis-fowl/9788484411154/786506,EOIN COLFER,MONTENA,
07/05/2004,ARTEMIS FOWL. EL CUBO B,http://www.casadellibro.com/libro-artemis-fowl-el-cubo-b/9788484412229/958837,EOIN COLFER,MONTENA,
07/05/2012,UN HAIKU PARA ALICIA,http://www.casadellibro.com/libro-un-haiku-para-alicia/9788415577058/1989285,FRANCESC MIRALLES,PLATAFORMA,
07/06/2011,HARRY POTTER Y LAS RELIQUIAS DE LA MUERTE,http://www.casadellibro.com/libro-harry-potter-y-las-reliquias-de-la-muerte/9788498383645/1852733,J.K. ROWLING,"SALAMANDRA (PUBLICACIONES Y EDICIONES SALAMANDRA, S.A.)",
07/09/2010,RECKLESS: CARNE DE PIEDRA,http://www.casadellibro.com/libro-reckless-carne-de-piedra/9788498414530/1774843,CORNELIA FUNKE,SIRUELA,
07/09/2010,EL CEMENTERIO SIN LAPIDAS Y OTRAS HISTORIAS NEGRAS,http://www.casadellibro.com/libro-el-cementerio-sin-lapidas-y-otras-historias-negras/9788499181820/1780857,NEIL GAIMAN,ROCA EDITORIAL DE LIBROS,
