link_to_book/_text,cover_image/_alt,link_to_book,link_to_book/_title,cover_image
Lá mágica historia del Ratoncito Pérez (Tren azul: Mis cuentos favoritos),Detalles del producto,http://www.amazon.es/m%C3%A1gica-historia-Ratoncito-P%C3%A9rez-Tren/dp/8423678903/ref=sr_1_186/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-186,Lá mágica historia del Ratoncito Pérez (Tren azul: Mis cuentos favoritos),http://ecx.images-amazon.com/images/I/51qhYvkqxCL._AA200_.jpg
¿UN HERMANITO? (TREN AZUL: MIS CUENTOS FAVORITOS),Detalles del producto,http://www.amazon.es/%C2%BFUN-HERMANITO-TREN-AZUL-FAVORITOS/dp/8423696197/ref=sr_1_187/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-187,¿UN HERMANITO? (TREN AZUL: MIS CUENTOS FAVORITOS),http://ecx.images-amazon.com/images/I/51K7wqZ0EEL._AA200_.jpg
UNA INVESTIGACIÓN POR LOS PELOS (LOS CASOS DEL INSPECTOR CITO Y SU AYUDANTE CHIN MI EDO),Detalles del producto,http://www.amazon.es/INVESTIGACI%C3%93N-PELOS-CASOS-INSPECTOR-AYUDANTE/dp/8423663531/ref=sr_1_188/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-188,UNA INVESTIGACIÓN POR LOS PELOS (LOS CASOS DEL INSPECTOR CITO Y SU AYUDANTE CHIN MI EDO),http://ecx.images-amazon.com/images/I/51FPDPxx%2BkL._AA200_.jpg
"Platero i jo, de Juan Ramón Jiménez, explicat als infants (CLÀSSICS EXPLICATS ALS INFANTS)",Detalles del producto,http://www.amazon.es/Platero-Jim%C3%A9nez-explicat-CL%C3%80SSICS-EXPLICATS/dp/8423680673/ref=sr_1_189/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-189,"Platero i jo, de Juan Ramón Jiménez, explicat als infants (CLÀSSICS EXPLICATS ALS INFANTS)",http://ecx.images-amazon.com/images/I/51BmlZkt2DL._AA200_.jpg
El último trabajo del señor Luna (PERISCOPIO),Detalles del producto,http://www.amazon.es/%C3%BAltimo-trabajo-se%C3%B1or-Luna-PERISCOPIO/dp/842367679X/ref=sr_1_190/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-190,El último trabajo del señor Luna (PERISCOPIO),http://ecx.images-amazon.com/images/I/51mUjrKNZxL._AA200_.jpg
BOTELLAS DE PESADILLAS (Tucán verde),Detalles del producto,http://www.amazon.es/BOTELLAS-PESADILLAS-Tuc%C3%A1n-verde-Marta/dp/8468302953/ref=sr_1_191/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-191,BOTELLAS DE PESADILLAS (Tucán verde),http://ecx.images-amazon.com/images/I/51CO1a1qb6L._AA200_.jpg
EL VERANO QUE NOS COMIMOS LA LUNA (Tucán verde),Detalles del producto,http://www.amazon.es/VERANO-COMIMOS-LUNA-Tuc%C3%A1n-verde/dp/8468301671/ref=sr_1_192/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-192,EL VERANO QUE NOS COMIMOS LA LUNA (Tucán verde),http://ecx.images-amazon.com/images/I/418%2Br14ZWXL._AA200_.jpg
"Abracadabra, cuidado con mi cabra (TUCÁN VERDE)",Detalles del producto,http://www.amazon.es/Abracadabra-cuidado-cabra-TUC%C3%81N-VERDE/dp/8423680088/ref=sr_1_193/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-193,"Abracadabra, cuidado con mi cabra (TUCÁN VERDE)",http://ecx.images-amazon.com/images/I/514p6ztLyAL._AA200_.jpg
HISTORIAS SECRETAS DEL ESPACIO (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/HISTORIAS-SECRETAS-ESPACIO-TUC%C3%81N-VERDE/dp/8423686299/ref=sr_1_194/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-194,HISTORIAS SECRETAS DEL ESPACIO (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51fpscYn8eL._AA200_.jpg
LOS PERFECTOS (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/PERFECTOS-TUC%C3%81N-VERDE-Rodrigo-Mu%C3%B1oz/dp/8423687163/ref=sr_1_195/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-195,LOS PERFECTOS (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51SlKJoa6OL._AA200_.jpg
Tremendos Tortazos (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/Tremendos-Tortazos-TUC%C3%81N-VERDE-Mart%C3%ADnez/dp/842369593X/ref=sr_1_196/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-196,Tremendos Tortazos (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51ZR25Px7%2BL._AA200_.jpg
El regalo de cumpleaños más grande del mundo (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/regalo-cumplea%C3%B1os-grande-mundo-TUC%C3%81N/dp/8423677141/ref=sr_1_197/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-197,El regalo de cumpleaños más grande del mundo (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51x-R0OybEL._AA200_.jpg
SI NO TE VAS (Periscopio),Detalles del producto,http://www.amazon.es/SI-NO-TE-VAS-Periscopio/dp/8423699706/ref=sr_1_198/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-198,SI NO TE VAS (Periscopio),http://ecx.images-amazon.com/images/I/41UPobhBcOL._AA200_.jpg
Memorias de un gato tonto (Literatura infantil y juvenil),Detalles del producto,http://www.amazon.es/Memorias-tonto-Literatura-infantil-juvenil/dp/8423682730/ref=sr_1_199/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-199,Memorias de un gato tonto (Literatura infantil y juvenil),http://ecx.images-amazon.com/images/I/51I8ue8ZiBL._AA200_.jpg
PÍDEME LA LUNA (PERISCOPIO),Detalles del producto,http://www.amazon.es/P%C3%8DDEME-LUNA-PERISCOPIO-Care-Santos/dp/8423683516/ref=sr_1_200/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-200,PÍDEME LA LUNA (PERISCOPIO),http://ecx.images-amazon.com/images/I/41phOShBo7L._AA200_.jpg
HUIDA AL SUR (PREMIO EDEBÉ JUVENIL) (PERISCOPIO),Detalles del producto,http://www.amazon.es/HUIDA-PREMIO-EDEB%C3%89-JUVENIL-PERISCOPIO/dp/8423690679/ref=sr_1_201/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-201,HUIDA AL SUR (PREMIO EDEBÉ JUVENIL) (PERISCOPIO),"http://ecx.images-amazon.com/images/I/41lXkjpfb-L._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Memoria de dragón (PERISCOPIO),Detalles del producto,http://www.amazon.es/Memoria-drag%C3%B3n-PERISCOPIO-Javiete-Negrete/dp/8423675157/ref=sr_1_202/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-202,Memoria de dragón (PERISCOPIO),http://ecx.images-amazon.com/images/I/51sQp9tztdL._AA200_.jpg
LOS OJOS EN EL ESPEJO (Periscopio),Detalles del producto,http://www.amazon.es/LOS-OJOS-EN-ESPEJO-Periscopio/dp/8423688739/ref=sr_1_203/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-203,LOS OJOS EN EL ESPEJO (Periscopio),http://ecx.images-amazon.com/images/I/51r89LRFRZL._AA200_.jpg
El escritor asesino (PERISCOPIO),Detalles del producto,http://www.amazon.es/escritor-asesino-PERISCOPIO-Blanca-%C3%81lvarez/dp/8423676633/ref=sr_1_204/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-204,El escritor asesino (PERISCOPIO),http://ecx.images-amazon.com/images/I/418NfqQOR%2BL._AA200_.jpg
La Fraternidad de Eihwaz (Periscopio),Detalles del producto,http://www.amazon.es/Fraternidad-Eihwaz-Periscopio-Mallorqu%C3%AD-Corral/dp/842367164X/ref=sr_1_205/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-205,La Fraternidad de Eihwaz (Periscopio),http://ecx.images-amazon.com/images/I/513D4QHbrEL._AA200_.jpg
Premio EDEBÉ 2013 (XXI edición) JUVENIL: TESA-EL DESPACHO DE DON BALTASAR DE GARCIHERREROS (Periscopio),Detalles del producto,http://www.amazon.es/Premio-EDEB%C3%89-2013-edici%C3%B3n-JUVENIL/dp/8468308986/ref=sr_1_206/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-206,Premio EDEBÉ 2013 (XXI edición) JUVENIL: TESA-EL DESPACHO DE DON BALTASAR DE GARCIHERREROS (Periscopio),"http://ecx.images-amazon.com/images/I/41MUF%2B4zJLL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
LA CASA DEL ALCANTILADO (PERISCOPIO),Detalles del producto,http://www.amazon.es/CASA-DEL-ALCANTILADO-PERISCOPIO/dp/8423676706/ref=sr_1_207/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-207,LA  CASA DEL ALCANTILADO (PERISCOPIO),http://ecx.images-amazon.com/images/I/51BvA67vn2L._AA200_.jpg
UN ATAQUE DE RISA (Periscopio),Detalles del producto,http://www.amazon.es/ATAQUE-RISA-Periscopio-Gabriel-Garc%C3%ADa/dp/8423699846/ref=sr_1_208/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-208,UN ATAQUE DE RISA (Periscopio),http://ecx.images-amazon.com/images/I/51CBgsAYF1L._AA200_.jpg
Tres Besos (PERISCOPIO),Detalles del producto,http://www.amazon.es/Besos-PERISCOPIO-Blanca-%C3%81lvarez-Gonz%C3%A1lez/dp/8423696049/ref=sr_1_209/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-209,Tres Besos (PERISCOPIO),http://ecx.images-amazon.com/images/I/51SLs15NErL._AA200_.jpg
¿Y ahora qué? (PERISCOPIO),Detalles del producto,http://www.amazon.es/ahora-PERISCOPIO-Mar%C3%ADa-Moreno-Vassart/dp/8423676544/ref=sr_1_210/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-210,¿Y ahora qué? (PERISCOPIO),http://ecx.images-amazon.com/images/I/41jRQwDcDcL._AA200_.jpg
5. VÍCTOR y Las Meninas,Detalles del producto,http://www.amazon.es/5-V%C3%8DCTOR-y-Las-Meninas/dp/8468312452/ref=sr_1_211/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-211,5. VÍCTOR y Las Meninas,http://ecx.images-amazon.com/images/I/51dcG--Vy0L._AA200_.jpg
"5. Víctor i ""Las Meninas""",Detalles del producto,http://www.amazon.es/5-V%C3%ADctor-i-Las-Meninas/dp/8468312460/ref=sr_1_212/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-212,"5. Víctor i ""Las Meninas""",http://ecx.images-amazon.com/images/I/61L1ZGuBfJL._AA200_.jpg
El Quijote contado a los niños (versión escolar para EP) (BIBLIOTECA ESCOLAR CLÁSICOS CONTADOS A LOS NIÑOS),Detalles del producto,http://www.amazon.es/Quijote-contado-BIBLIOTECA-CL%C3%81SICOS-CONTADOS/dp/842368458X/ref=sr_1_213/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-213,El Quijote contado a los niños (versión escolar para EP) (BIBLIOTECA ESCOLAR CLÁSICOS CONTADOS A LOS NIÑOS),"http://ecx.images-amazon.com/images/I/51V%2BJUU-bfL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
La Eneida contada a los niños (versión escolar en rústica) (Biblioteca Escolar Clásicos contados a los niños),Detalles del producto,http://www.amazon.es/contada-versi%C3%B3n-Biblioteca-Cl%C3%A1sicos-contados/dp/8468302201/ref=sr_1_214/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-214,La Eneida contada a los niños (versión escolar en rústica) (Biblioteca Escolar Clásicos contados a los niños),http://ecx.images-amazon.com/images/I/51vYbRGdVgL._AA200_.jpg
ROSANDA Y EL MAR DE CRISTAL (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/ROSANDA-MAR-CRISTAL-TUCAN-NARANJA/dp/8423693716/ref=sr_1_215/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-215,ROSANDA Y EL MAR DE CRISTAL (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/4106J4M10OL._AA200_.jpg
EL CAMINO DEL FARO (TUCAN ROJO),Detalles del producto,http://www.amazon.es/CAMINO-DEL-FARO-TUCAN-ROJO/dp/8423687716/ref=sr_1_216/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-216,EL CAMINO DEL FARO (TUCAN ROJO),http://ecx.images-amazon.com/images/I/71JhNB0F-sL._AA200_.jpg
EL CONDE LUCANOR PARA LOS ESTUDIANTES (CLÁSICOS PARA ESTUDIANTES),Detalles del producto,http://www.amazon.es/CONDE-LUCANOR-PARA-ESTUDIANTES-CL%C3%81SICOS/dp/8423688542/ref=sr_1_217/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-217,EL CONDE LUCANOR PARA LOS ESTUDIANTES (CLÁSICOS PARA ESTUDIANTES),http://ecx.images-amazon.com/images/I/51D7oitrsDL._AA200_.jpg
La cruz de El Dorado (PERISCOPIO),Detalles del producto,http://www.amazon.es/cruz-El-Dorado-PERISCOPIO/dp/8423680053/ref=sr_1_218/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-218,La cruz de El Dorado (PERISCOPIO),http://ecx.images-amazon.com/images/I/516r90N8uGL._AA200_.jpg
El pirata que robó las estrellas (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/pirata-rob%C3%B3-estrellas-TUC%C3%81N-AZUL/dp/8423676870/ref=sr_1_219/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-219,El pirata que robó las estrellas (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/516OHrI%2BYkL._AA200_.jpg
2083 (PERISCOPIO),Detalles del producto,http://www.amazon.es/2083-PERISCOPIO-Vicente-Mu%C3%B1oz-Puelles/dp/8423688550/ref=sr_1_220/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-220,2083 (PERISCOPIO),"http://ecx.images-amazon.com/images/I/511Vg3LDHJL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
EL CANTAR DE MIO CID (adaptación para estudiantes) (CLÁSICOS PARA ESTUDIANTES),Detalles del producto,http://www.amazon.es/CANTAR-adaptaci%C3%B3n-estudiantes-CL%C3%81SICOS-ESTUDIANTES/dp/8423685284/ref=sr_1_221/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-221,EL CANTAR DE MIO CID (adaptación para estudiantes) (CLÁSICOS PARA ESTUDIANTES),http://ecx.images-amazon.com/images/I/517bdEPLRYL._AA200_.jpg
Alejandra (PERISCOPIO),Detalles del producto,http://www.amazon.es/Alejandra-PERISCOPIO-Dolores-Gonz%C3%A1lez-Lorenzo/dp/8423676552/ref=sr_1_222/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-222,Alejandra (PERISCOPIO),http://ecx.images-amazon.com/images/I/51iQt-vasTL._AA200_.jpg
El Conde Drácula en Australia (Tucán azul),Detalles del producto,http://www.amazon.es/Conde-Dr%C3%A1cula-Australia-Tuc%C3%A1n-azul/dp/8423676854/ref=sr_1_223/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-223,El Conde Drácula en Australia (Tucán azul),http://ecx.images-amazon.com/images/I/511eHT39P0L._AA200_.jpg
LAYA Y EL HORRIPILANTE MONSTRUO DE CHAMPÚ (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/LAYA-HORRIPILANTE-MONSTRUO-CHAMP%C3%9A-TUC%C3%81N/dp/8423683656/ref=sr_1_224/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-224,LAYA Y EL HORRIPILANTE MONSTRUO DE CHAMPÚ (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/512TQROfLpL._AA200_.jpg
UN REGALO DE CUMPLEAÑOS (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/UN-REGALO-CUMPLEA%C3%91OS-TUC%C3%81N-AZUL/dp/8423683427/ref=sr_1_225/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-225,UN REGALO DE CUMPLEAÑOS (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51vP%2BCE8bnL._AA200_.jpg
Los vestidos de Pancheta (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/Los-vestidos-Pancheta-TUC%C3%81N-AZUL/dp/8423679438/ref=sr_1_226/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-226,Los vestidos de Pancheta (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/513Tx6zti2L._AA200_.jpg
EL DÍA EN QUE MIMÍ DESAPARECIÓ (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/D%C3%8DA-MIM%C3%8D-DESAPARECI%C3%93-TUC%C3%81N-AZUL/dp/8423693201/ref=sr_1_227/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-227,EL DÍA EN QUE MIMÍ DESAPARECIÓ (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51MO8C9vupL._AA200_.jpg
Dos en apuros (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/Dos-en-apuros-TUC%C3%81N-AZUL/dp/8423675440/ref=sr_1_228/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-228,Dos en apuros (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51HcWvYEU4L._AA200_.jpg
Vacas guapas (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/Vacas-guapas-NARANJA-Paloma-Sanlleh%C3%A9/dp/8423675483/ref=sr_1_229/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-229,Vacas guapas (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51a1Owri-6L._AA200_.jpg
El enano Gumersindo y la princesa Noanín (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/enano-Gumersindo-princesa-Noan%C3%ADn-TUC%C3%81N/dp/8423682714/ref=sr_1_230/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-230,El enano Gumersindo y la princesa Noanín (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51x3sArEPmL._AA200_.jpg
EL AÑO DE LOS PIOJOS (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/A%C3%91O-LOS-PIOJOS-TUCAN-NARANJA/dp/8423683591/ref=sr_1_231/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-231,EL AÑO DE LOS PIOJOS (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51lciw83Z%2BL._AA200_.jpg
EL HIPOCERONTE (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/HIPOCERONTE-TUC%C3%81N-AZUL-Miguel-Matesanz/dp/8423695913/ref=sr_1_232/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-232,EL HIPOCERONTE (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51FbN7LYWXL._AA200_.jpg
Olvídate de subir a los árboles (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/Olv%C3%ADdate-subir-%C3%A1rboles-TUCAN-NARANJA/dp/8423682943/ref=sr_1_233/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-233,Olvídate de subir a los árboles (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/514YbkM-09L._AA200_.jpg
EL ZOOLÓGICO DE LOLITA (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/EL-ZOOL%C3%93GICO-LOLITA-TUCAN-NARANJA/dp/8423694003/ref=sr_1_234/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-234,EL ZOOLÓGICO DE LOLITA (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51ZS%2BNwtgdL._AA200_.jpg
PREMI EDEBÉ 2014: LA TOMBA D?AURORA K. (Periscopi (catalan)),Detalles del producto,http://www.amazon.es/PREMI-EDEB%C3%89-2014-Periscopi-catalan/dp/8468312495/ref=sr_1_235/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-235,PREMI EDEBÉ 2014: LA TOMBA D?AURORA K. (Periscopi (catalan)),http://ecx.images-amazon.com/images/I/41lICbKAH3L._AA200_.jpg
PREMI EDEBÉ INFANTIL: La nova vida del senyor Rutin (Tuca Verde (catalan)),Detalles del producto,http://www.amazon.es/PREMI-EDEB%C3%89-INFANTIL-senyor-catalan/dp/8468312444/ref=sr_1_236/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-236,PREMI EDEBÉ INFANTIL: La nova vida del senyor Rutin (Tuca Verde (catalan)),http://ecx.images-amazon.com/images/I/51dran%2BYukL._AA200_.jpg
Novelas ejemplares (CLÁSICOS EDEBÉ),Detalles del producto,http://www.amazon.es/ejemplares-CL%C3%81SICOS-CERVANTES-SAAVEDRA-COLECTIVA/dp/8423653927/ref=sr_1_237/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-237,Novelas ejemplares (CLÁSICOS EDEBÉ),http://ecx.images-amazon.com/images/I/511cVXdEUuL._AA200_.jpg
LA CELESTINA (CLÁSICOS EDEBÉ),Detalles del producto,http://www.amazon.es/CELESTINA-CL%C3%81SICOS-EDEB%C3%89-Fernando-Rojas/dp/8423683737/ref=sr_1_238/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-238,LA CELESTINA (CLÁSICOS EDEBÉ),"http://ecx.images-amazon.com/images/I/51accNsg5GL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
El perro invisible: 34 (Tucan naranja),Detalles del producto,http://www.amazon.es/El-perro-invisible-Tucan-naranja/dp/8423674649/ref=sr_1_239/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-239,El perro invisible: 34 (Tucan naranja),http://ecx.images-amazon.com/images/I/51jzsn8V9RL._AA200_.jpg
La máquina cuentacuentos (Tucan naranja),Detalles del producto,http://www.amazon.es/m%C3%A1quina-cuentacuentos-Tucan-naranja/dp/8423687562/ref=sr_1_240/280-6905030-0957112?s=books&ie=UTF8&qid=1422595726&sr=1-240,La máquina cuentacuentos (Tucan naranja),http://ecx.images-amazon.com/images/I/51VvZ9p4WiL._AA200_.jpg
Mariquita (bichitos),Detalles del producto,http://www.amazon.es/Mariquita-bichitos-Martin-Kelly/dp/8468303623/ref=sr_1_301/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-301,Mariquita (bichitos),http://ecx.images-amazon.com/images/I/51R0ryFkeuL._AA200_.jpg
Abejita (Bichitos),Detalles del producto,http://www.amazon.es/Abejita-Bichitos-Martin-Kelly/dp/846830316X/ref=sr_1_302/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-302,Abejita (Bichitos),http://ecx.images-amazon.com/images/I/51Al3oIRJhL._AA200_.jpg
Oruguita (Bichitos),Detalles del producto,http://www.amazon.es/Oruguita-Bichitos-Martin-Kelly/dp/8468305006/ref=sr_1_303/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-303,Oruguita (Bichitos),http://ecx.images-amazon.com/images/I/51UG4BJQWvL._AA200_.jpg
PAPER TOYS: animales,Detalles del producto,http://www.amazon.es/PAPER-Bishop-Nacionalidad-Francesa-Parigo/dp/8468311472/ref=sr_1_304/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-304,PAPER TOYS: animales,http://ecx.images-amazon.com/images/I/518FAea2f5L._AA200_.jpg
¿Y si me defiendo? (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/defiendo-TUC%C3%81N-VERDE-Elisabeth-Z%C3%B6ller/dp/8423679314/ref=sr_1_305/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-305,¿Y si me defiendo? (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51njdsI0EXL._AA200_.jpg
PAPER TOYS: robots,Detalles del producto,http://www.amazon.es/PAPER-TOYS-Arnaud-Nacionalidad-Francesa/dp/8468311464/ref=sr_1_306/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-306,PAPER TOYS: robots,http://ecx.images-amazon.com/images/I/51V45SJwBQL._AA200_.jpg
La W (Tren azul: Mis cuentos favoritos),Detalles del producto,http://www.amazon.es/Tren-azul-Mis-cuentos-favoritos/dp/8468311677/ref=sr_1_307/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-307,La W (Tren azul: Mis cuentos favoritos),http://ecx.images-amazon.com/images/I/51OHM1PD4hL._AA200_.jpg
EL DADO DE FUEGO (PERISCOPIO),Detalles del producto,http://www.amazon.es/DADO-FUEGO-PERISCOPIO-Milagros-Mart%C3%ADnez/dp/8423682722/ref=sr_1_308/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-308,EL DADO DE FUEGO (PERISCOPIO),http://ecx.images-amazon.com/images/I/51Zy9icytgL._AA200_.jpg
"Skaters 1. En el filo, de Mikel Valverde",Detalles del producto,http://www.amazon.es/Skaters-1-filo-Mikel-Valverde/dp/8468304816/ref=sr_1_309/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-309,"Skaters 1. En el filo, de Mikel Valverde",http://ecx.images-amazon.com/images/I/51xjjLL80XL._AA200_.jpg
EL MISTERIO DEL FUTBOLISTA SECUESTRADO (AMADEO BOLA ... DETECTIVE),Detalles del producto,http://www.amazon.es/MISTERIO-FUTBOLISTA-SECUESTRADO-AMADEO-DETECTIVE/dp/8423685306/ref=sr_1_310/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-310,EL MISTERIO DEL FUTBOLISTA SECUESTRADO (AMADEO BOLA ... DETECTIVE),http://ecx.images-amazon.com/images/I/51mpgBO0AZL._AA200_.jpg
TOP FAIRIES: ESCUELA DE HADAS (I). Somerset,Detalles del producto,http://www.amazon.es/TOP-FAIRIES-ESCUELA-HADAS-Somerset-ebook/dp/B00F3IZCAW/ref=sr_1_311/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-311,TOP FAIRIES: ESCUELA DE HADAS (I). Somerset,"http://ecx.images-amazon.com/images/I/51jDBKRHAfL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
TOP FAIRIES: Escuela de Hadas II: Aurora Boreal,Detalles del producto,http://www.amazon.es/TOP-FAIRIES-Escuela-Aurora-Boreal-ebook/dp/B00F3IZC66/ref=sr_1_312/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-312,TOP FAIRIES: Escuela de Hadas II: Aurora Boreal,"http://ecx.images-amazon.com/images/I/515wanMZjyL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
DOSIS LETAL (PERISCOPIO),Detalles del producto,http://www.amazon.es/DOSIS-LETAL-PERISCOPIO-Malcolm-Rose/dp/8423685535/ref=sr_1_313/279-9702692-6661441?s=books&ie=UTF8&qid=1422595728&sr=1-313,DOSIS LETAL (PERISCOPIO),http://ecx.images-amazon.com/images/I/41UdM9m89wL._AA200_.jpg
