link_to_book/_text,cover_image/_alt,link_to_book,link_to_book/_title,cover_image
No és cap crim enamorar-se (PERISCOPI),Detalles del producto,http://www.amazon.es/No-cap-crim-enamorar-se-PERISCOPI/dp/8423676846/ref=sr_1_655/276-0946444-6467641?s=books&ie=UTF8&qid=1422595733&sr=1-655,No és cap crim enamorar-se (PERISCOPI),http://ecx.images-amazon.com/images/I/51WwQH%2BOMpL._AA200_.jpg
El regreso de la abuelita (PERISCOPIO),Detalles del producto,http://www.amazon.es/regreso-abuelita-PERISCOPIO-Anthony-Horowitz/dp/8423676668/ref=sr_1_656/276-0946444-6467641?s=books&ie=UTF8&qid=1422595733&sr=1-656,El regreso de la abuelita (PERISCOPIO),http://ecx.images-amazon.com/images/I/41TcsBQ1vzL._AA200_.jpg
La Veu de Matinada (PERISCOPI),Detalles del producto,http://www.amazon.es/Matinada-PERISCOPI-Joan-Manuel-Gisbert/dp/842367567X/ref=sr_1_657/276-0946444-6467641?s=books&ie=UTF8&qid=1422595733&sr=1-657,La Veu de Matinada (PERISCOPI),http://ecx.images-amazon.com/images/I/519YCVvG0%2BL._AA200_.jpg
ANY 2083 (PERISCOPI),Detalles del producto,http://www.amazon.es/2083-PERISCOPI-VICENTE-MU%C3%91OZ-PUELLES/dp/8423688704/ref=sr_1_658/276-0946444-6467641?s=books&ie=UTF8&qid=1422595733&sr=1-658,ANY 2083 (PERISCOPI),http://ecx.images-amazon.com/images/I/51bYaRZR1fL._AA200_.jpg
Quan No Te'N Vas (Periscopi),Detalles del producto,http://www.amazon.es/Quan-No-TeN-Vas-Periscopi/dp/842369996X/ref=sr_1_659/276-0946444-6467641?s=books&ie=UTF8&qid=1422595733&sr=1-659,Quan No Te'N Vas (Periscopi),http://ecx.images-amazon.com/images/I/41U56Zi1IZL._AA200_.jpg
SGÀILE (Espectro) de Carolina Lozano (Fantasy),Detalles del producto,http://www.amazon.es/SG%C3%80ILE-Espectro-Carolina-Lozano-Fantasy/dp/846830719X/ref=sr_1_660/276-0946444-6467641?s=books&ie=UTF8&qid=1422595733&sr=1-660,SGÀILE (Espectro) de Carolina Lozano (Fantasy),http://ecx.images-amazon.com/images/I/41waVKhSagL._AA200_.jpg
SGÀILE (Espectre) de Carolina Lozano (Fantasy (catalan)),Detalles del producto,http://www.amazon.es/SG%C3%80ILE-Espectre-Carolina-Fantasy-catalan/dp/8468307203/ref=sr_1_661/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-661,SGÀILE (Espectre) de Carolina Lozano (Fantasy (catalan)),http://ecx.images-amazon.com/images/I/41egI4YJYdL._AA200_.jpg
"Skaters 2. Un hombre sin pasado, de Mikel Valverde",Detalles del producto,http://www.amazon.es/Skaters-hombre-pasado-Mikel-Valverde/dp/8468304824/ref=sr_1_662/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-662,"Skaters 2. Un hombre sin pasado, de Mikel Valverde",http://ecx.images-amazon.com/images/I/41I9T6wvnUL._AA200_.jpg
Pizza Libro (Libros de juegos),Detalles del producto,http://www.amazon.es/Pizza-Libros-juegos-Nacionalidad-Brit%C3%A1nica/dp/8468305839/ref=sr_1_663/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-663,Pizza Libro (Libros de juegos),http://ecx.images-amazon.com/images/I/51ZDbL9%2BJWL._AA200_.jpg
"Skaters 3. Ojo por ojo, de Mikel Valverde",Detalles del producto,http://www.amazon.es/Skaters-Ojo-por-Mikel-Valverde/dp/8468304832/ref=sr_1_664/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-664,"Skaters 3. Ojo por ojo, de Mikel Valverde",http://ecx.images-amazon.com/images/I/41DhCWl2O0L._AA200_.jpg
EL DRAGÓN SIMÓN Y la gran competición,Detalles del producto,http://www.amazon.es/EL-DRAG%C3%93N-SIM%C3%93N-gran-competici%C3%B3n-ebook/dp/B009S5QWWS/ref=sr_1_665/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-665,EL DRAGÓN SIMÓN Y la gran competición,http://ecx.images-amazon.com/images/I/51015fCTg4L._AA200_.jpg
"Ni arriba ni hacia abajo, hacia adentro. Itinerario de Educación para la Interioridad en la ESO",Detalles del producto,http://www.amazon.es/arriba-adentro-Itinerario-Educaci%C3%B3n-Interioridad/dp/8468307963/ref=sr_1_666/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-666,"Ni arriba ni hacia abajo, hacia adentro.  Itinerario de Educación para la Interioridad en la ESO",http://ecx.images-amazon.com/images/I/51RKphP3eCL._AA200_.jpg
"Juan Alquitrán (Cuento de niños para padres fumadores), de Gloria Sánchez (Literatura infantil y juvenil)",Detalles del producto,http://www.amazon.es/Alquitr%C3%A1n-fumadores-S%C3%A1nchez-Literatura-infantil/dp/8468307335/ref=sr_1_667/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-667,"Juan Alquitrán (Cuento de niños para padres fumadores), de Gloria Sánchez (Literatura infantil y juvenil)",http://ecx.images-amazon.com/images/I/51-dvIK6i6L._AA200_.jpg
Caperucita y la abuela feroz (edición especial para licitación de Guatemala) (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/Caperucita-edici%C3%B3n-especial-licitaci%C3%B3n-Guatemala/dp/8468309060/ref=sr_1_668/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-668,Caperucita y la abuela feroz (edición especial para licitación de Guatemala) (TUCAN NARANJA),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
Down (edición especial para licitación de Guatemala) (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/edici%C3%B3n-especial-licitaci%C3%B3n-Guatemala-NARANJA/dp/8468309109/ref=sr_1_669/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-669,Down (edición especial para licitación de Guatemala) (TUCAN NARANJA),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
EL CASO DEL CALCETÍN APESTOSO (edición especial para licitación de Guatemala) (CUATRO AMIGOS Y MEDIO),Detalles del producto,http://www.amazon.es/CALCET%C3%8DN-APESTOSO-especial-licitaci%C3%B3n-Guatemala/dp/8468309117/ref=sr_1_670/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-670,EL CASO DEL CALCETÍN APESTOSO (edición especial para licitación de Guatemala) (CUATRO AMIGOS Y MEDIO),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
LA MOMIA DESAPARECIDA (edición especial para licitación de Guatemala) (LOS CASOS DEL INSPECTOR CITO Y SU AYUDANTE...,Detalles del producto,http://www.amazon.es/DESAPARECIDA-especial-licitaci%C3%B3n-Guatemala-INSPECTOR/dp/8468309095/ref=sr_1_671/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-671,LA MOMIA DESAPARECIDA (edición especial para licitación de Guatemala) (LOS CASOS DEL INSPECTOR CITO Y SU AYUDANTE CHIN MI EDO),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
INSPECTOR CITO Año nuevo en China,Detalles del producto,http://www.amazon.es/INSPECTOR-CITO-A%C3%B1o-nuevo-China-ebook/dp/B009S5R2QS/ref=sr_1_672/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-672,INSPECTOR CITO Año nuevo en China,http://ecx.images-amazon.com/images/I/51uuWhqE8RL._AA200_.jpg
El cas de crit a la sala de professors (QUATRE AMICS I MIG),Detalles del producto,http://www.amazon.es/crit-sala-professors-QUATRE-AMICS/dp/8423673421/ref=sr_1_673/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-673,El cas de crit a la sala de professors (QUATRE AMICS I MIG),http://ecx.images-amazon.com/images/I/51rgSR6aqGL._AA200_.jpg
La Senyora Desastre (TREN BLAU: ELS MEUS CONTES PREFERITS),Detalles del producto,http://www.amazon.es/Senyora-Desastre-TREN-BLAU-PREFERITS/dp/842367004X/ref=sr_1_674/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-674,La Senyora Desastre (TREN BLAU: ELS MEUS CONTES PREFERITS),http://ecx.images-amazon.com/images/I/61QTzwABkyL._AA200_.jpg
Alexandra (PERISCOPI),Detalles del producto,http://www.amazon.es/Alexandra-PERISCOPI-DOLORES-GONZ%C3%81LEZ-LORENZO/dp/8423687635/ref=sr_1_675/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-675,Alexandra (PERISCOPI),http://ecx.images-amazon.com/images/I/51bwtovwk8L._AA200_.jpg
"Clásic segle XXI: El vestit nou de l'Emperador, por Jordi Sierra i Fabra (Contes tradicionals per al segle XXI...",Detalles del producto,http://www.amazon.es/Cl%C3%A1sic-segle-XXI-lEmperador-tradicionals/dp/846830607X/ref=sr_1_676/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-676,"Clásic segle XXI: El vestit nou de l'Emperador, por Jordi Sierra i Fabra (Contes tradicionals per al segle XXI)",http://ecx.images-amazon.com/images/I/51annD6mc1L._AA200_.jpg
"Clásic segle XXI: La Bella i la Bèstia, adaptado por Jordi Sierra i Fabra (Contes tradicionals per al segle XXI...",Detalles del producto,http://www.amazon.es/Cl%C3%A1sic-segle-XXI-adaptado-tradicionals/dp/8468306088/ref=sr_1_677/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-677,"Clásic segle XXI: La Bella i la Bèstia, adaptado por Jordi Sierra i Fabra (Contes tradicionals per al segle XXI)",http://ecx.images-amazon.com/images/I/51LSEEiYRgL._AA200_.jpg
"Clásic segle XXI: Les mongetes màgiques, por Jordi Sierra i Fabra (Contes tradicionals per al segle XXI)",Detalles del producto,http://www.amazon.es/Cl%C3%A1sic-segle-XXI-mongetes-tradicionals/dp/8468306096/ref=sr_1_678/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-678,"Clásic segle XXI: Les mongetes màgiques, por Jordi Sierra i Fabra (Contes tradicionals per al segle XXI)",http://ecx.images-amazon.com/images/I/517eNM3gTWL._AA200_.jpg
MUERTE A SEIS VEINTICINCO (PERISCOPIO),Detalles del producto,http://www.amazon.es/MUERTE-VEINTICINCO-PERISCOPIO-CERVERA-NOGU%C3%89S/dp/8423695735/ref=sr_1_679/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-679,MUERTE A SEIS VEINTICINCO (PERISCOPIO),"http://ecx.images-amazon.com/images/I/41C2h-vT-JL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Qui té por de la Pati Perfecta? (TUCAN VERMELL),Detalles del producto,http://www.amazon.es/Qui-Pati-Perfecta-TUCAN-VERMELL/dp/8423674282/ref=sr_1_680/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-680,Qui té por de la Pati Perfecta? (TUCAN VERMELL),http://ecx.images-amazon.com/images/I/510c-sfCcgL._AA200_.jpg
El camí del far (TUCAN VERMELL),Detalles del producto,http://www.amazon.es/cam%C3%AD-del-far-TUCAN-VERMELL/dp/8423675750/ref=sr_1_681/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-681,El camí del far (TUCAN VERMELL),http://ecx.images-amazon.com/images/I/51AZV00X3qL._AA200_.jpg
TIRANT LO BLANC (ediciò escolar per a EP) (BIBLIOTECA ESCOLAR CLÀSSICS EXPLICATS ALS INFANTS),Detalles del producto,http://www.amazon.es/escolar-BIBLIOTECA-ESCOLAR-CL%C3%80SSICS-EXPLICATS/dp/8423684601/ref=sr_1_682/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-682,TIRANT LO BLANC (ediciò escolar per a EP) (BIBLIOTECA ESCOLAR CLÀSSICS EXPLICATS ALS INFANTS),http://ecx.images-amazon.com/images/I/61-lZuiMPsL._AA200_.jpg
Guau (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/Guau-TUC%C3%81N-VERDE-Allan-Ahlberg/dp/8423680096/ref=sr_1_683/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-683,Guau (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/511Xxiwj7EL._AA200_.jpg
El fantasma del número 13 (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/fantasma-del-n%C3%BAmero-TUC%C3%81N-VERDE/dp/8423681807/ref=sr_1_684/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-684,El fantasma del número 13 (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/41OIoeLexPL._AA200_.jpg
"NUANE, de Olga Latorre (Periscópio)",Detalles del producto,http://www.amazon.es/NUANE-Olga-Latorre-Perisc%C3%B3pio-Crist%C3%B3bal/dp/8468307130/ref=sr_1_685/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-685,"NUANE, de Olga Latorre (Periscópio)",http://ecx.images-amazon.com/images/I/41qX7Tdw4NL._AA200_.jpg
Tenéis que hacer las paces (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/Ten%C3%A9is-hacer-paces-TUCAN-NARANJA/dp/8423676994/ref=sr_1_686/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-686,Tenéis que hacer las paces (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51ROio0xkLL._AA200_.jpg
"La joven a la que amaban las hadas, de Armando Boix (Periscópio)",Detalles del producto,http://www.amazon.es/joven-amaban-hadas-Armando-Perisc%C3%B3pio/dp/8468307084/ref=sr_1_687/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-687,"La joven a la que amaban las hadas, de Armando Boix (Periscópio)",http://ecx.images-amazon.com/images/I/51lBeDhZS9L._AA200_.jpg
"La noia a qui estimaven les fades, de Armando Boix (pñeriscopi)",Detalles del producto,http://www.amazon.es/noia-estimaven-fades-Armando-p%C3%B1eriscopi/dp/8468307092/ref=sr_1_688/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-688,"La noia a qui estimaven les fades, de Armando Boix (pñeriscopi)",http://ecx.images-amazon.com/images/I/51NwVF0wLhL._AA200_.jpg
La vella que vivia als cavallets (TUCAN TARONJA),Detalles del producto,http://www.amazon.es/vella-vivia-cavallets-TUCAN-TARONJA/dp/842367584X/ref=sr_1_689/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-689,La vella que vivia als cavallets (TUCAN TARONJA),http://ecx.images-amazon.com/images/I/51XcS2YdzzL._AA200_.jpg
Siete noches con Paula (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/Siete-noches-Paula-TUCAN-NARANJA/dp/8423684237/ref=sr_1_690/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-690,Siete noches con Paula (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51p27niQhNL._AA200_.jpg
L'estany dels ànecs pobres (TUCAN TARONJA),Detalles del producto,http://www.amazon.es/Lestany-%C3%A0necs-pobres-TUCAN-TARONJA/dp/8423675858/ref=sr_1_691/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-691,L'estany dels ànecs pobres (TUCAN TARONJA),http://ecx.images-amazon.com/images/I/51l1OcBm4UL._AA200_.jpg
"Pablo Pudin cocinero, de Christine Nostilnger (Tucán verde)",Detalles del producto,http://www.amazon.es/Pablo-Pudin-cocinero-Christine-Nostilnger/dp/8468304433/ref=sr_1_692/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-692,"Pablo Pudin cocinero, de Christine Nostilnger (Tucán verde)",http://ecx.images-amazon.com/images/I/51s4%2BP1T3GL._AA200_.jpg
LEYENDAS DE BÉCQUER CONTADAS A LOS NIÑOS (CLÁSICOS CONTADOS A LOS NIÑOS),Detalles del producto,http://www.amazon.es/LEYENDAS-B%C3%89CQUER-CONTADAS-CL%C3%81SICOS-CONTADOS/dp/8423688186/ref=sr_1_693/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-693,LEYENDAS DE BÉCQUER CONTADAS A LOS NIÑOS (CLÁSICOS CONTADOS A LOS NIÑOS),http://ecx.images-amazon.com/images/I/51yhhEEMRcL._AA200_.jpg
"En Pau Púding cuiner, Christine Nostingler (Tucà Verd)",Detalles del producto,http://www.amazon.es/P%C3%BAding-cuiner-Christine-Nostingler-Tuc%C3%A0/dp/8468304441/ref=sr_1_694/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-694,"En Pau Púding cuiner, Christine Nostingler (Tucà Verd)",http://ecx.images-amazon.com/images/I/51BTWuG632L._AA200_.jpg
INSPECTOR CITO Misterio en el mundial de fútbol,Detalles del producto,http://www.amazon.es/INSPECTOR-CITO-Misterio-mundial-f%C3%BAtbol-ebook/dp/B009S5R1EG/ref=sr_1_695/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-695,INSPECTOR CITO Misterio en el mundial de fútbol,http://ecx.images-amazon.com/images/I/51I-bbgkvzL._AA200_.jpg
INSPECTOR CITO Y la momia desaparecida,Detalles del producto,http://www.amazon.es/INSPECTOR-CITO-Y-momia-desaparecida-ebook/dp/B009S5QXTU/ref=sr_1_696/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-696,INSPECTOR CITO Y la momia desaparecida,http://ecx.images-amazon.com/images/I/515VzOck5vL._AA200_.jpg
EL DRAGÓN SIMÓN Y el gigante Carasucia,Detalles del producto,http://www.amazon.es/EL-DRAG%C3%93N-SIM%C3%93N-gigante-Carasucia-ebook/dp/B009S5R4T8/ref=sr_1_697/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-697,EL DRAGÓN SIMÓN Y el gigante Carasucia,http://ecx.images-amazon.com/images/I/61J3bEyWRbL._AA200_.jpg
EL JUEGO DE LOS DISPARATES,Detalles del producto,http://www.amazon.es/JUEGO-LOS-DISPARATES-Douglas-Wright-ebook/dp/B009V1AYE6/ref=sr_1_698/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-698,EL JUEGO DE LOS DISPARATES,http://ecx.images-amazon.com/images/I/51sfKQcqvJL._AA200_.jpg
¡QUE VIENE HORRIPELUDO!,Detalles del producto,http://www.amazon.es/VIENE-HORRIPELUDO-Paloma-Bordons-Gangas-ebook/dp/B009S5R1L4/ref=sr_1_699/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-699,¡QUE VIENE HORRIPELUDO!,http://ecx.images-amazon.com/images/I/51%2B5gD4xcZL._AA200_.jpg
UN HERMANITO,Detalles del producto,http://www.amazon.es/UN-HERMANITO-Margarita-Main%C3%A9-Men%C3%A9ndez-ebook/dp/B009S5QY4O/ref=sr_1_700/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-700,UN HERMANITO,http://ecx.images-amazon.com/images/I/51QpV47tolL._AA200_.jpg
"Hombre Lobo III (LA FURIA), de Pedro Riera",Detalles del producto,http://www.amazon.es/Hombre-Lobo-FURIA-Pedro-Riera/dp/8468307041/ref=sr_1_701/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-701,"Hombre Lobo III (LA FURIA), de Pedro Riera",http://ecx.images-amazon.com/images/I/51PDE45UOBL._AA200_.jpg
"Home Llop III (La fúria), de Pedro Riera",Detalles del producto,http://www.amazon.es/Home-Llop-f%C3%BAria-Pedro-Riera/dp/846830705X/ref=sr_1_702/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-702,"Home Llop III (La fúria), de Pedro Riera",http://ecx.images-amazon.com/images/I/51QqhW9UGOL._AA200_.jpg
PLATERO Y YO CONTADO A LOS NIÑOS,Detalles del producto,http://www.amazon.es/PLATERO-YO-CONTADO-LOS-NI%C3%91OS-ebook/dp/B009S5R2DQ/ref=sr_1_703/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-703,PLATERO Y YO CONTADO A LOS NIÑOS,http://ecx.images-amazon.com/images/I/51LJJIE25kL._AA200_.jpg
AMARILLO/ Yellow (Libros para bebés),Detalles del producto,http://www.amazon.es/AMARILLO-Yellow-Libros-para-beb%C3%A9s/dp/8468307513/ref=sr_1_704/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-704,AMARILLO/ Yellow (Libros para bebés),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
AZUL/Blue (Libros para bebés),Detalles del producto,http://www.amazon.es/AZUL-Blue-Libros-para-beb%C3%A9s/dp/8468307491/ref=sr_1_705/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-705,AZUL/Blue (Libros para bebés),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
MI PRIMERA ENCICLOPEDIA ESPAÑOL-INGLÉS DE COLORES BRILLANTES (Libros para bebés),Detalles del producto,http://www.amazon.es/PRIMERA-ENCICLOPEDIA-ESPA%C3%91OL-INGL%C3%89S-COLORES-BRILLANTES/dp/8468307181/ref=sr_1_706/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-706,MI PRIMERA ENCICLOPEDIA ESPAÑOL-INGLÉS DE COLORES BRILLANTES (Libros para bebés),http://ecx.images-amazon.com/images/I/51kXXTPmqZL._AA200_.jpg
VERDE/Green (Libros para bebés),Detalles del producto,http://www.amazon.es/VERDE-Green-Libros-para-beb%C3%A9s/dp/8468307505/ref=sr_1_707/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-707,VERDE/Green (Libros para bebés),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
ROJO/Red (Libros para bebés),Detalles del producto,http://www.amazon.es/ROJO-Red-Libros-para-beb%C3%A9s/dp/8468307483/ref=sr_1_708/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-708,ROJO/Red (Libros para bebés),http://g-ecx.images-amazon.com/images/G/30/x-site/icons/no-img-sm._V182358440_AA200_.gif
Teatro de Lope de Vega: LA DAMA BOBA y EL PERRO DEL HORTELANO (Clásicos universales y juveniles),Detalles del producto,http://www.amazon.es/Teatro-Lope-Vega-HORTELANO-universales/dp/8468303615/ref=sr_1_709/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-709,Teatro de Lope de Vega: LA DAMA BOBA y EL PERRO DEL HORTELANO (Clásicos universales y juveniles),http://ecx.images-amazon.com/images/I/51pTGirMWqL._AA200_.jpg
"EL BOSQUE DE LOS NÚMEROS, de Carlo Frabetti (Literatura infantil y juvenil)",Detalles del producto,http://www.amazon.es/N%C3%9AMEROS-Frabetti-Literatura-infantil-juvenil/dp/8468307319/ref=sr_1_710/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-710,"EL BOSQUE DE LOS NÚMEROS, de Carlo Frabetti (Literatura infantil y juvenil)",http://ecx.images-amazon.com/images/I/51d8QT1esnL._AA200_.jpg
"California Barbie, de Andreu Martín (Periscópio)",Detalles del producto,http://www.amazon.es/California-Barbie-Andreu-Mart%C3%ADn-Perisc%C3%B3pio/dp/8468307149/ref=sr_1_711/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-711,"California Barbie, de Andreu Martín (Periscópio)",http://ecx.images-amazon.com/images/I/51fUI5De2OL._AA200_.jpg
"Califòrnia Barbie, de Andreu Martín (Periscopi)",Detalles del producto,http://www.amazon.es/Calif%C3%B2rnia-Barbie-Andreu-Mart%C3%ADn-Periscopi/dp/8468307157/ref=sr_1_712/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-712,"Califòrnia Barbie, de Andreu Martín (Periscopi)",http://ecx.images-amazon.com/images/I/510A0P5WikL._AA200_.jpg
17. El caso del tesoro en el lavabo del colegio (Cuatro amigos y medio),Detalles del producto,http://www.amazon.es/tesoro-lavabo-colegio-Cuatro-amigos/dp/8468307262/ref=sr_1_713/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-713,17. El caso del tesoro en el lavabo del colegio (Cuatro amigos y medio),http://ecx.images-amazon.com/images/I/51BOp%2Bhqf1L._AA200_.jpg
"Hi havia una vegada la família, de Teresa Blanch i Anna Gasol (Álbum)",Detalles del producto,http://www.amazon.es/havia-vegada-fam%C3%ADlia-Teresa-Blanch/dp/846830722X/ref=sr_1_714/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-714,"Hi havia una vegada la família, de Teresa Blanch i Anna Gasol (Álbum)",http://ecx.images-amazon.com/images/I/51EaNjuMVyL._AA200_.jpg
17. El cas del tresor al vàter de l'escola (cuatre amics i mig),Detalles del producto,http://www.amazon.es/tresor-v%C3%A0ter-lescola-cuatre-amics/dp/8468307270/ref=sr_1_715/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-715,17. El cas del tresor al vàter de l'escola (cuatre amics i mig),http://ecx.images-amazon.com/images/I/51ACBc4auSL._AA200_.jpg
"Érase una vez la familia, por Anna Gasol y Teresa Blanch (Albumes Ilustrados (edebe))",Detalles del producto,http://www.amazon.es/familia-Teresa-Blanch-Albumes-Ilustrados/dp/8468307211/ref=sr_1_716/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-716,"Érase una vez la familia, por Anna Gasol y Teresa Blanch (Albumes Ilustrados (edebe))",http://ecx.images-amazon.com/images/I/51rdMw7m8LL._AA200_.jpg
¿Cómo ser un buen detective? (Libros de conocimientos),Detalles del producto,http://www.amazon.es/%C2%BFC%C3%B3mo-buen-detective-Libros-conocimientos/dp/8468305820/ref=sr_1_717/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-717,¿Cómo ser un buen detective? (Libros de conocimientos),http://ecx.images-amazon.com/images/I/61uafspOIoL._AA200_.jpg
Rosanda y el arte de birli birloque (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/Rosanda-arte-birli-birloque-TUC%C3%81N/dp/8423680509/ref=sr_1_718/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-718,Rosanda y el arte de birli birloque (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51DOCvx4KkL._AA200_.jpg
7. AL FINAL DE LA COSTA DE LA MORT (Els sense por),Detalles del producto,http://www.amazon.es/FINAL-COSTA-MORT-Els-sense/dp/8468307254/ref=sr_1_719/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-719,7. AL FINAL DE LA COSTA DE LA MORT (Els sense por),http://ecx.images-amazon.com/images/I/51dJvaT9nuL._AA200_.jpg
"El retorn de la cigonya, de Amèlia Mora (Tucà Taronja)",Detalles del producto,http://www.amazon.es/retorn-cigonya-Am%C3%A8lia-Mora-Taronja/dp/8468307122/ref=sr_1_720/279-1933394-2816146?s=books&ie=UTF8&qid=1422595734&sr=1-720,"El retorn de la cigonya, de Amèlia Mora (Tucà Taronja)",http://ecx.images-amazon.com/images/I/51ihRjw1WJL._AA200_.jpg
"El regreso de la cigüeña, de Amelia Mora (Tucán Naranja)",Detalles del producto,http://www.amazon.es/regreso-cig%C3%BCe%C3%B1a-Amelia-Tuc%C3%A1n-Naranja/dp/8468307114/ref=sr_1_721/277-9987880-6115937?s=books&ie=UTF8&qid=1422595735&sr=1-721,"El regreso de la cigüeña, de Amelia Mora (Tucán Naranja)",http://ecx.images-amazon.com/images/I/51PwL3tTTSL._AA200_.jpg
