pub_date,link_to_book/_text,link_to_book,author,publisher
05/04/2012,Les cornes d'ivoire Tome 1 Afirik,http://www.decitre.fr/livres/les-cornes-d-ivoire-tome-1-afirik-9782266225052.html,Lorris Murail,"[""Pocket Jeunesse"", ""Grand Format""]"
05/04/2012,"Wakfu, les kamas de la soif N° 2",http://www.decitre.fr/revues/wakfu-les-kamas-de-la-soif-n-2-9782359102666.html,"Isabelle Bauthian, Wuye Changjie","[""Ankama"", ""E-book""]"
05/04/2012,Ma maman est comme ça,http://www.decitre.fr/livres/ma-maman-est-comme-ca-9782940456352.html,"Sandrine Beau, Soufie",Limonade (Editions)
05/04/2012,Mon papa est comme ci,http://www.decitre.fr/livres/mon-papa-est-comme-ci-9782940456369.html,"Sandrine Beau, Soufie",Limonade (Editions)
05/04/2012,"Dis, papa...",http://www.decitre.fr/livres/dis-papa-9782747039147.html,"Jean-Hugues Malineau, Jean-Charles Rousseau","[""Bayard Jeunesse"", ""Jeunesse""]"
05/04/2012,Quatre petits coins de rien du tout,http://www.decitre.fr/livres/quatre-petits-coins-de-rien-du-tout-9782871427803.html,Jérôme Ruillier,"[""Mijade"", ""Jeunesse""]"
05/04/2012,Jour de vote à Sabana,http://www.decitre.fr/livres/jour-de-vote-a-sabana-9782352630722.html,"Sandrine Dumas Roy, Bruno Robert","[""Ricochet (Editions du)"", ""Jeunesse""]"
05/04/2012,Ma petite soeur et moi en vacances,http://www.decitre.fr/livres/ma-petite-soeur-et-moi-en-vacances-9782070642434.html,Jenny Valentine,Gallimard jeunesse
05/04/2012,Mireille l'Abeille. Edition collector,http://www.decitre.fr/livres/mireille-l-abeille-9782070646098.html,Antoon Krings,Gallimard Jeunesse Giboulées
05/04/2012,Belle la Coccinelle,http://www.decitre.fr/livres/belle-la-coccinelle-9782070646104.html,Antoon Krings,"[""Gallimard Jeunesse Giboulées"", ""Jeunesse""]"
05/04/2012,Mon imagier du jardin,http://www.decitre.fr/livres/mon-imagier-du-jardin-9782092537824.html,Nathalie Choux,Nathan
05/04/2012,Mon super cahier d'activités,http://www.decitre.fr/livres/mon-super-cahier-d-activites-9782092537947.html,Thierry Courtin,Nathan
05/04/2012,Les P'tites Poules Pas de poules mouillées au poulailler !,http://www.decitre.fr/livres/les-p-tites-poules-pas-de-poules-mouillees-au-poulailler-9782266223065.html,"Christian Jolibois, Christian Heinrich","[""Pocket Jeunesse"", ""E-book""]"
05/04/2012,Circus,http://www.decitre.fr/livres/circus-9782353254040.html,Mikaël,Clair de Lune (Editions)
05/04/2012,Les Chevaliers d'Emeraude Tome 2 Les dragons de l'Empereur Noir,http://www.decitre.fr/livres/les-chevaliers-d-emeraude-tome-2-les-dragons-de-l-empereur-noir-9782749915395.html,Anne Robillard,"[""Michel Lafon"", ""Grand Format""]"
05/04/2012,Les Héritiers d'Enkidiev Tome 3 Les dieux ailés,http://www.decitre.fr/livres/les-heritiers-d-enkidiev-tome-3-les-dieux-ailes-9782749916125.html,Anne Robillard,Michel Lafon
05/04/2012,Cinq souris. Ca sent le roussi,http://www.decitre.fr/livres/cinq-souris-9782354131708.html,Chisato Tashiro,"[""Minedition"", ""Jeunesse""]"
04/04/2012,Le père Goriot,http://www.decitre.fr/livres/le-pere-goriot-9782013232821.html,Honoré de Balzac,"[""Hachette"", ""Grand Format""]"
04/04/2012,Princesses. Super colo avec des stickers,http://www.decitre.fr/livres/princesses-9782014641189.html,Disney,Hachette Jeunesse
04/04/2012,Super colo Cars,http://www.decitre.fr/livres/super-colo-cars-9782014641196.html,Disney Pixar,Hachette Jeunesse
04/04/2012,Spider-sense Spider-man. Super colo avec des stickers,http://www.decitre.fr/livres/spider-sense-spider-man-9782014641202.html,Marvel,Hachette Jeunesse
04/04/2012,Ca vole... ça roule ! En route...,http://www.decitre.fr/livres/ca-vole-9782035868398.html,Sophie Verhille,Larousse
04/04/2012,"Les grands aventuriers du ciel. Lindbergh, Breitling Orbiter 3, Apollo II, Johnson, Voyager",http://www.decitre.fr/livres/les-grands-aventuriers-du-ciel-9782081251250.html,Von Hardesty,Flammarion
04/04/2012,"Les grands aventuriers des mers. Magellan, Cook, Shackleton, Heyerdahl, Chichester",http://www.decitre.fr/livres/les-grands-aventuriers-des-mers-9782081251267.html,"Robyn Mundy, Nigel Rigby",Flammarion
04/04/2012,Les plus belles histoires de Martine Tome 15 Des jours de bonheur ! - avec 1 CD audio,http://www.decitre.fr/livres/les-plus-belles-histoires-de-martine-tome-15-des-jours-de-bonheur-avec-1-cd-audio-9782203048744.html,"Gilbert Delahaye, Marcel Marlier",Casterman
04/04/2012,"Plic, plac, ploc",http://www.decitre.fr/livres/plic-plac-ploc-9782278070381.html,"Etsuko Bushika, Kaori Moro",Didier Jeunesse
04/04/2012,Où est Maman Ourse ?,http://www.decitre.fr/livres/ou-est-maman-ourse-9782278070398.html,Anne Jonas,Didier Jeunesse
04/04/2012,Un garçon sachant siffler,http://www.decitre.fr/livres/un-garcon-sachant-siffler-9782278070404.html,Ezra Jack Keats,Didier Jeunesse
04/04/2012,Douze,http://www.decitre.fr/livres/douze-9782330005597.html,Gwen Le Gac,Actes Sud Junior
04/04/2012,Rond rouge,http://www.decitre.fr/livres/rond-rouge-9782330005603.html,Claire Garralon,Actes Sud Junior
04/04/2012,Un départ en fanfare,http://www.decitre.fr/livres/un-depart-en-fanfare-9782330005610.html,Gilles Abier,Actes Sud Junior
04/04/2012,Les Romains à petits pas,http://www.decitre.fr/livres/les-romains-a-petits-pas-9782330005665.html,"Eric Dars, Eric Teyssier",Actes Sud Junior
04/04/2012,Gommettes la Renaissance,http://www.decitre.fr/livres/gommettes-la-renaissance-9782711860111.html,Iris Guichard-Voorhuis,RMN
04/04/2012,Les pingouins de Madagascar Tome 1 Il faut soigner le soldat Rico,http://www.decitre.fr/livres/les-pingouins-de-madagascar-tome-1-il-faut-soigner-le-soldat-rico-9782723486620.html,"Dave Server, Jackson Lanzing, Lucas Ferreyra, Antonio Campo, Aleksandr de Payevsky",Glénat
04/04/2012,Shrek Tome 2 Le cadeau surprise,http://www.decitre.fr/livres/shrek-tome-2-le-cadeau-surprise-9782723489331.html,"DreamWorks, Jason Burns",Glénat
04/04/2012,Enfernité Tome 1,http://www.decitre.fr/livres/enfernite-tome-1-9782745956354.html,Brodi Ashton,Milan (Editions)
04/04/2012,Surnaturels Tome 3 Forces élémentaires,http://www.decitre.fr/livres/surnaturels-tome-3-forces-elementaires-9782756027982.html,"Arnaud Dollen, Jérôme Alquié",Delcourt
04/04/2012,Tonio,http://www.decitre.fr/livres/tonio-9782812603396.html,Gaëtan Dorémus,Rouergue
04/04/2012,Lily & Tom Les petits jardiniers,http://www.decitre.fr/livres/lily-tom-les-petits-jardiniers-9782848655079.html,Isabelle Gibert,Sarbacane Editions
04/04/2012,Princesses Bazar't. Reines et princesses dans l'histoire de l'art,http://www.decitre.fr/livres/princesses-bazar-t-9782854954920.html,Françoise de Guibert,ArtLys (Editions)
04/04/2012,Witch saison 1 Tome 6 Illusions et mensonges,http://www.decitre.fr/livres/witch-saison-1-tome-6-illusions-et-mensonges-9782723488907.html,"Elisabetta Gnone, Bruno Enna, Paolo Campinoti, Marina Baggio, Roberto Zanotta",Glénat
04/04/2012,Shrek Tome 1 La revanche de Tracassin. Le joueur de flûte,http://www.decitre.fr/livres/shrek-tome-1-la-revanche-de-tracassin-9782723489324.html,DreamWorks,Glénat
04/04/2012,"Royal Bazar't. Rois, princes et chevaliers dans l'histoire de l'art",http://www.decitre.fr/livres/royal-bazar-t-9782854954555.html,Françoise de Guibert,ArtLys (Editions)
04/04/2012,Le Kraspek,http://www.decitre.fr/livres/le-kraspek-9782352891420.html,"Françoise Morvan, Etienne Beck",MeMo (Editions)
04/04/2012,Qui voilà ?,http://www.decitre.fr/livres/qui-voila-9782355042041.html,Clotilde Perrin,Rue du monde
04/04/2012,En Route ! avec 1 CD audio,http://www.decitre.fr/livres/en-route-avec-1-cd-audio-9782916681405.html,Carine Sanson,Enfance et Musique
04/04/2012,Tout bêtement. En rêvant à partir des illustrations de Carll Cneut,http://www.decitre.fr/livres/tout-betement-9782889081257.html,Jacques Roman,La joie de lire
04/04/2012,Rex le lion,http://www.decitre.fr/livres/rex-le-lion-9789461518637.html,Yoyo Books,Yoyo Editions
04/04/2012,Avions en papier à plier,http://www.decitre.fr/livres/avions-en-papier-a-plier-9782035870216.html,"Ken Blackburn, Jeff Lammers",Larousse Jeunesse
04/04/2012,Comment ratatiner les araignées ?,http://www.decitre.fr/livres/comment-ratatiner-les-araignees-9782723487429.html,"Catherine Leblanc, Roland Garrigue",P'tit Glénat
04/04/2012,Plan B pour l'été,http://www.decitre.fr/livres/plan-b-pour-l-ete-9782812603402.html,Hélène Vignal,Rouergue
04/04/2012,Mini-Loup,http://www.decitre.fr/livres/mini-loup-9782012258433.html,Philippe Matter,Hachette Jeunesse
04/04/2012,La chanson de Richard Strauss,http://www.decitre.fr/livres/la-chanson-de-richard-strauss-9782848655109.html,"Marcus Malte, Alexandra Huard",Sarbacane Editions
04/04/2012,Les Indiens d'Amérique du Nord,http://www.decitre.fr/livres/les-indiens-d-amerique-du-nord-9782745955166.html,Françoise Perriot,Milan (Editions)
04/04/2012,Les loups,http://www.decitre.fr/livres/les-loups-9782745956668.html,Stéphan Bonneau,Milan (Editions)
04/04/2012,Au bout là-bas,http://www.decitre.fr/livres/au-bout-la-bas-9782330005573.html,Anne Vantal,Actes Sud Junior
04/04/2012,Toutes les maisons sont dans la nature,http://www.decitre.fr/livres/toutes-les-maisons-sont-dans-la-nature-9782358510950.html,Didier Cornille,Hélium
04/04/2012,Contes et magies d'Afrique avec 1 CD audio,http://www.decitre.fr/livres/contes-et-magies-d-afrique-9782745956026.html,Souleymane Mbodj,Milan (Editions)
04/04/2012,"Ce soir, je dors chez un copain !",http://www.decitre.fr/livres/ce-soir-je-dors-chez-un-copain-9782035875754.html,David Melling,Larousse Jeunesse
04/04/2012,"Mon grand livre d'autocollants 5-6 ans. Ta journée, les vêtements, les aliments, les véhicules, les animaux, et plein d'univers à coller...",http://www.decitre.fr/livres/mon-grand-livre-d-autocollants-5-6-ans-9782035870131.html,Larousse,Larousse
04/04/2012,Un prince à croquer Tome 1 Entrée,http://www.decitre.fr/livres/un-prince-a-croquer-tome-1-entree-9782756022123.html,Patricia Lyfoung,Delcourt
04/04/2012,Un parfum d'histoire Tome 2 L'eau du roi,http://www.decitre.fr/livres/un-parfum-d-histoire-tome-2-l-eau-du-roi-9782809806496.html,Béatrice Egémar,Archipel (L')
04/04/2012,Lily et Clara. Le petit bobo,http://www.decitre.fr/livres/lily-et-clara-9782848655086.html,Isabelle Gibert,Sarbacane Editions
04/04/2012,Jabberwocky le dragragroula,http://www.decitre.fr/livres/jabberwocky-le-dragragroula-9782848655093.html,"Lewis Carroll, François David, Raphaël Urwiller",Sarbacane Editions
04/04/2012,Et avant,http://www.decitre.fr/livres/et-avant-9782848655116.html,"CharlElie Couture, Serge Bloch",Sarbacane Editions
04/04/2012,Le gentil petit livre rouge,http://www.decitre.fr/livres/le-gentil-petit-livre-rouge-9782889081172.html,Zhifang Tang,La joie de lire
04/04/2012,Origamis magiques et amusants,http://www.decitre.fr/livres/origamis-magiques-et-amusants-9782723488846.html,Tania Capron,Atlas (Editions)
04/04/2012,Matt & Higgins Tome 2 Rendez-vous,http://www.decitre.fr/livres/matt-higgins-tome-2-rendez-vous-9782354380410.html,François Roussel,Max Milo
04/04/2012,Matt & Higgins Tome 3 Jour de chance,http://www.decitre.fr/livres/matt-higgins-tome-3-jour-de-chance-9782354380427.html,François Roussel,Max Milo
04/04/2012,Musique à construire. 80 instruments de musique à fabriquer pour les tout-petits,http://www.decitre.fr/livres/musique-a-construire-9782916681412.html,Agnès Chaumié,Enfance et Musique
04/04/2012,"Mon Grand livre d'autocollants 4-5 ans. Les transports, les aliments, les animaux, le quotidien, les objets, et plein d'univers à coller...",http://www.decitre.fr/livres/mon-grand-livre-d-autocollants-4-5-ans-9782035870155.html,Larousse,Larousse
04/04/2012,"Mon Grand livre d'autocollants 3-4 ans. Les animaux, les objets, la nature, les véhicules, les aliments et plein d'univers à coller...",http://www.decitre.fr/livres/mon-grand-livre-d-autocollants-3-4-ans-9782035870162.html,Larousse,Larousse
04/04/2012,"Mon Grand livre d'autocollants 4-5 ans. L'anniversaire, les objets, la nature, les véhicules, les animaux, et plein d'univers à coller...",http://www.decitre.fr/livres/mon-grand-livre-d-autocollants-4-5-ans-9782035870148.html,Larousse,Larousse
04/04/2012,Madame Bovary,http://www.decitre.fr/livres/madame-bovary-9782013232845.html,Gustave Flaubert,"[""Hachette"", ""Etude d'oeuvre""]"
04/04/2012,Princesse Histamine,http://www.decitre.fr/livres/princesse-histamine-9782013232869.html,Erik Orsenna,"[""Hachette"", ""Grand Format""]"
04/04/2012,Germinal,http://www.decitre.fr/livres/germinal-9782013232906.html,Emile Zola,"[""Hachette"", ""Grand Format""]"
04/04/2012,Les oiseaux noirs,http://www.decitre.fr/livres/les-oiseaux-noirs-9782203043626.html,Faustina Fiore,"[""Casterman"", ""E-book""]"
04/04/2012,Cherub Tome 1 100 jours en enfer,http://www.decitre.fr/livres/cherub-tome-1-100-jours-en-enfer-9782203048386.html,"Robert Muchamore, Aggs, Ian Edginton","[""Casterman"", ""E-book""]"
04/04/2012,Wilma Tenderfoot Tome 1 L'énigme des coeurs gelés,http://www.decitre.fr/livres/wilma-tenderfoot-tome-1-l-enigme-des-coeurs-geles-9782203048416.html,Emma Kennedy,"[""Casterman"", ""Nouvelle Edition""]"
04/04/2012,Martine à la maison,http://www.decitre.fr/livres/martine-a-la-maison-9782203048645.html,"Gilbert Delahaye, Marcel Marlier","[""Casterman"", ""Jeunesse""]"
04/04/2012,Martine au zoo,http://www.decitre.fr/livres/martine-au-zoo-9782203048737.html,"Gilbert Delahaye, Marcel Marlier","[""Casterman"", ""Jeunesse""]"
04/04/2012,Les plus belles histoires de Martine Tome 16 A l'aventure ! - avec 1 CD audio,http://www.decitre.fr/livres/les-plus-belles-histoires-de-martine-tome-16-a-l-aventure-avec-1-cd-audio-9782203048751.html,"Gilbert Delahaye, Marcel Marlier","[""Casterman"", ""Jeunesse""]"
04/04/2012,Rendez-vous avec un vampire,http://www.decitre.fr/livres/rendez-vous-avec-un-vampire-9782352888611.html,Lucienne Diver,"[""City Editions"", ""Grand Format""]"
04/04/2012,Les initiés Tome 1 Tomas et le réseau invisible,http://www.decitre.fr/livres/les-inities-tome-1-tomas-et-le-reseau-invisible-9782700237580.html,Jean-Christophe Tixier,"[""Rageot"", ""E-book""]"
04/04/2012,Les secrets d'une voleuse,http://www.decitre.fr/livres/les-secrets-d-une-voleuse-9782700239058.html,Eléonore Cannone,"[""Rageot"", ""E-book""]"
04/04/2012,Brigade Sud : Clic Mortel,http://www.decitre.fr/livres/brigade-sud-clic-mortel-9782700239072.html,Jean-Luc Luciani,"[""Rageot"", ""E-book""]"
04/04/2012,L'assassin impossible,http://www.decitre.fr/livres/l-assassin-impossible-9782700239065.html,Laurent Chabin,"[""Rageot"", ""Grand Format""]"
04/04/2012,Un petit cochon pendu au plafond,http://www.decitre.fr/livres/un-petit-cochon-pendu-au-plafond-9782745953766.html,Olivier Latyk,Milan (Editions)
04/04/2012,Le Rouge et le Noir,http://www.decitre.fr/livres/le-rouge-et-le-noir-9782013232838.html,Stendhal,"[""Hachette"", ""Grand Format""]"
04/04/2012,Nouvelles contemporaines. Regards sur le monde,http://www.decitre.fr/livres/nouvelles-contemporaines-9782013232876.html,"Delphine de Vigan, Timothée de Fombelle, Caroline Vermalle","[""Hachette"", ""E-book""]"
04/04/2012,Contes russes,http://www.decitre.fr/livres/contes-russes-9782021077230.html,Ivan Bilibine,Seuil Jeunesse
04/04/2012,Rose Tome 3 Rose et le masque vénitien,http://www.decitre.fr/livres/rose-tome-3-rose-et-le-masque-venitien-9782081250321.html,Holly Webb,Flammarion
04/04/2012,Le Voyage dans le Temps Tome 3 Les mammouths ; Les Grecs ; Léonard de Vinci,http://www.decitre.fr/livres/le-voyage-dans-le-temps-tome-3-les-mammouths-les-grecs-leonard-de-vinci-9782226240378.html,Geronimo Stilton,Albin Michel Jeunesse
04/04/2012,Ce matin,http://www.decitre.fr/livres/ce-matin-9782330005580.html,Arno,Actes Sud Junior
04/04/2012,Les indiens d'Amérique à petits pas,http://www.decitre.fr/livres/les-indiens-d-amerique-a-petits-pas-9782330005641.html,Sophie Lamoureaux,Actes Sud Junior
04/04/2012,Sept ans plus tard,http://www.decitre.fr/livres/sept-ans-plus-tard-9782700239089.html,Jean-Christophe Tixier,"[""Rageot"", ""E-book""]"
04/04/2012,Au coeur de l'Afrique,http://www.decitre.fr/livres/au-coeur-de-l-afrique-9782745955173.html,Bernard Nantet,Milan (Editions)
04/04/2012,Le voyage extraordinaire Tome 1,http://www.decitre.fr/livres/le-voyage-extraordinaire-tome-1-9782749306131.html,"Denis-Pierre Filippi, Silvio Camboni",Vents d'Ouest
04/04/2012,Les Légendaires Tome 2 Les épreuves du Gardien,http://www.decitre.fr/livres/les-legendaires-tome-2-les-epreuves-du-gardien-9782012025318.html,Nicolas Jarry,"[""Hachette Jeunesse"", ""E-book""]"
03/04/2012,Matous partout,http://www.decitre.fr/livres/matous-partout-9782353190720.html,"Bernadette Pourquié, Julie Eugène",Edune (Editions l')
03/04/2012,Pour de vrai pour de faux,http://www.decitre.fr/livres/pour-de-vrai-pour-de-faux-9782917637227.html,"Anne-Marie Abitan, Lele Sa'n",L'initiale
02/04/2012,Votez pour moi !,http://www.decitre.fr/livres/votez-pour-moi-9782723467414.html,"Martin Baltscheit, Marc Boutavant",Glénat
02/04/2012,Masques,http://www.decitre.fr/livres/masques-9782917045190.html,"Galia Tapiero, Edwige de Lassus",Kilowatt
02/04/2012,Le château magique Tome 13 La princesse Camille et le chocolatier,http://www.decitre.fr/livres/le-chateau-magique-tome-13-la-princesse-camille-et-le-chocolatier-9782747037167.html,Katie Chase,Bayard Jeunesse
02/04/2012,Graine de cuistot. 40 recettes pour les chefs en herbe ! Inclus ta toque de cuistot,http://www.decitre.fr/livres/graine-de-cuistot-9782917537572.html,Nathalie Cahet,Graine 2 Editions
02/04/2012,Nelly & César Un crocodile dans les étoiles,http://www.decitre.fr/livres/nelly-cesar-un-crocodile-dans-les-etoiles-9789031727650.html,"Ingrid Godon, Maud Loisillier",Averbode
02/04/2012,Maxi coloriage facile !,http://www.decitre.fr/livres/maxi-coloriage-facile-9789461518293.html,Yoyo éditions,Yoyo Editions
02/04/2012,Les animaux sauvages,http://www.decitre.fr/livres/les-animaux-sauvages-9782803454402.html,Chantecler,Chantecler
02/04/2012,Les animaux de chez nous,http://www.decitre.fr/livres/les-animaux-de-chez-nous-9782803454419.html,Chantecler,Chantecler
02/04/2012,Mes premiers projets au Microscope,http://www.decitre.fr/livres/mes-premiers-projets-au-microscope-9782803454488.html,Annerose Bommer,Chantecler
02/04/2012,Mon grand livre d'équitation,http://www.decitre.fr/livres/mon-grand-livre-d-equitation-9782803454815.html,Ute Ochsenbauer,Chantecler
02/04/2012,Les plus belles chansons d'enfants avec 1 CD audio,http://www.decitre.fr/livres/les-plus-belles-chansons-d-enfants-9782803454969.html,Chantecler,Chantecler
02/04/2012,Super coloring festival,http://www.decitre.fr/livres/super-coloring-festival-9789043801584.html,Chantecler,Chantecler
02/04/2012,Fashion. Dessin et coloriage super fun,http://www.decitre.fr/livres/fashion-9789044732306.html,Chantecler,Chantecler
02/04/2012,Color & Sticker Fun. Les gentils animaux. Dès 3 ans,http://www.decitre.fr/livres/color-sticker-fun-9789044732702.html,Anita Engelen,Chantecler
02/04/2012,Crea color fleurs. Avec des dessins détachables,http://www.decitre.fr/livres/crea-color-fleurs-9789044732849.html,Chantecler,Chantecler
02/04/2012,Maxi coloriage par numéro 1-20,http://www.decitre.fr/livres/maxi-coloriage-par-numero-1-20-9789461510839.html,Yoyo éditions,Yoyo Editions
02/04/2012,La nuit des étoiles,http://www.decitre.fr/livres/la-nuit-des-etoiles-9782013932691.html,Cathy Moss,Hachette Jeunesse
02/04/2012,Mission dent de lait,http://www.decitre.fr/livres/mission-dent-de-lait-9782747038102.html,"Anne Didier, José Sanabria",Bayard Poche
02/04/2012,Les meilleures activités nature réunies !,http://www.decitre.fr/livres/les-meilleures-activites-nature-reunies-9782745956989.html,Frédéric Lisak,Milan (Editions)
02/04/2012,"Miam-miam !. Gâteaux, biscuits & bonbons. Coloriage",http://www.decitre.fr/livres/miam-miam-gateaux-biscuits-bonbons-9782803455232.html,Ann Kronheimer,Chantecler
02/04/2012,Provence et Côte d'Azur,http://www.decitre.fr/livres/provence-et-cote-d-azur-9782917537558.html,Jean-Michel Billioud,Graine 2 Editions
02/04/2012,J'ai une idée !,http://www.decitre.fr/livres/j-ai-une-idee-9782917537565.html,"Béatrice Gernot, François Maumont",Graine 2 Editions
02/04/2012,Voiture de police,http://www.decitre.fr/livres/voiture-de-police-9789044732177.html,Anita Engelen,Chantecler
02/04/2012,Ca pousse !. Expériences bio pour jeunes jardiniers,http://www.decitre.fr/livres/ca-pousse-experiences-bio-pour-jeunes-jardiniers-9782842212971.html,Ralf Lilienthal,Plage (La)
02/04/2012,Les meilleures blagues pour les kids,http://www.decitre.fr/livres/les-meilleures-blagues-pour-les-kids-9782803455072.html,Chantecler,Chantecler
02/04/2012,Accroche-toi Sam !,http://www.decitre.fr/livres/accroche-toi-sam-9782747040334.html,Margaret Bechard,Bayard Jeunesse
02/04/2012,Mon grand dictionnaire d'autocollants,http://www.decitre.fr/livres/mon-grand-dictionnaire-d-autocollants-9789461518927.html,Yoyo éditions,Yoyo Editions
02/04/2012,Camion de pompiers,http://www.decitre.fr/livres/camion-de-pompiers-9789044732184.html,Anita Engelen,Chantecler
02/04/2012,Fun coloring !. 12 images à colorier super amusantes,http://www.decitre.fr/livres/fun-coloring-12-images-a-colorier-super-amusantes-9789044731095.html,Frieda Van Raevels,Chantecler
02/04/2012,"Il était plusieurs ""foi"" pour répondre aux questions des enfants sur les religions",http://www.decitre.fr/livres/il-etait-plusieurs-foi-pour-repondre-aux-questions-des-enfants-sur-les-religions-9782226239815.html,Monique Gilbert,Albin Michel (Editions)
01/04/2012,A la rencontre des mamans,http://www.decitre.fr/livres/a-la-rencontre-des-mamans-9791090196148.html,"Nancy Guilbert, Lilly Seewald",P'tits Totems (Les)
01/04/2012,Les voyages-enquêtes d'Alex et Taïs Tome 1 Les mules de Guadalajara,http://www.decitre.fr/livres/les-voyages-enquetes-d-alex-et-tais-tome-1-les-mules-de-guadalajara-9782915723724.html,Serge Perrotin,Durand-Peyroles
01/04/2012,Oscar le renard et l'impala de la savane,http://www.decitre.fr/livres/oscar-le-renard-et-l-impala-de-la-savane-9782350008332.html,Olivier Larizza,Oskar
01/04/2012,Les mythes romains pour réfléchir,http://www.decitre.fr/livres/les-mythes-romains-pour-reflechir-9782350008745.html,Isabelle Korda,Oskar
01/04/2012,Nina et Nino,http://www.decitre.fr/livres/nina-et-nino-9782701163130.html,Yokococo,Belin
01/04/2012,L'Hirondelle et la mer,http://www.decitre.fr/livres/l-hirondelle-et-la-mer-9782916929484.html,"Alexandre Reingot, Dave Baranes",Onde (Editions de l')
01/04/2012,Les Alsa'comptines. Des chansons et comptines chantées en alsacien et en français avec 2 CD audio,http://www.decitre.fr/livres/les-alsa-comptines-9782362560439.html,"Francine Pohl-Guillerey, Gérard Dalton",Formulette production
01/04/2012,Léon ne sait pas dire non,http://www.decitre.fr/livres/leon-ne-sait-pas-dire-non-9782364210172.html,"Marie-Hélène Lafond, Emilie Cuberli",Alpha Book Editions
01/04/2012,Hector et moi,http://www.decitre.fr/livres/hector-et-moi-9782364210233.html,"Olivier Dupin, Amandine Gardie",Alpha Book Editions
01/04/2012,Les manchots,http://www.decitre.fr/livres/les-manchots-9782753021099.html,"Nathalie Coët, Cynthia O'Brien, Peter Clubb, Nick Avery",Piccolia
01/04/2012,Dina le dino,http://www.decitre.fr/livres/dina-le-dino-9789461518613.html,Yoyo éditions,Yoyo Editions
01/04/2012,Max l'elephant,http://www.decitre.fr/livres/max-l-elephant-9789461518606.html,Yoyo Books,Yoyo Editions
01/04/2012,Rose l'hippopotame,http://www.decitre.fr/livres/rose-l-hippopotame-9789461518620.html,Yoyo éditions,Yoyo Editions
01/04/2012,Manege color,http://www.decitre.fr/livres/manege-color-9789044733075.html,Chantecler,Chantecler
01/04/2012,The Onion?s Great Escape,http://www.decitre.fr/livres/the-onion-s-great-escape-9780714857039.html,Sara Fanelli,Phaidon
01/04/2012,Lamilou,http://www.decitre.fr/livres/lamilou-9782361990367.html,Roland Tardy,Le Croît vif
01/04/2012,La plus jolie maman,http://www.decitre.fr/livres/la-plus-jolie-maman-9782361990374.html,Annie Langlois,Le Croît vif
01/04/2012,Combien d'amis des profondeurs peux-tu compter ?,http://www.decitre.fr/livres/combien-d-amis-des-profondeurs-peux-tu-compter-9789461517661.html,Yoyo éditions,Yoyo Editions
01/04/2012,Coucou Tigrou ! Qui se cache dans la jungle ?,http://www.decitre.fr/livres/coucou-tigrou-qui-se-cache-dans-la-jungle-9789461517678.html,Yoyo éditions,Yoyo Editions
01/04/2012,De quelle couleur sont mes amis du jardin ?,http://www.decitre.fr/livres/de-quelle-couleur-sont-mes-amis-du-jardin-9789461517685.html,Yoyo éditions,Yoyo Editions
01/04/2012,Qui sont mes amis de la ferme ?,http://www.decitre.fr/livres/qui-sont-mes-amis-de-la-ferme-9789461517692.html,Yoyo éditions,Yoyo Editions
01/04/2012,Jean-Jacques Rousseau. Le commencement d'un monde avec 1 DVD,http://www.decitre.fr/dvd-video/jean-jacques-rousseau-3770002757024.html,Ossian Gani,Delga
01/04/2012,Emilie la petite souris,http://www.decitre.fr/livres/emilie-la-petite-souris-9782849212394.html,Florence Fournival,THOT (EDITIONS)
01/04/2012,Mousticot. Agent secret M005,http://www.decitre.fr/livres/mousticot-9782847123371.html,Arnaud Gueudet,Petit Pavé (Editions Le)
01/04/2012,Kimati et la montagne aux esprits,http://www.decitre.fr/livres/kimati-et-la-montagne-aux-esprits-9782918245292.html,"Christelle Huet-Gomez, Emilie Dedieu",Samsara (Editions des)
01/04/2012,Expérience SOGUIPAH. Moyen sûr de lutte contre la pauvreté,http://www.decitre.fr/livres/experience-soguipah-9782296966321.html,"Mariame Camara, Mohamed Cherif Haïdara",L'Harmattan
01/04/2012,Lorna et le secret de la forêt,http://www.decitre.fr/livres/lorna-et-le-secret-de-la-foret-9782823100907.html,Yvelle Frémont,Persée (Editions)
01/04/2012,Toujours joyeux !. Saint Dominique Savio,http://www.decitre.fr/livres/toujours-joyeux-saint-dominique-savio-9782740317259.html,Mauricette Vial-Andru,PIERRE TEQUI (EDITIONS)
01/04/2012,Je suis l'amour,http://www.decitre.fr/livres/je-suis-l-amour-9782842596743.html,"Henri Medori, Christine Ponchon",Aedis
01/04/2012,Les enquêtes de l'inspecteur Pidmer,http://www.decitre.fr/livres/les-enquetes-de-l-inspecteur-pidmer-9782916342047.html,"Francis Laboutique, Greg Blondin",Pays du Nord
01/04/2012,Garfield Tome 26 Ca déménénage - - édition,http://www.decitre.fr/livres/garfield-tome-26-ca-demenenage-9782205070965.html,Jim Davis,Dargaud
01/04/2012,Le tribunal des animaux,http://www.decitre.fr/livres/le-tribunal-des-animaux-9782310011716.html,Christian Léoty,Amalthée
01/04/2012,Madeleine & le dessert du roi Stanislas,http://www.decitre.fr/livres/madeleine-le-dessert-du-roi-stanislas-9782917653029.html,"Elise Fischer, Amélie Dufour",Feuilles de menthe
