pub_date,link_to_book/_text,link_to_book,author,publisher
03/11/2011,Sylvain et Sylvette Tome 7 La vengeance de Renard,http://www.decitre.fr/livres/sylvain-et-sylvette-tome-7-la-vengeance-de-renard-9782914721585.html,Jean-Louis Pesch,P'tit Louis (Editions)
03/11/2011,Le Kididoc des comment ?,http://www.decitre.fr/livres/le-kididoc-des-comment-9782092530610.html,Sylvie Baussier,Nathan
03/11/2011,"Rentrons à la maison, petit ours",http://www.decitre.fr/livres/rentrons-a-la-maison-petit-ours-9782211019323.html,"Martin Waddell, Barbara Firth",Ecole des Loisirs (L')
03/11/2011,Gone Tome 4 L'épidémie,http://www.decitre.fr/revues/gone-tome-4-l-epidemie-9782266184243.html,Michael Grant,Pocket Jeunesse
03/11/2011,Devil's Kiss Tome 1,http://www.decitre.fr/livres/devil-s-kiss-tome-1-9782266187275.html,Sarwat Chadda,Pocket Jeunesse
03/11/2011,La Maison de la Nuit Tome 6 Tentée,http://www.decitre.fr/livres/la-maison-de-la-nuit-tome-6-tentee-9782266202671.html,"Kristin Cast, P-C Cast",Pocket Jeunesse
03/11/2011,Theodore Boone Enfant et justicier,http://www.decitre.fr/livres/theodore-boone-enfant-et-justicier-9782266211451.html,John Grisham,Pocket
03/11/2011,Le prince de la brume,http://www.decitre.fr/livres/le-prince-de-la-brume-9782266213042.html,Carlos Ruiz Zafon,Pocket Jeunesse
03/11/2011,La guerre des elfes. L'intégrale,http://www.decitre.fr/livres/la-guerre-des-elfes-9782266222525.html,Herbie Brennan,Pocket Jeunesse
03/11/2011,Là où j'irai,http://www.decitre.fr/livres/la-ou-j-irai-9782266222969.html,Gayle Forman,Pocket Jeunesse
03/11/2011,Les Dolce Tome 1 La Route des magiciens,http://www.decitre.fr/livres/les-dolce-tome-1-la-route-des-magiciens-9782359490190.html,Frédéric Petitjean,Don Quichotte
03/11/2011,Irrésistible Attraction,http://www.decitre.fr/livres/irresistible-attraction-9782732448688.html,Simone Elkeles,De La Martinière Jeunesse
03/11/2011,A.N.G.E. Tome 4 Sicarius,http://www.decitre.fr/livres/a-n-g-e-9782749915210.html,Anne Robillard,Michel Lafon
03/11/2011,Les Haut-Conteurs Tome 4 Treize damnés,http://www.decitre.fr/livres/les-haut-conteurs-tome-4-treize-damnes-9782919755066.html,"Olivier Peru, Patrick McSpare",Scrineo Jeunesse
02/11/2011,Babar. Coup de foudre aux Jeux de Célesteville,http://www.decitre.fr/livres/babar-9782012270169.html,"Laurent de Brunhoff, Phyllis Rose",Hachette Jeunesse
02/11/2011,Père Noël. Boîte-poupée,http://www.decitre.fr/livres/pere-noel-9782013936101.html,Corinne Demuynck,Gautier Languereau
02/11/2011,Mon premier livre puzzle Disney Princess. 5 puzzles inclus !,http://www.decitre.fr/livres/mon-premier-livre-puzzle-disney-princess-9782014636628.html,Disney,Hachette Jeunesse
02/11/2011,Au Royaume des Princesses,http://www.decitre.fr/livres/au-royaume-des-princesses-9782014639926.html,Disney,Hachette
02/11/2011,La petite maison dans la prairie. Coffret en 3 volumes : La petite maison dans la prairie ; Au bord du ruisseau ; Sur les rives du lac,http://www.decitre.fr/livres/la-petite-maison-dans-la-prairie-9782081268678.html,Laura Ingalls Wilder,Flammarion jeunesse
02/11/2011,Le Grimoire au rubis Au temps des sortilèges. L'intégrale Cycle 2,http://www.decitre.fr/livres/le-grimoire-au-rubis-au-temps-des-sortileges-9782203037779.html,Béatrice Bottet,Casterman
02/11/2011,"En voiture, Ralette !",http://www.decitre.fr/livres/en-voiture-ralette-9782218952999.html,"Jean Guion, Jeanine Guion",Hatier Jeunesse
02/11/2011,Tani,http://www.decitre.fr/livres/tani-9782226193315.html,Alex Godard,Albin Michel Jeunesse
02/11/2011,Découvre les peintres en créant tes tableaux. Animaux,http://www.decitre.fr/livres/decouvre-les-peintres-en-creant-tes-tableaux-9782226207319.html,Caroline Desnoëttes,Albin Michel Jeunesse
02/11/2011,Chroniques des mondes magiques Tome 4 L'anneau de lumière,http://www.decitre.fr/livres/chroniques-des-mondes-magiques-tome-4-l-anneau-de-lumiere-9782226231109.html,Geronimo Stilton,Albin Michel Jeunesse
02/11/2011,Dans le mystère des animaux sauvages. Abécédaire en linogravure,http://www.decitre.fr/livres/dans-le-mystere-des-animaux-sauvages-9782330001605.html,Sébastien Orsini,Actes Sud Junior
02/11/2011,Non à l'individualisme,http://www.decitre.fr/livres/non-a-l-individualisme-9782330001636.html,"Gérard Dhôtel, Bruno Doucey, Nimrod",Actes Sud Junior
02/11/2011,Sequoyah,http://www.decitre.fr/livres/sequoyah-9782364740303.html,Frédéric Marais,Thierry Magnier
02/11/2011,Le secret de Mademoiselle,http://www.decitre.fr/livres/le-secret-de-mademoiselle-9782719109441.html,Chloé Rémiat,Vilo Jeunesse
02/11/2011,Mamette Tome 5 La fleur de l'âge,http://www.decitre.fr/livres/mamette-tome-5-la-fleur-de-l-age-9782723480710.html,Nob,Glénat
02/11/2011,Le Petit Prince Tome 3 La planète de la musique,http://www.decitre.fr/livres/le-petit-prince-tome-3-la-planete-de-la-musique-9782723481915.html,"Guillaume Dorison, Didier Poli, Lucy Mazel",Glénat
02/11/2011,"Mon coffret p'tits gourmands en cuisine. 5 volumes, Cocktails rigolos ; Pique-niques gourmands ; Menus de carnaval ; Drôles de goûters ; Soirée pyjama",http://www.decitre.fr/livres/mon-coffret-p-tits-gourmands-en-cuisine-9782723484916.html,"Gilles Laurendon, Laurence Laurendon",Glénat
02/11/2011,Le Petit Prince Tome 4 La planète de Jade,http://www.decitre.fr/livres/le-petit-prince-tome-4-la-planete-de-jade-9782723485241.html,"Guillaume Dorison, Zedarkcrystal, Isa Python",Glénat
02/11/2011,Phildebert le liève et Huluberlue la tortue avec 1 CD audio,http://www.decitre.fr/livres/phildebert-le-lieve-et-huluberlue-la-tortue-9782723485999.html,Anne Roumanoff,Glénat
02/11/2011,Marie-Chantal la cigale et Eugénie la fourmi avec 1 CD audio,http://www.decitre.fr/livres/marie-chantal-la-cigale-et-eugenie-la-fourmi-9782723486002.html,Anne Roumanoff,Glénat
02/11/2011,Théo le Corbeau et Maître Renard avec 1 CD audio,http://www.decitre.fr/livres/theo-le-corbeau-et-maitre-renard-9782723486019.html,Anne Roumanoff,Atlas (Editions)
02/11/2011,Le tableau,http://www.decitre.fr/livres/le-tableau-9782723486170.html,Anik Le Ray,P'tit Glénat
02/11/2011,Zigo le clown Tome 2 Cadeau pour un zigoto,http://www.decitre.fr/livres/zigo-le-clown-tome-2-cadeau-pour-un-zigoto-9782745952936.html,"Zidrou, Carine De Brab",BD Kids
02/11/2011,Pas de rennes pour Noël !,http://www.decitre.fr/livres/pas-de-rennes-pour-noel-9782745953407.html,Lisa Trumbauer,Milan Jeunesse
02/11/2011,Le livre des histoires de Noël,http://www.decitre.fr/livres/le-livre-des-histoires-de-noel-9782745955623.html,Milan,Milan (Editions)
02/11/2011,Zélie et Compagnie Tome 8 Mambo !,http://www.decitre.fr/livres/zelie-et-compagnie-tome-8-mambo-9782747039062.html,"David De Thuin, Eric Corbeyran",BD Kids
02/11/2011,Waluk,http://www.decitre.fr/livres/waluk-9782756028606.html,"Emilio Ruiz, Ana Mirallès",Delcourt
02/11/2011,Le petit bonhomme pané,http://www.decitre.fr/livres/le-petit-bonhomme-pane-9782812602986.html,Olivier Douzou,Rouergue
02/11/2011,Le grand cheval bleu,http://www.decitre.fr/livres/le-grand-cheval-bleu-9782812602993.html,Irène Cohen-Janca,Rouergue
02/11/2011,Les déchainés,http://www.decitre.fr/livres/les-dechaines-9782848654959.html,Flo Jallier,Sarbacane Editions
02/11/2011,Zamba chien fidèle,http://www.decitre.fr/livres/zamba-chien-fidele-9782882956255.html,Madeleine Covas,Cabédita
02/11/2011,Aimeri Tome 1 Aimeri et le secret du temps,http://www.decitre.fr/livres/aimeri-tome-1-aimeri-et-le-secret-du-temps-9782916742397.html,Samuel Sadaune,Millefeuille (Editions)
02/11/2011,Café 0405,http://www.decitre.fr/livres/cafe-0405-9782916899602.html,Yi Hyeon,Chan-Ok (Editions)
02/11/2011,Tout le monde veut voir la mer,http://www.decitre.fr/livres/tout-le-monde-veut-voir-la-mer-9782812601835.html,Agnès de Lestrade,Rouergue
02/11/2011,Mon monde à moi,http://www.decitre.fr/livres/mon-monde-a-moi-9788896023204.html,Giulia Belloni,Passepartout
02/11/2011,Tout est possible,http://www.decitre.fr/livres/tout-est-possible-9788896023334.html,"Giulia Belloni, Marco Trevisan",Passepartout
02/11/2011,La petite bibliothèque des filles,http://www.decitre.fr/livres/la-petite-bibliotheque-des-filles-9782035868602.html,Isabelle Jeuge-Maynart,Larousse Jeunesse
02/11/2011,Léonard a une sensibilité de gauche avec 1 CD audio,http://www.decitre.fr/livres/leonard-a-une-sensibilite-de-gauche-9782330001384.html,Vincent Delerm,Actes Sud Junior
02/11/2011,Winx Club Tome 40 Le royaume des fées,http://www.decitre.fr/livres/winx-club-tome-40-le-royaume-des-fees-9782012025295.html,Sophie Marvaud,Hachette Jeunesse
02/11/2011,La marmite pleine d'or,http://www.decitre.fr/livres/la-marmite-pleine-d-or-9782278067367.html,"Jean-Louis Le Craver, Céline Murcier",Didier Jeunesse
02/11/2011,Les enquêtes de Sherlock Holmes Le diadème de Béryls,http://www.decitre.fr/livres/les-enquetes-de-sherlock-holmes-le-diademe-de-beryls-9782848654713.html,Arthur Conan Doyle,Sarbacane Editions
02/11/2011,Adulte à présent,http://www.decitre.fr/livres/adulte-a-present-9782848654935.html,Edgar Sekloka,Sarbacane Editions
02/11/2011,Le livre de la jungle. Mon livre puzzle,http://www.decitre.fr/livres/le-livre-de-la-jungle-9782012271166.html,Hachette Jeunesse,Hachette Jeunesse
02/11/2011,Pop-up. Tout pour créer toi-même tes pop-up !,http://www.decitre.fr/livres/pop-up-9782081248045.html,"Frances Castle, Ruth Wickings",Père Castor-Flammarion
02/11/2011,Jouons à cache-cache !. Ton histoire à colorier !,http://www.decitre.fr/livres/jouons-a-cache-cache-ton-histoire-a-colorier-9782226231208.html,Nickelodeon,Albin Michel (Editions)
02/11/2011,Chapeau-Renard,http://www.decitre.fr/livres/chapeau-renard-9782278067428.html,Seungyoun Kim,Didier Jeunesse
02/11/2011,"La bibliothèque de Mimi. Les animaux de Mimi, Les habits de Mimi, Ce que Mimi préfère, Les jouets de Mimi",http://www.decitre.fr/livres/la-bibliotheque-de-mimi-9782226220363.html,Lucy Cousins,Albin Michel Jeunesse
02/11/2011,Star Wars The Clone Wars Tome 11 Le traitre,http://www.decitre.fr/livres/star-wars-the-clone-wars-tome-11-le-traitre-9782012025790.html,Hachette Jeunesse,Hachette Jeunesse
02/11/2011,"Viens vite, Père Noël !",http://www.decitre.fr/livres/viens-vite-pere-noel-9782035868381.html,Sophie Verhille,Larousse
02/11/2011,Mon cahier de dessins de Noël,http://www.decitre.fr/livres/mon-cahier-de-dessins-de-noel-9782035869906.html,Larousse,Larousse Jeunesse
02/11/2011,Mon carnet d'amies. Réservé aux meilleures copines !,http://www.decitre.fr/livres/mon-carnet-d-amies-9782035869982.html,"Joyce Coleman, Estelle Videau, Françoise Hamon, Célia Gallais",Larousse Jeunesse
02/11/2011,J'aime Noël,http://www.decitre.fr/livres/j-aime-noel-9782226231062.html,"Christophe Merlin, Minne",Albin Michel Jeunesse
02/11/2011,Geronimo Stilton Peter Pan,http://www.decitre.fr/livres/geronimo-stilton-peter-pan-9782226231093.html,Geronimo Stilton,Albin Michel Jeunesse
02/11/2011,24 histoires avant Noël,http://www.decitre.fr/livres/24-histoires-avant-noel-9782226238733.html,"Sophie Carquain, Jacques Azam",Albin Michel Jeunesse
02/11/2011,Quatre amis dans la neige,http://www.decitre.fr/livres/quatre-amis-dans-la-neige-9782278067480.html,Praline Gay-Para,Didier Jeunesse
02/11/2011,La chemise d'une femme heureuse avec 1 CD audio,http://www.decitre.fr/livres/la-chemise-d-une-femme-heureuse-9782330001902.html,"Susie Morgenstern, Batia Kolton",Actes Sud
02/11/2011,Le petit Marcel,http://www.decitre.fr/livres/le-petit-marcel-9782723485470.html,"Géraldine Collet, Arnaud Boutin",P'tit Glénat
02/11/2011,Chamalo. Un livre et une peluche,http://www.decitre.fr/livres/chamalo-9782081247659.html,Marion Billet,Flammarion
02/11/2011,Hercule Tome 2 La sentence de Delphes,http://www.decitre.fr/livres/hercule-tome-2-la-sentence-de-delphes-9782081265288.html,Michel Honaker,Flammarion
02/11/2011,Humour d'ovnis,http://www.decitre.fr/livres/humour-d-ovnis-9782896602933.html,Michel Bouchard,Presses Aventure
02/11/2011,Littlest PetShop Tome 7 Anne est paresseuse,http://www.decitre.fr/livres/littlest-petshop-tome-7-anne-est-paresseuse-9782012025844.html,Katherine Quenot,Hachette Jeunesse
02/11/2011,40 énigmes pour fans de foot,http://www.decitre.fr/livres/40-enigmes-pour-fans-de-foot-9782330001629.html,Silke Moritz,Actes Sud Junior
02/11/2011,La botte du Père Noël,http://www.decitre.fr/livres/la-botte-du-pere-noel-9782081247406.html,"Magdalena, Romain Mennetrier",Père Castor-Flammarion
02/11/2011,Le Club des Cinq Tome 25 A la télévision,http://www.decitre.fr/livres/le-club-des-cinq-tome-25-a-la-television-9782012024410.html,"Claude Voilier, Enid Blyton",Hachette
02/11/2011,Ma petite bibliothèque du cheval,http://www.decitre.fr/livres/ma-petite-bibliotheque-du-cheval-9782035868619.html,"Charlotte Clergeau, Laure Marandet",Larousse
02/11/2011,Cheval fantôme Tome 1 à 3 L'étalon sauvage - Un mustang dans la nuit - Une jument dans les flammes,http://www.decitre.fr/livres/cheval-fantome-tome-1-a-3-l-etalon-sauvage-un-mustang-dans-la-nuit-une-jument-dans-les-flammes-9782081269347.html,Terri Farley,Flammarion jeunesse
02/11/2011,Non stop,http://www.decitre.fr/livres/non-stop-9782012020856.html,Frédéric Mars,Hachette
02/11/2011,Vampire City Tome 4,http://www.decitre.fr/livres/vampire-city-tome-4-9782012021297.html,Rachel Caine,Hachette
02/11/2011,Le nouveau Sherlock Holmes Tome 1 La Maison de Soie,http://www.decitre.fr/livres/le-nouveau-sherlock-holmes-tome-1-la-maison-de-soie-9782012027008.html,Anthony Horowitz,Hachette
02/11/2011,Rose Tome 2 Rose et la princesse disparue,http://www.decitre.fr/livres/rose-tome-2-rose-et-la-princesse-disparue-9782081233294.html,Holly Webb,Flammarion
02/11/2011,Michka,http://www.decitre.fr/livres/michka-9782081248069.html,Marie Colmont,Flammarion
02/11/2011,"Les Colombes du Roi-Soleil Tomes 1 à 3 Les comédiennes de Monsieur Racine ; Le secret de Louise ; Charlotte, la rebelle",http://www.decitre.fr/livres/les-colombes-du-roi-soleil-tomes-1-a-3-les-comediennes-de-monsieur-racine-le-secret-de-louise-charlotte-la-rebelle-9782081269354.html,Anne-Marie Desplat-Duc,Flammarion
02/11/2011,Noël chez Ernest et Célestine,http://www.decitre.fr/livres/noel-chez-ernest-et-celestine-9782203040434.html,Gabrielle Vincent,Casterman
02/11/2011,Les Imbattables Manon et le bébé loup,http://www.decitre.fr/livres/les-imbattables-manon-et-le-bebe-loup-9782218953002.html,Olivier Daniel,Hatier Jeunesse
02/11/2011,Gotico,http://www.decitre.fr/livres/gotico-9782226193353.html,Rafael Abalos,Albin Michel (Editions)
02/11/2011,Le Plus Grand Livre du Monde !,http://www.decitre.fr/livres/le-plus-grand-livre-du-monde-9782226218322.html,Richard Scarry,Albin Michel (Editions)
02/11/2011,Les vampires de Manhattan Tome 6 La Promesse des Immortels,http://www.decitre.fr/livres/les-vampires-de-manhattan-tome-6-la-promesse-des-immortels-9782226231116.html,Melissa De la Cruz,Albin Michel (Editions)
02/11/2011,Sister red,http://www.decitre.fr/livres/sister-red-9782226231123.html,Jackson Pearce,Albin Michel (Editions)
02/11/2011,La noisette,http://www.decitre.fr/livres/la-noisette-9782278067374.html,Eric Battut,Didier Jeunesse
02/11/2011,Boucle d'or et les trois ours,http://www.decitre.fr/livres/boucle-d-or-et-les-trois-ours-9782812602979.html,Olivier Douzou,Rouergue
02/11/2011,Comment (bien) gérer sa love story,http://www.decitre.fr/livres/comment-bien-gerer-sa-love-story-9782812603006.html,Anne Percin,Rouergue
02/11/2011,Sur la piste de tante Wang Wang,http://www.decitre.fr/livres/sur-la-piste-de-tante-wang-wang-9782848654744.html,"Didier Lévy, Fabien Laurent",Sarbacane Editions
01/11/2011,Dessine-toi... ; Portraits autoportraits. Un long-métrage et 80 courts-métrages avec 2 DVD,http://www.decitre.fr/dvd-video/dessine-toi-3333297826976.html,Gilles Porte,France Télévisions Editions
01/11/2011,Apocalypse Hitler avec 1 DVD,http://www.decitre.fr/dvd-video/apocalypse-hitler-3333297855273.html,"Isabelle Clarke, Daniel Costelle",France Télévisions Editions
01/11/2011,Je veux apprendre !. Chansons pour les Droits de l'enfant avec 1 CD audio,http://www.decitre.fr/cd/je-veux-apprendre-chansons-pour-les-droits-de-l-enfant-1-cd-audio-3521383419915.html,Les petits serruriers magiques,Autre Distribution (L')
01/11/2011,Le petit chaperon en sweat rouge avec 1 CD audio,http://www.decitre.fr/livre-audio/le-petit-chaperon-en-sweat-rouge-3521383420010.html,D' de Kabal,Riposte
01/11/2011,Garfield Tome 29 Garfield en roue libre,http://www.decitre.fr/livres/garfield-tome-29-garfield-en-roue-libre-9782205069259.html,Jim Davis,Dargaud
01/11/2011,Soundiata Keïta. Le fils prodige du Mandé,http://www.decitre.fr/livres/soundiata-keita-9782296564398.html,Aboubacar Eros Sissoko,L'Harmattan
01/11/2011,Ours Harold,http://www.decitre.fr/livres/ours-harold-9782310010344.html,Vanessa Vuichard,Amalthée
01/11/2011,Le Monde arabe,http://www.decitre.fr/livres/le-monde-arabe-9782350007724.html,Isabelle Bochot,Oskar
01/11/2011,Grégoire le froussard,http://www.decitre.fr/livres/gregoire-le-froussard-9782350007939.html,Nathalie Kupermann,Oskar
01/11/2011,Les contes du diable Vauvert. Démons et merveilles,http://www.decitre.fr/livres/les-contes-du-diable-vauvert-9782350007946.html,Léo Lamarche,Oskar
01/11/2011,Dada !. L'art du désordre,http://www.decitre.fr/livres/dada-l-art-du-desordre-9782358320955.html,Nicolas Martin,Palette (éditions)
01/11/2011,"Moi, Chloé... Tome 5 Moi, Chloé vs Calamity Jen'",http://www.decitre.fr/livres/moi-chloe-9782358820059.html,KarinKa,La Fourmilière BD
01/11/2011,La prophétie d'Assise Tome 2 Jusqu'au bout,http://www.decitre.fr/livres/la-prophetie-d-assise-tome-2-jusqu-au-bout-9782360400560.html,Isabelle Laurent,Artège
01/11/2011,Le mystérieux carnet de Gaston,http://www.decitre.fr/livres/le-mysterieux-carnet-de-gaston-9782363880178.html,"Loren Bes, Catibou",Belcastel Editions
01/11/2011,La clé manquante,http://www.decitre.fr/livres/la-cle-manquante-9782364210141.html,"Céline Lamour-Crochet, Laure Phélipon",Alpha Book Editions
01/11/2011,L'étranger,http://www.decitre.fr/livres/l-etranger-9782722201552.html,Nathalie Somers,CLC Editions
01/11/2011,Les yeux du coeur,http://www.decitre.fr/livres/les-yeux-du-coeur-9782722201569.html,Nathalie Somers,CLC Editions
01/11/2011,Les aventures de Kapi le singe,http://www.decitre.fr/livres/les-aventures-de-kapi-le-singe-9782753019263.html,Anton Petrov,Piccolia
01/11/2011,Les aventures de Flop la grenouille,http://www.decitre.fr/livres/les-aventures-de-flop-la-grenouille-9782753019270.html,Anton Petrov,Piccolia
01/11/2011,Sauvé des eaux. La vie de Moïse,http://www.decitre.fr/livres/sauve-des-eaux-9782755001310.html,Mireille Boyer,Excelsis
01/11/2011,Argia,http://www.decitre.fr/livres/argia-9782810623112.html,Dyane,Books on Demand Editions
01/11/2011,Mes petits amis,http://www.decitre.fr/livres/mes-petits-amis-9782843784262.html,"Inès Lacaille, Karine-Marie Amiot",Triomphe
01/11/2011,Laissez venir à moi,http://www.decitre.fr/livres/laissez-venir-a-moi-9782845190269.html,Albert Bessieres,Saint-Remi (Editions)
01/11/2011,Livre de Messe des petits amis du Bon Dieu,http://www.decitre.fr/livres/livre-de-messe-des-petits-amis-du-bon-dieu-9782845190405.html,Fernand Nicolay,Saint-Remi (Editions)
01/11/2011,Missel des petits amis du Christ Jésus,http://www.decitre.fr/livres/missel-des-petits-amis-du-christ-jesus-9782845190412.html,Saint-Rémi,Saint-Remi (Editions)
01/11/2011,Paroissien expliqué des petits enfants,http://www.decitre.fr/livres/paroissien-explique-des-petits-enfants-9782845190429.html,Saint-Rémi,Saint-Remi (Editions)
01/11/2011,Saint Vincent de Paul raconté aux enfants,http://www.decitre.fr/livres/saint-vincent-de-paul-raconte-aux-enfants-9782845190498.html,Juliette Maldan,Saint-Remi (Editions)
01/11/2011,La petite goutte d'eau de mer qui voulait voir le pays blanc de sa grand-mère,http://www.decitre.fr/livres/la-petite-goutte-d-eau-de-mer-qui-voulait-voir-le-pays-blanc-de-sa-grand-mere-9782847123166.html,Yves Maurice,Petit Pavé (Editions Le)
01/11/2011,L'arbre aux serments,http://www.decitre.fr/livres/l-arbre-aux-serments-9782913647862.html,Lenia Major,Rouge Safran
01/11/2011,Les aventures d'Aline Tome 3 Les gardiens du mont Saint-Michel,http://www.decitre.fr/livres/les-aventures-d-aline-tome-3-les-gardiens-du-mont-saint-michel-9782915626018.html,Christophe Carmona,ID L'Edition
01/11/2011,Les aventures d'Aline Tome 4 La fiancée des Wurtemberg,http://www.decitre.fr/livres/les-aventures-d-aline-tome-4-la-fiancee-des-wurtemberg-9782915626087.html,Christophe Carmona,ID L'Edition
01/11/2011,Les aventures d'Aline Tome 1 Le manuscrit du Lichtenberg,http://www.decitre.fr/livres/les-aventures-d-aline-tome-1-le-manuscrit-du-lichtenberg-9782915626285.html,Christophe Carmona,ID L'Edition
01/11/2011,Les aventures d'Aline Tome 5 Les tours de Blandy,http://www.decitre.fr/livres/les-aventures-d-aline-tome-5-les-tours-de-blandy-9782915626292.html,Christophe Carmona,ID L'Edition
01/11/2011,Portraits de légendes d'Alsace,http://www.decitre.fr/livres/portraits-de-legendes-d-alsace-9782915626582.html,"Eugène Santangelo, Astrid Mull",ID L'Edition
01/11/2011,Astrid la cigogne raconte aux enfants quelques légendes d'Alsace,http://www.decitre.fr/livres/astrid-la-cigogne-raconte-aux-enfants-quelques-legendes-d-alsace-9782915626629.html,Eugène Santangelo,ID L'Edition
01/11/2011,Les aventures d'Aline Tome 7 Strasbourg,http://www.decitre.fr/livres/les-aventures-d-aline-tome-7-strasbourg-9782915626636.html,Christophe Carmona,ID L'Edition
01/11/2011,Le Murmure de Noël,http://www.decitre.fr/livres/le-murmure-de-noel-9782916529660.html,Jacky Blandeau,Terriciaë
01/11/2011,Le Roi Cheval,http://www.decitre.fr/livres/le-roi-cheval-9782916742458.html,"Evelyne Brisou-Pellen, Bruno Pilorget",Millefeuille (Editions)
01/11/2011,La vie secrète de Benjamin Moucheboeuf,http://www.decitre.fr/livres/la-vie-secrete-de-benjamin-moucheboeuf-9782917898390.html,Krystel Jacob,Volpilière (Editions)
01/11/2011,La Peau de chagrin,http://www.decitre.fr/livres/la-peau-de-chagrin-9782918145288.html,Honoré de Balzac,Itak
01/11/2011,Sur les quais,http://www.decitre.fr/livres/sur-les-quais-9782919472062.html,Ingrid Chabbert,Les lucioles
01/11/2011,Les potions de papi-guérit-tout. Une potion monstrueuse,http://www.decitre.fr/livres/les-potions-de-papi-guerit-tout-9782919472079.html,Anne-Gaëlle Balpe,Les lucioles
01/11/2011,Starets Séraphim. Un moine de Sarov,http://www.decitre.fr/livres/starets-seraphim-9782930273631.html,Gaëtan Evrard,Coccinelle BD
01/11/2011,Vole Vole Vole,http://www.decitre.fr/livres/vole-vole-vole-9782930607368.html,"François David, Consuelo de Mont-Marin",Carnets du Dessert de Lune
01/11/2011,Marcher pour apprendre à aimer : Saint-Jacques-de-Compostelle. Fleurir le chemin des étoiles par des petits gestes d'amour avec 1 DVD,http://www.decitre.fr/dvd-video/marcher-pour-apprendre-a-aimer-saint-jacques-de-compostelle-9782953582611.html,Gérard Trèves,Trèves (Editions)
01/11/2011,La Tempête,http://www.decitre.fr/livres/la-tempete-9782953979015.html,"Choubi, Junien",Château de Sable
01/11/2011,Cuisine avec Nelly & César. 16 recettes pour les enfants,http://www.decitre.fr/livres/cuisine-avec-nelly-cesar-9789031732135.html,"Ingrid Godon, Nele Soors",Averbode
01/11/2011,1-2-3 habille-nous !,http://www.decitre.fr/livres/1-2-3-habille-nous-9789031733620.html,Ingrid Godon,Averbode
01/11/2011,Les meilleurs contes de Grimm,http://www.decitre.fr/livres/les-meilleurs-contes-de-grimm-9789461514400.html,"Jakob et Wilhelm Grimm, Wilhelm Grimm",Yoyo Editions
01/11/2011,Les meilleurs contes d'Andersen,http://www.decitre.fr/livres/les-meilleurs-contes-d-andersen-9789461514417.html,Hans Christian Andersen,Yoyo Editions
01/11/2011,Les Mots. 9 petits livres,http://www.decitre.fr/livres/les-mots-9789461514448.html,Yoyo éditions,Yoyo Editions
01/11/2011,"Mon grand livre animalier. Bébés animaux, Animaux de compagnie, Animaux de la ferme",http://www.decitre.fr/livres/mon-grand-livre-animalier-9789461514578.html,Yoyo éditions,Yoyo Editions
01/11/2011,"Mon grand livre animalier. Animaux de la forêt, Animaux sauvages, Animaux géants et des montagnes",http://www.decitre.fr/livres/mon-grand-livre-animalier-9789461514585.html,Yoyo éditions,Yoyo Editions
01/11/2011,Mimi Manchot se fait des amis,http://www.decitre.fr/livres/mimi-manchot-se-fait-des-amis-9789461514653.html,Yoyo éditions,Yoyo Editions
01/11/2011,Pouët Pouët. Mon doux livre,http://www.decitre.fr/livres/pouet-pouet-9789461517203.html,Yoyo Books,Yoyo Editions
01/11/2011,La soirée de contes d'ici et d'ailleurs,http://www.decitre.fr/livres/la-soiree-de-contes-d-ici-et-d-ailleurs-9782756322513.html,Herman Philippe Sanon,Bénévent Editions
01/11/2011,A Lorette tous unis contre l'ambroisie,http://www.decitre.fr/livres/a-lorette-tous-unis-contre-l-ambroisie-9782812702990.html,Claude Secondi,Presses du Midi (Les)
01/11/2011,Clémentine et le Graoully,http://www.decitre.fr/livres/clementine-et-le-graoully-9782917653012.html,Lionel Larchevêque,Feuilles de menthe
01/11/2011,L'homme et la femme dans la cruche à vinaigre,http://www.decitre.fr/livres/l-homme-et-la-femme-dans-la-cruche-a-vinaigre-9791090813007.html,Valentin Michaut,La tulipe noire
01/11/2011,Livres pour la jeunesse en allemand,http://www.decitre.fr/livres/livres-pour-la-jeunesse-en-allemand-9782354940362.html,Anne-Laure Cognet,La Joie par les livres
01/11/2011,Pourquoi il faut penser à nettoyer son aquarium,http://www.decitre.fr/livres/pourquoi-il-faut-penser-a-nettoyer-son-aquarium-9782919347056.html,Amandine Ciosi,Ion Editions
01/11/2011,Au cirque,http://www.decitre.fr/livres/au-cirque-9782919650064.html,Marie Caudry,La maison est en carton
01/11/2011,Je demande le baptême et l'eucharistie. Livre de l'accompagnateur,http://www.decitre.fr/livres/je-demande-le-bapteme-et-l-eucharistie-9782857332886.html,"Louis-Michel Renier, Jean-Christophe Delente, Annette Hoguet",CRER
01/11/2011,J'ai 2 mamies très différentes !,http://www.decitre.fr/livres/j-ai-2-mamies-tres-differentes-9782912998606.html,"Monica Companys, Christelle Laizé",Monica Companys
01/11/2011,Ma Creche,http://www.decitre.fr/livres/ma-creche-9782919158102.html,Judy,Saint Jude
01/11/2011,Raconte-moi la Révolution...,http://www.decitre.fr/livres/raconte-moi-la-revolution-9782918245209.html,"Ingrid Chabbert, Loren Bes",Samsara (Editions des)
01/11/2011,Qui va à la chasse perd sa place,http://www.decitre.fr/livres/qui-va-a-la-chasse-perd-sa-place-9782918145578.html,"Joëlle Rochard, Véronique Hermouet",Itak
