0/pub_date,0/author,0/isbn,0/publisher,0/language,0/title,0/isbn/0,0/isbn/1
,艾倫．狄波頓/著,,出版地：台灣,,擁抱似水年華：普魯斯特如何改變你的人生,擁抱似水年華：普魯斯特如何改變你的人生 文／文字工作者2009年09月02日 《追憶似水年華》是很多人長久以來書單中的一項總無法達成的目標，而七大冊厚重的書要從書店抱回來也是個不小的工程，就算真的翻開頁扉開始浩大的讀書計畫，也很可能會被普魯斯特永無止盡的長句打擊了信心。所以有人說，閱讀《追憶似水年華》可以隨意翻閱自己喜愛的段落品讀，否則會在長達三十頁描寫失 more,ISBN：9576076145
,齊柏林,ISBN：9789861334691,出版地：台灣,,我的心，我的眼，看見台灣：齊柏林空拍20年的堅持與深情,,
出版日期：2013/06/24,薩爾曼．可汗,ISBN：9789861334592,出版地：台灣,語言：繁體中文,可汗學院的教育奇蹟：兩億人的家教課，跟比爾．蓋茲的孩子一起學習,,
,許惠珺,ISBN：9789861362571,出版地：台灣,,這樣做，寶寶超好帶：《百歲醫師教我的育兒寶典》實踐篇,,
出版日期：2014/01/22,卡洛斯．岡薩雷茲,ISBN：9789861363790,出版地：台灣,語言：繁體中文,我家寶寶不吃飯：資深小兒科名醫告訴你，母乳、配方奶、副食品應該這樣吃！,,
出版日期：2013/07/31,安妮芭居絲,ISBN：9789861363615,出版地：台灣,語言：繁體中文,法國媽媽的從容教養100招：不動氣、不犧牲、不心軟，教出聰明又自律的孩子,,
出版日期：2014/05/29,莎莉‧瓦爾德,ISBN：9789861363929,出版地：台灣,語言：繁體中文,0~4歲的兒語潛能開發寶典：全球暢銷10年！英國皇家語言治療師專業研發,,
,吳宗翰（John Wu）,ISBN：9789861364049,出版地：台灣,,學習就是要有計畫！：美國SAT榜首的考試、記憶、動機訓練法,,
出版日期：2014/05/29,茱蒂．迪佛雷,ISBN：9789861363912,出版地：台灣,語言：繁體中文,英國王妃也在用！產後身體調校全書,,
,李宜靜,ISBN：9789861751610,出版地：台灣,,這樣呼吸效果驚人（附贈CD） ──我親身的體驗和16個真實案例,,
出版日期：2012/05/24,亞歷山大．洛伊德、班．強生,ISBN：9789861752686,出版地：台灣,語言：繁體中文,療癒密碼：探萬病之源，見證遍布五大洲的自癒療法,,
,JOYCE (翁憶珍),ISBN：9789861334608,出版地：台灣,,最舒服的瑜伽書：選自己需要的，15分鐘輕鬆療身又療心（含50分鐘DVD：每日深層修復操，哪裡痛都有效）,,
,樓中亮,ISBN：9789861752990,出版地：台灣,,算大限：趨吉避凶，延年益壽的秘密（贈養生功法DVD＋「算大限」序號）,,
出版日期：2012/03/26,伊藤和磨,ISBN：9789861363165,出版地：台灣,語言：繁體中文,全世界1/3的人都在腰痛：一看就懂！疼痛原因與改善秘訣,,
,黃錫基,ISBN：9789861752617,出版地：台灣,,一生必學的O環測試：你的手指是最棒的身心諮商師,,
,許金川,ISBN：9789861362632,出版地：台灣,,遠離肝苦很簡單：你必須知道的保肝知識,,
,943,ISBN：9789861334578,出版地：台灣,,來去寺廟住一晚：超省錢！美食、美景，身心靈一次滿足,,
出版日期：2002/10/30,艾倫‧狄波頓/著,ISBN：9576078415,出版地：台灣,語言：繁體中文,旅行的藝術,,
,謝哲青,ISBN：9789861334837,出版地：台灣,,歐遊情書：因為太美，一定要說給你聽的風景,,
,角子,ISBN：9789861333250,出版地：台灣,,9314男人與男孩【上市珍藏版】(寫真集+文字書．兩冊合購不分售．附DVD),,
,Zoey,ISBN：9789861753416,出版地：台灣,,尿布甩尾的每一天：橘王子和貓奴家族的爆笑生活實錄,,
出版日期：2008/06/25,傑米．奧利佛,ISBN：9789861751122,出版地：台灣,語言：繁體中文,奧利佛的原味兒童餐,,
,黃淑文,,出版地：台灣,,趁著年輕去流浪,什麼原因讓我們非得流浪不可？ 文／巴比路2009年05月27日 流浪？ 流浪的感覺是什麼？ 為什麼要去流浪? 當我們每個人都坐在辦公室裡、房間裡、馬桶上想這件事的時候，一定很難想像流浪是什麼東西。或者說，當人們冠冕堂皇地談起人都該趁年輕瘋狂流浪才不枉青春時，我們會想說為什麼非得這樣不可。舒適的床鋪，溫暖的熱水澡，24H便利商店有什麼不好；又 more,ISBN：9789861751566
出版日期：2013/11/28,亞莉珊卓．荷敏絲莉,ISBN：9789861363738,出版地：台灣,語言：繁體中文,女孩愛上跑步：不只是身體，也關乎決心、情感與人生,,
,連美恩,ISBN：9789861334646,出版地：台灣,,我從拘留室搬進東倫敦之後,,
出版日期：2012/11/26,久住昌之,ISBN：9789861334318,出版地：台灣,語言：繁體中文,孤獨的美食家,,
,Mikey,ISBN：9789861363677,出版地：台灣,,我為文具著了迷！：重新發現色鉛筆x紙膠帶x印章x貼紙的N種可能,,
,曲家瑞,ISBN：9789861751337,出版地：台灣,,喂，幹嘛不做你自己,,
,女王,ISBN：9789861333854,出版地：台灣,,愛自己：我愛你，但是我更愛我自己,,
,女王,ISBN：9789861334851,出版地：台灣,,謝謝你（不）愛我,,
,dōTERRA®美商多特瑞,ISBN：9789861363837,出版地：台灣,,全家人的精油生活指南：100種天然、無毒又省錢的應用（贈野橘精油一瓶）,,
出版日期：2011/01/25,拜倫．凱蒂、麥可．卡茨,ISBN：9789861752181,出版地：台灣,語言：繁體中文,我需要你的愛。這是真的嗎？：四個問句改變愛的關係,,
,陶晶瑩,,出版地：台灣,,我愛故我在,學習如何去愛，並且，不要讓自己後悔。 文／潔德2009年12月17日 你 陶子在演藝圈工作了二十年，豐富的生活歷練，看多了男女間的分分合合，在生過孩子之後，對於愛情與婚姻，有了更深刻的體會與想法，用文字和你我分享。讀陶子的書很過癮，文如其人，犀利直率，敢愛直言，若以同樣是女性的角度來看，更有大快人心之感。 有些話、有些想法，或許我們只是偷偷藏在心裡， more,ISBN：9789861333090
,黃士鈞(哈克),ISBN：9789861753287,出版地：台灣,,讓愛成為一種能力(附CD)： 在關係中滋養彼此，讓你更敢愛、懂愛、親近愛,,
,李安妮,ISBN：9789861752815,出版地：台灣,,讓愛自由：男人女人支持彼此，活出真實自我,,
出版日期：2011/04/25,鄭多蓮,ISBN：9789861752259,出版地：台灣,語言：繁體中文,塑身女皇教你打造完美曲線（附贈完美曲線操DVD）,,
,樓中亮,,出版地：台灣,,算病：算出體質，量身訂作養生方案,只要了解五運六氣，便能預知生病的祕密！ 文／辛喬2011年01月12日 寒流來襲，與三五好友一起相約吃薑母鴉，雖然聚餐的很愉快，但隔日卻有兩位朋友身體不適，一位俗稱的「上火」，燥到喉嚨發炎，另一位正好相反，發冷兼拉肚子，明明大夥吃的是同一鍋食材，怎麼身體反應這樣兩極？這讓小編想到一本很有趣的書《算病：算出體質，量身訂作養生方案》，書中提及每個人先天體質 more,ISBN：9789571353081
出版日期：2011/03/01,邁可．桑德爾,,,語言：繁體中文,正義：一場思辨之旅,如果那橋上的胖子是個納粹，你會推他下去擋電車嗎？《正義：一場思辨之旅》 文／DL2011年03月02日 『電車問題』是個常見的哲學問題。故事的開始是這樣的： 一列電車剎車壞了；更糟的是，駕駛突然發現前方軌道上居然有5個工人！電車肯定是剎不了車的，通知工人也已經來不及；不過這時駕駛發現前方有條岔出去的支軌，支軌上只有1個工人...... [b]如果是你，你會選擇直直向前開撞死5個人；還是轉彎只撞死 more,ISBN：9789868271265
,謝宗翰,ISBN：9789868945043,出版地：台灣,,每天3分鐘！彈力帶瘦身：美國權威醫師教妳綁著就會瘦(隨書附贈180cm專業加強版矯正體型塑身彈力帶),,
出版日期：2014/04/24,潘蜜拉‧克里柏/著,ISBN：9789861753508,出版地：台灣,語言：繁體中文,蓋婭的靈訊：迎接全新的療癒與轉化,,
,釋戒嗔,ISBN：9789861332741,出版地：台灣,,小和尚的白粥館,,
,蔡志忠,ISBN：9789861333687,出版地：台灣,,漫畫金剛經：安頓心的力量,,
出版日期：2007/06/25,朗達．拜恩,,出版地：台灣,語言：繁體中文,祕密,2008書籍館館長的話：出發之前，讓我們彼此擁抱—— 一個讀者的年度閱讀筆記 文／喻小敏2008年12月18日 對書店工作者而言，讀排行榜是一件很重要的事。我每天早上進辦公室做的第一件事，就是跑排行榜報表。排行榜上的書目和銷售量，透露前一天讀者對我們所推薦的書的看法，認同或不置可否；而某本書在排行榜上名次的前進和後退，以及銷量的變化，則是一門大學問，可以讓我們討論半天。有些時候，某本書出乎意 more,ISBN：9789861750675
出版日期：2010/07/21,T．柯林．坎貝爾、湯馬斯．M．坎貝爾二世,ISBN：9789868590885,出版地：台灣,語言：繁體中文,救命飲食：越營養，越危險（全新增訂版）,,
出版日期：2011/03/29,朗達．拜恩,ISBN：9789861752211,出版地：台灣,語言：繁體中文,The Power力量,,
出版日期：2010/04/26,保羅．哈林頓,ISBN：9789861751894,出版地：台灣,語言：繁體中文,祕密青少年版,,
出版日期：2008/01/25,華勒思．華特斯,ISBN：9789861751009,出版地：台灣,語言：繁體中文,失落的致富經典,,
出版日期：2007/10/31,麥可J.羅西爾,ISBN：9789861750866,出版地：台灣,語言：繁體中文,吸引力法則：心想事成的黃金三步驟,,
出版日期：2012/09/28,朗達．拜恩,,出版地：台灣,語言：繁體中文,The Magic魔法,閱讀《The Magic魔法》後，我才發現，原來自己被這麼多人照顧著！ 文／寶妹2012年10月26日 前不久，朋友給我看一部短片「僱工人生」(EL EMPLEO / THE EMPLOYMENT)。影片從鬧鐘鈴響開始，有個人伸手按掉鬧鈴，起身走向立燈。立燈是以一位穿西裝打領帶、頭帶燈罩的人來表現。他拉開立燈開關，房間瞬間亮了起來。他走進浴室刮鬍子，他面對的鏡子，露出兩隻捧著鏡子的手。接著，他從廚房端出咖啡，走 more,ISBN：9789861752839
出版日期：2011/11/25,費迪南．馮．席拉赫,,出版地：台灣,語言：繁體中文,罪咎,法律與道德，交織成這張命運的網。這張命運的網，我們稱之為《罪咎》 文／虹彩妹妹2011年11月29日 如果要從今年出版的文學小說當中選出一本最特別的出版品，虹彩妹妹第一個想到的就是異軍突起、橫掃書市的《罪行》。 特別，是因為嚴格說來《罪行》並不是小說。書中記載的全是身為律師的作者，費迪南．馮．席拉赫執業十五年來的真實案例。作者執筆時拋開了律師的身份，以超然的第三者角度，冷靜地紀錄 more,ISBN：9789861341804
出版日期：2013/04/25,費迪南．馮．席拉赫,ISBN：9789861342115,出版地：台灣,語言：繁體中文,誰無罪,,
出版日期：2014/09/30,泰瑞‧普萊契,ISBN：9789869014939,出版地：台灣,語言：繁體中文,碟形世界特警隊7：砰！砰！砰！,,
出版日期：2014/01/22,綺拉‧凱斯,ISBN：9789861334868,,語言：繁體中文,決戰王妃2：背叛之吻,,
出版日期：2014/05/06,綺拉‧凱斯,ISBN：9789861334967,,語言：繁體中文,決戰王妃3：真命天女,,
出版日期：2013/09/30,綺拉．凱斯,ISBN：9789861334714,,語言：繁體中文,決戰王妃,,
出版日期：2011/06/30,費迪南．馮．席拉赫,,出版地：台灣,語言：繁體中文,罪行,那些無法具體求刑的，深情和偏執、壓抑和絕望。 文／幾存2011年08月01日 《罪行》是個冷冰冰又嚴峻的書名，其中可能包含了偷拐搶騙、蓄意殺人、過失致死......等等。的確，上述的這些罪行，都出現在這本書裡頭；但在閱讀的過程中，在作者陳述這些「罪」的同時，我的心中，卻一直浮現出另一個截然不同、甚至是表面上看來完全相反的－－「愛」。 本書作者費迪南．馮．席拉赫在德 more,ISBN：9789861341736
出版日期：2014/04/30,A. S. A. 哈莉森,ISBN：9789861334943,,語言：繁體中文,沉默的妻子,,
出版日期：2010/04/26,史迪格．拉森,,出版地：台灣,語言：繁體中文,直搗蜂窩的女孩,這樣的閱讀經驗無可取代，於是它們成為傳奇：《千禧年》三部曲 文／達利2010年05月20日 你可能已經聽過太多把這三本書捧成「傳奇」的說詞了。 關於原作者史迪格．拉森正要嚐到走紅滋味時忽然猝亡的悲劇、關於這個故事從寒冷的北歐一路暢銷燒遍歐洲美洲的銷售奇蹟、關於國外出版社聲勢驚人鋪天蓋地的廣告行銷、關於版權經紀賣出多少不同語言版權或者電影開拍造成多大迴響好萊塢還打算翻拍... more,ISBN：9789868461482
出版日期：2009/07/24,史迪格．拉森,ISBN：9789868461444,出版地：台灣,語言：繁體中文,玩火的女孩,,
,王明勇,ISBN：9789578037960,出版地：台灣,,這樣吃，一定瘦！,,
,連加恩,ISBN：9789861332710,出版地：台灣,,愛呆人生連加恩──複製幸福DNA,,
,小野,ISBN：9789861371726,出版地：台灣,,世界雖然殘酷，我們還是……：生命最痛的省思，最美的領悟,,
,劉興欽、劉永毅,ISBN：9789861363219,出版地：台灣,,大山背的野孩子,,
,席慕蓉,ISBN：9789861333755,出版地：台灣,,以詩之名,,
,席慕蓉,ISBN：9576074436,出版地：台灣,,無怨的青春,,
,席慕蓉,ISBN：9576074428,出版地：台灣,,七里香,,
,席慕蓉,ISBN：9861331301,出版地：台灣,,時光九篇,,
,吳念真,,出版地：台灣,,這些人，那些事,若非勇於回首凝望，有誰能夠清楚意識到，過去竟包容著無處宣洩的窒息與哀傷。 文／金刀流2010年11月18日 一開始，便期待《這些人，那些事》裡的人事物，將各自綻放幽然的微光，而後這些角色，果然聚集成透著光彩的人世情懷。 或許你會不習慣，因為不若詩人的下筆盡是雕琢，《這些人，那些事》的字裡行間，即是吳念真向來給人坦然的印象，文字猶如來不及深思其細膩度一般，直白地，有時甚至粗獷地傳達對生命與 more,ISBN：9789861333458
,小野,ISBN：9789861371566,出版地：台灣,,有些事，這些年我才懂：小野的人生思考,,
,席慕蓉,ISBN：9861331417,出版地：台灣,,邊緣光影,,
,連加恩/著,ISBN：9861330011,出版地：台灣,,愛呆西非連加恩：攝氏45度下的小醫生手記,,
,李盈瑩,ISBN：9789861334523,出版地：台灣,,台灣小野放：出走不必遠行，在山．田．洋．森找自己,,
,席慕蓉,ISBN：9861330992,出版地：台灣,,迷途詩冊(新版),,
,連加恩、連上恩/著,ISBN：9861331034,出版地：台灣,,愛呆我家連加恩,,
,席慕蓉/著,ISBN：9861330585,出版地：台灣,,我摺疊著我的愛,,
,王伯達,ISBN：9789861342283,出版地：台灣,,再見，世界工廠：後QE時代的中國經濟與全球變局,,
,李華驎,ISBN：9789861341613,出版地：台灣,,公司的品格：22個案例，了解公司治理和上市櫃公司的財務陷阱,,
,鄭華娟,ISBN：9789861332277,出版地：台灣,,海德堡之吻 (甜蜜紀念版),,
,謝哲青,ISBN：9789861334356,出版地：台灣,,王者之爭：達文西和米開朗基羅的世紀對決,,
出版日期：2010/08/31,查爾斯．惠倫,ISBN：9789861341576,出版地：台灣,語言：繁體中文,聰明學經濟的12堂課（全新增訂版）,,
,黃國華,ISBN：9789861363783,出版地：台灣,,東京B級美食(下)：在地老饕隱藏版美食探險之旅(甜點/伴手禮),,
,黃國華,ISBN：9789861341996,出版地：台灣,,財務自由的講堂：財務報表是投資的偉大航道,,
,鄭華娟,ISBN：9789861334493,出版地：台灣,,好笑華娟撞見維也納咖啡,,
,黃國華,ISBN：9789861342030,出版地：台灣,,有日光的地方,,
,萌男編輯班/編,ISBN：9789861334424,出版地：台灣,,好想推倒！萌男圖鑑：52位當紅日本漫畫家的私密妄想,,
,486,ISBN：9789861334400,出版地：台灣,,求神：我在霞海城隍看見祈願的力量,,
,月風,ISBN：9789861363707,出版地：台灣,,學會Ｋ線賺3億：打敗大盤、戰勝投資心理的月風流技術分析,,
,黃國華,ISBN：9789861341989,出版地：台灣,,財務自由的世界：財務分析就是一場投資的戰爭,,
,鄭華娟,ISBN：9789861334813,出版地：台灣,,我是氣質卡：專心‧堅持‧全力衝刺，狗日子萬歲！,,
,蘇陳端（貴婦奈奈）,ISBN：9789861334554,出版地：台灣,,有多想要，就有多幸福,,
,鄭華娟,ISBN：9789861333571,出版地：台灣,,氣質卡小狗學堂,,
出版日期：2013/09/30,賽拉．夏,ISBN：9789868900271,出版地：台灣,語言：繁體中文,愛的停損點,,
,黃國華,ISBN：9789861363776,出版地：台灣,,東京B級美食 (上)：在地老饕隱藏版美食探險之旅(B級美食/主食/超值),,
,Amber Lin,ISBN：9789861753089,出版地：台灣,,顛覆廚房：亞洲頂級廚藝教室的創意時尚中菜冒險,,
出版日期：2013/10/31,申京淑,ISBN：9789861334752,,語言：繁體中文,我們不要忘記今天,,
出版日期：2013/01/31,的場亮,ISBN：9789861334394,出版地：台灣,語言：繁體中文,守．破．離：守住正確的方向、破除思考的框架、離開平庸的習慣，振奮10萬人心的講義！,,
,繁星編輯部,ISBN：9789865938000,出版地：台灣,,露營吧！開心玩農場,,
,黃育智,ISBN：9789866029059,出版地：台灣,,大台北自然步道100,,
出版日期：2014/09/11,高橋大輔,ISBN：9789869055789,出版地：台灣,語言：繁體中文,救命工具,,
,富田光紀/監修,ISBN：9789868115323,出版地：台灣,,萬用繩結百科,,
,山野廚男/文,ISBN：9789865787226,出版地：台灣,,野炊：戶外料理完全實戰BOOK,,
,范家菘,ISBN：9789869058650,出版地：台灣,,瘋玩鑄鐵鍋：隨便煮煮就好吃，美味秒殺！,,
出版日期：2010/07/30,里內 藍,ISBN：9789866731624,出版地：台灣,語言：繁體中文,冒險圖鑑：999招野外探險求生術,,
出版日期：2009/01/17,下野正希,ISBN：9789868465374,出版地：台灣,語言：繁體中文,釣魚人養成書：所有關於釣魚的第一步 包羅萬有的釣魚技巧,,
,董珮君,ISBN：9789866041952,出版地：台灣,,走吧！適合全家一起健行的活力步道：大臺北地區25條親山體驗首選,,
,大大創意MIT享遊、Fiona Wamg,ISBN：9789868939134,出版地：台灣,,50家全台灣最棒的露營地,,
,爆肝護士肉圓,ISBN：9789867637833,,,露營×居家 荷蘭鍋55道秒殺料理,,
出版日期：2012/12/20,戴斯．包森,ISBN：9789865973360,出版地：台灣,語言：繁體中文,繩結百科(隨書附贈紅色繩結一條),,
,黃福森、邢正康,ISBN：9789865967192,出版地：台灣,,戶外裝備輕量化完全實戰BOOK：健行、登山、露營、旅行非懂不可！,,
,朱時萱,ISBN：9789866590566,出版地：台灣,,一看就懂!野外求生完全手冊,,
,愛生活編輯部,ISBN：9789865932855,出版地：台灣,,日常美，買好器,,
,青木由香,ISBN：9789571055275,出版地：台灣,,最好的台灣：你從不知道，這些美好打動了日本人,,
,劉克襄,,出版地：台灣,,四分之三的香港：行山‧穿村‧遇見風水林,【世界閱讀日特企】他們這麼讀，他們這麼DO-劉克襄 文／劉克襄2014年03月26日 [b]Q1『魔幻時刻』是攝影用語，指每天黎明和黃昏，日光的餘暉使物體顯得分外美麗，是夢幻般的時刻。在您的一天中，哪段時間是您私人的魔幻時刻，最喜歡拿來做什麼事？ [/b] [b]劉克襄：[/b]清晨，在紫嘯鶇的叫聲中，有美好而清楚的思維。 [b]Q2 對您來說，最適合的寫作的時間是什麼時候 more,ISBN：9789573273844
出版日期：2014/04/08,Pepe桑,ISBN：9789869055512,出版地：台灣,語言：繁體中文,遇見100%的貓咪：interview by Pepe桑,,
,Takagi Emi,ISBN：9789866072925,,,名媛主廚EMI教你做時尚宴客料理：嚴選100道派對菜，發揮擺盤巧思，瞬間將家常菜升級的華麗食譜,,
,馮嘉慧,ISBN：9789868969155,出版地：台灣,,日本最風行每家必備的鬆餅機食譜：烘焙新手必學100道不用烤箱也能即時享用的超人氣美味小點心,,
,PCuSER研究室、電腦玩物站長,ISBN：9789861993454,出版地：台灣,,Evernote超效率數位筆記術,,
出版日期：2014/01/25,邁可‧桑德爾,ISBN：9789571174846,出版地：台灣,語言：繁體中文,反對完美：科技與人性的正義之戰(第2版),,
出版日期：2013/01/23,珍．博克、萊諾拉．袁,,,語言：繁體中文,拖延心理學：為什麼我老是愛拖延？是與生俱來的壞習慣，還是身不由己？,這本書告訴你：所有的藉口，都是真的；不過我們還是得解決問題。《拖延心理學》 文／DL2011年10月20日 手邊總是有結案報告或行銷企劃或書稿或……趕著交嗎？以下這般複雜糾結的情緒轉折，我想你一定不陌生。 [b]「這次我會早點開始。」[/b]基於之前總是拖到最後沒好下場（或是催件催到六親不認）的經驗累積，一開始總是會信誓旦旦的訂定工作步驟跟時間表。會不會準時開始呢？不一定；就算「不 more,叢書系列：verso
出版日期：2014/05/29,蘿拉‧范德康,ISBN：9789869067409,出版地：台灣,語言：繁體中文,這一天過得很充實：成功者黃金3時段的運用哲學,,
出版日期：2014/05/02,傑若米．丁恩,ISBN：9789862483817,出版地：台灣,語言：繁體中文,其實，你一直受習慣擺布：為什麼只是改變習慣步驟，就能更有創意、成功塑身、工作有效率？,,
出版日期：2014/07/01,馬克‧伍玆,ISBN：9789869021555,出版地：台灣,語言：繁體中文,其實，你不是沒有時間：掌握5項活動管理技巧、101個簡單策略，從此擺脫瞎忙鳥日子！,,
,筆記女王Ada,,出版地：台灣,,筆記女王的手帳活用術：全彩圖解 工作、生活、理財、時間管理一本通,翻著，看著，我也想跟著這樣記著，活用手帳消滅工作、生活上的大困擾！ 文／Bomi2010年02月09日 一直不是個善寫手帳之人，學生時代的記事本總是滿記大小考日期，現在工作用日誌本則只能戲稱為待辦清單列表，上面沒有精細可愛的手繪，沒有動人的生活雜感，非常的公式、平淡且無趣，雖然也會想去記錄些什麼，但想到令人羞愧的美術天份，總是保留的、克制的避免亂塗亂寫，自然也就遺留了許多空白，流水帳 more,ISBN：9789862291900
出版日期：2013/09/03,李察．韋斯曼,ISBN：9789865956561,出版地：台灣,語言：繁體中文,撕掉勵志書：推餐盤減肥，喝熱茶殺價，心理學家教你用行為改變思維,,
出版日期：2013/02/27,彼得．布雷格曼,,,語言：繁體中文,關鍵18分鐘：最成功的人如何管理每一天,推薦序：上班族的3個C，黃金的18分鐘 文／Mr.6劉威麟（網路趨勢觀察家）2013年03月07日 這本書雖是一本教管理時間的，但對我來說，卻更像是一本如何「捍衛」時間的書，讓我們能藉由保固、穩固、堅固了自己的時間規劃，來向上提升。 時間的殺手，在美國與在亞洲不大一樣。 我同時在美國和台灣長期上班過，便發現，在美國，往往是「事情」來打擾，但在亞洲，我發現，上班族之所以無法控制時間 more,ISBN：9789863201311
,文具早餐會,ISBN：9789862019054,,,日系百元文具活用術：48種最強整理x學習x手帳x筆記本的創意好點子,,
,周自然/主編,ISBN：9789866357206,,,每天一個邏輯遊戲,,
,電腦玩物站長,ISBN：9789866009716,出版地：台灣,,Evernote 100個做筆記的好方法：數位化重整你的工作與人生,,
,張晉慊/編著,ISBN：9789862710067,出版地：台灣,,麻將百勝攻略：橫飛麻將教室(一書附贈雙CD精裝版),,
出版日期：2014/01/15,崔現宇,ISBN：9789861859538,出版地：台灣,語言：繁體中文,真愛變魔術：全宇宙最簡單！聯誼、約會、夜店、派對、尾牙、聚餐，讓你瞬間受到女孩注目的浪漫魔術,,
,陸嘉宏,ISBN：9789861850696,出版地：台灣,,魔術方塊破解祕笈,,
出版日期：2010/12/17,山寨番長、加藤藏鏡人,ISBN：9789571043319,出版地：台灣,語言：繁體中文,亞洲山寨版玩具大圖鑑：中國、香港、台灣、韓國的奇妙玩具(全),,
,台灣數獨協會,ISBN：9789866209239,出版地：台灣,,每天玩一點：入門數獨,,
,張晉慊,ISBN：9789867273710,出版地：台灣,,麻將大富豪：圖解麻將十六張必勝之道（再版）,,
,羅蘭森,ISBN：9789866070877,出版地：台灣,,全世界優等生都在做的邏輯遊戲,,
,Bruce Chen,ISBN：9789866792519,出版地：台灣,,至尊百家樂 五局八星 附 CD,,
,張正龍,ISBN：9789861859880,出版地：台灣,,手機變魔術：雲端魔術降臨，從低頭族變身手機魔術達人,,
,台灣數獨發展協會,ISBN：9789866209222,出版地：台灣,,每天玩一點：高級數獨,,
,黑豬,ISBN：9789861857121,出版地：台灣,,就是愛玩桌遊！：精選全球最暢銷35種桌上遊戲規則．贏家秘技．必備知識,,
出版日期：2014/01/27,華倫．艾斯摩爾,ISBN：9789573272809,出版地：台灣,語言：繁體中文,BRICK CITY：樂高玩世界，用樂高積木打造全世界地標名景,,
,Cotton Life 編輯部,ISBN：4711404640063,出版地：台灣,,Cotton Life 玩布生活 No.15,,
,李強/著、李怡蓁/審訂,ISBN：9789866220289,出版地：台灣,,台大生都愛看的愛因斯坦思維訓練術：全世界最夯的腦力激盪遊戲,,
,硬漢工作室,ISBN：9789865740283,,,硬漢阿爸的15堂木作課：親手為孩子打造最安心的原木玩具,,
,娜娜媽,ISBN：9789868958562,出版地：台灣,,一次學會5大技法！達人級手工皂Guide Book：圖解分層皂‧渲染皂‧捲捲皂‧浮水皂‧蛋糕皂，最強技法30款,,
,娜娜媽,ISBN：9789868958524,出版地：台灣,,30款最想學的天然手工皂：娜娜媽不藏私的經典配方大公開,,
,朱俞君,ISBN：9789866408793,出版地：台灣,,一開始就不用收！家的最後一次空間收納課：換屋7次，親身實驗，台灣設計師一定要教你的收納術與選櫃法,,
,陳銘凱,ISBN：9789866629891,出版地：台灣,,澳洲打工度假聖經 (2014年最新版),,
,小梨,ISBN：9789868774926,出版地：台灣,,首爾就該這樣慢慢玩,,
,周志誠、捷徑文化語言企編小組,ISBN：9789866010521,出版地：台灣,,打工度假看完這本就出發！-英國篇 （英國腔專業外師親錄21大主題實用會話+七種不同國家、不同地區腔調聽力訓練）,,
,蕭文君,ISBN：9789865696061,出版地：台灣,,30歲前都能實現的哈日遊學夢：日本打工度假全攻略,,
,愛西莉（陳彥雯）,,出版地：台灣,,我要到韓國學韓語，看這本就GO：史上第一本！韓國遊學與在地生活全攻略,無論初學者或實力派，幫你更融入韓國生活的小幫手！ 文／透明虹2013年10月18日 在時間、語言、金錢條件等因素許可的狀況下，你是否曾想過有機會要前往國外進修、打工遊學，體驗多元的異國生活？如果答案是肯定的，在地區的選擇中，除了紐澳、美加、日本等地，鄰近的韓國也成為許多朋友的選擇考慮範圍。 早期，因為韓國遊學相關資訊取得並不容易，全靠著自己摸索或向有經驗的朋友詢問 more,ISBN：9789868945036
,莊蕙如 Belle,ISBN：9789867468956,出版地：台灣,,狠繪玩澳洲：有了勇氣，帶著畫筆我就能玩遍澳洲！,,
,褚士瑩,ISBN：9789861792965,出版地：台灣,,比打工度假更重要的11件事：出國前先給自己這份人生問卷,,
,943,,出版地：台灣,,3萬5輕鬆遊倫敦,準備3萬5就能衝倫敦，943讓一切變得可能！ 文／格紋蘿絲2012年05月30日 蝦咪！去倫敦玩兩個禮拜只要3萬5千元？而且還含機票(本書作者搭乘廉價航空前往)，光看書名就讓人尖叫了，拿到實書當然要好好的拜讀一番。 以「窮留學生懶人食譜」聞名的部落客943，學生時代曾在英國念書，這次特地再回到倫敦三個禮拜，將整趟省錢卻不克難的旅程記錄下來。維持一貫節省的作風，書中從住 more,ISBN：9789578038257
,露西女孩,ISBN：9789865912680,,,青春，非走不可！我在紐西蘭打工度假：一趟滿載冏事，驚嚇不斷的勇氣與夢想之旅,,
,劉哲瑜（藍白拖）,ISBN：9789573271642,出版地：台灣,,給未來的旅行者：55個你最想知道關於旅行的事,,
,連美恩,ISBN：9789573909002,出版地：台灣,,我睡了81個人的沙發,,
,文少輝,ISBN：9789866200922,出版地：台灣,,西班牙繪旅行,,
,褚士瑩,ISBN：9789571353203,出版地：台灣,,在天涯的盡頭，歸零,,
,巴道,ISBN：9789869076982,,,不一樣的勇敢未來：我在紐西蘭打工‧旅行‧成長,,
,墨刻編輯部,ISBN：9789862890066,出版地：台灣,,出發！日本自助旅行一看就懂 旅遊圖解step by step,,
,墨刻編輯部,ISBN：9789862891032,出版地：台灣,,出發！德國自助旅行：一看就懂旅遊圖解Step by Step,,
,狄靜,ISBN：9789865890544,,,澳洲打工．不看會死,,
,劉哲瑜,ISBN：9789578038073,出版地：台灣,,背包台客勇闖天涯：30萬1年玩遍13國,,
,黃奧登,ISBN：9789863360377,出版地：台灣,,澳洲打工度假：墨爾本‧布里斯本‧雪梨三大城市邊賺邊玩,,
,楊昕,ISBN：9789862692172,出版地：台灣,,新主題式國語文解題(下),,
